gmean_FusionHeat,mean_FusionHeat,std_FusionHeat
3.47947484936327,6.9055,4.59906411675245
4.78979196033283,8.9644,5.82042863026427
4.78979196033283,8.9644,5.82042863026427
4.9045659331416,8.6844,4.53905865130646
4.9045659331416,8.6844,4.53905865130646
4.9045659331416,8.6844,4.53905865130646
4.9045659331416,8.6844,4.53905865130646
4.9045659331416,8.6844,4.53905865130646
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.63865243992239,10.3055,7.19124403354524
2.71675616636258,6.656,5.37436448335987
2.71675616636258,6.656,5.37436448335987
2.71675616636258,6.656,5.37436448335987
4.03556899860879,8.1805,4.9481552875794
3.83529965526993,7.6555,4.68301620219277
3.90551728529137,7.8305,4.75374491848269
4.00875310176596,8.1055,4.90083571954825
4.45954750545227,9.5805,6.27525622982839
4.63865243992239,10.3055,7.19124403354524
4.446372922798,9.5305,6.21646127229954
3.65848472055263,7.2555,4.59293378463047
4.75646422349896,10.8305,7.91296978068285
4.03556899860879,8.1805,4.9481552875794
3.58503294864781,7.1055,4.58575956085794
3.75001751098846,7.4555,4.62523953433765
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
5.39298870946592,9.9844,5.70995739388658
4.54968458544814,8.0144,4.43821466808445
4.95837661191614,8.8044,4.59830375682164
5.55814433994387,10.5444,6.47607021580217
5.32876814648097,9.7844,5.46601989019433
5.39298870946592,9.9844,5.70995739388658
5.11491720186535,9.1844,4.85990261630827
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
4.03556899860879,8.1805,4.9481552875794
3.80319043931996,7.1444,4.8868604891075
3.80319043931996,7.1444,4.8868604891075
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
4.03556899860879,8.1805,4.9481552875794
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
2.33194601005358,6.5964,5.44287459344784
2.33194601005358,6.5964,5.44287459344784
2.33194601005358,6.5964,5.44287459344784
2.33194601005358,6.5964,5.44287459344784
2.33194601005358,6.5964,5.44287459344784
2.33194601005358,6.5964,5.44287459344784
2.33194601005358,6.5964,5.44287459344784
2.33194601005358,6.5964,5.44287459344784
4.03556899860879,8.1805,4.9481552875794
3.90551728529137,7.8305,4.75374491848269
4.63865243992239,10.3055,7.19124403354524
4.00875310176596,8.1055,4.90083571954825
4.45954750545227,9.5805,6.27525622982839
4.03556899860879,8.1805,4.9481552875794
3.47947484936327,6.9055,4.59906411675245
4.78979196033283,8.9644,5.82042863026427
4.78979196033283,8.9644,5.82042863026427
4.78979196033283,8.9644,5.82042863026427
4.78979196033283,8.9644,5.82042863026427
3.83958497592852,6.8124,4.34020541449365
3.83958497592852,6.8124,4.34020541449365
4.03556899860879,8.1805,4.9481552875794
5.48393303587464,10.2844,6.10679731446853
5.48393303587464,10.2844,6.10679731446853
5.48393303587464,10.2844,6.10679731446853
5.48393303587464,10.2844,6.10679731446853
5.48393303587464,10.2844,6.10679731446853
5.48393303587464,10.2844,6.10679731446853
4.6464334920886,8.1524,4.36102637460495
4.6464334920886,8.1524,4.36102637460495
4.6464334920886,8.1524,4.36102637460495
4.6464334920886,8.1524,4.36102637460495
4.04080998930699,6.9944,4.11736875200655
4.03556899860879,8.1805,4.9481552875794
5.32876814648097,9.7844,5.46601989019433
5.58566125144311,10.6444,6.62348891748148
4.03556899860879,8.1805,4.9481552875794
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
4.9045659331416,8.6844,4.53905865130646
4.9045659331416,8.6844,4.53905865130646
4.9045659331416,8.6844,4.53905865130646
4.9045659331416,8.6844,4.53905865130646
4.9045659331416,8.6844,4.53905865130646
5.39298870946592,9.9844,5.70995739388658
5.39298870946592,9.9844,5.70995739388658
5.32876814648097,9.7844,5.46601989019433
5.32876814648097,9.7844,5.46601989019433
5.32876814648097,9.7844,5.46601989019433
5.32876814648097,9.7844,5.46601989019433
5.32876814648097,9.7844,5.46601989019433
5.39298870946592,9.9844,5.70995739388658
4.54968458544814,8.0144,4.43821466808445
4.54968458544814,8.0144,4.43821466808445
4.54968458544814,8.0144,4.43821466808445
4.03556899860879,8.1805,4.9481552875794
3.90551728529137,7.8305,4.75374491848269
4.50776065730661,7.8644,4.25241924555893
4.50776065730661,7.8644,4.25241924555893
4.50776065730661,7.8644,4.25241924555893
4.50776065730661,7.8644,4.25241924555893
4.50776065730661,7.8644,4.25241924555893
2.62714801506905,5.5555,4.86453910972047
2.62714801506905,5.5555,4.86453910972047
4.6464334920886,8.1524,4.36102637460495
4.6464334920886,8.1524,4.36102637460495
4.03556899860879,8.1805,4.9481552875794
4.45954750545227,9.5805,6.27525622982839
3.75001751098846,7.4555,4.62523953433765
4.03556899860879,8.1805,4.9481552875794
3.83529965526993,7.6555,4.68301620219277
4.03556899860879,8.1805,4.9481552875794
3.58503294864781,7.1055,4.58575956085794
4.6464334920886,8.1524,4.36102637460495
3.47947484936327,6.9055,4.59906411675245
4.03556899860879,8.1805,4.9481552875794
5.02711324589412,9.0244,4.87648043572411
4.03556899860879,8.1805,4.9481552875794
4.63865243992239,10.3055,7.19124403354524
5.13347689579351,9.7844,6.51593227711891
5.13347689579351,9.7844,6.51593227711891
5.13347689579351,9.7844,6.51593227711891
5.13347689579351,9.7844,6.51593227711891
5.13347689579351,9.7844,6.51593227711891
3.65848472055263,7.2555,4.59293378463047
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
5.39298870946592,9.9844,5.70995739388658
5.39298870946592,9.9844,5.70995739388658
5.32876814648097,9.7844,5.46601989019433
5.32876814648097,9.7844,5.46601989019433
5.32876814648097,9.7844,5.46601989019433
4.54968458544814,8.0144,4.43821466808445
4.54968458544814,8.0144,4.43821466808445
4.00875310176596,8.1055,4.90083571954825
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
3.47947484936327,6.9055,4.59906411675245
4.30731053468283,7.6624,4.54544860712339
4.30731053468283,7.6624,4.54544860712339
4.30731053468283,7.6624,4.54544860712339
4.03556899860879,8.1805,4.9481552875794
5.16059335658217,9.3044,4.96386920053299
3.90551728529137,7.8305,4.75374491848269
3.83529965526993,7.6555,4.68301620219277
3.58503294864781,7.1055,4.58575956085794
3.58503294864781,7.1055,4.58575956085794
3.58503294864781,7.1055,4.58575956085794
3.58503294864781,7.1055,4.58575956085794
6.25150124263461,13.7444,11.9756137813475
6.25150124263461,13.7444,11.9756137813475
6.25150124263461,13.7444,11.9756137813475
6.25150124263461,13.7444,11.9756137813475
4.54968458544814,8.0144,4.43821466808445
4.54968458544814,8.0144,4.43821466808445
4.54968458544814,8.0144,4.43821466808445
4.54968458544814,8.0144,4.43821466808445
4.9045659331416,8.6844,4.53905865130646
4.9045659331416,8.6844,4.53905865130646
4.9045659331416,8.6844,4.53905865130646
4.9045659331416,8.6844,4.53905865130646
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.03556899860879,8.1805,4.9481552875794
3.58503294864781,7.1055,4.58575956085794
3.75001751098846,7.4555,4.62523953433765
3.83529965526993,7.6555,4.68301620219277
3.90551728529137,7.8305,4.75374491848269
4.00875310176596,8.1055,4.90083571954825
4.45954750545227,9.5805,6.27525622982839
4.63865243992239,10.3055,7.19124403354524
4.446372922798,9.5305,6.21646127229954
3.65848472055263,7.2555,4.59293378463047
2.71675616636258,6.656,5.37436448335987
2.71675616636258,6.656,5.37436448335987
3.90551728529137,7.8305,4.75374491848269
4.00875310176596,8.1055,4.90083571954825
3.75001751098846,7.4555,4.62523953433765
4.45954750545227,9.5805,6.27525622982839
4.03556899860879,8.1805,4.9481552875794
3.58503294864781,7.1055,4.58575956085794
3.09887274112803,6.0304,4.6310595591074
3.09887274112803,6.0304,4.6310595591074
3.27075987859687,6.4704,4.812729022083
3.90551728529137,7.8305,4.75374491848269
3.3185783230075,6.6104,4.90235133787859
4.03556899860879,8.1805,4.9481552875794
3.40669334652399,6.8904,5.12297029466305
3.40669334652399,6.8904,5.12297029466305
3.40669334652399,6.8904,5.12297029466305
4.03556899860879,8.1805,4.9481552875794
4.54968458544814,8.0144,4.43821466808445
4.54968458544814,8.0144,4.43821466808445
4.54968458544814,8.0144,4.43821466808445
4.54968458544814,8.0144,4.43821466808445
4.54968458544814,8.0144,4.43821466808445
4.54968458544814,8.0144,4.43821466808445
4.54968458544814,8.0144,4.43821466808445
3.90551728529137,7.8305,4.75374491848269
5.02711324589412,9.0244,4.87648043572411
5.19093815041742,9.5044,5.41167602873638
4.03556899860879,8.1805,4.9481552875794
4.6464334920886,8.1524,4.36102637460495
5.39298870946592,9.9844,5.70995739388658
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
3.90551728529137,7.8305,4.75374491848269
5.02711324589412,9.0244,4.87648043572411
5.02711324589412,9.0244,4.87648043572411
5.02711324589412,9.0244,4.87648043572411
5.02711324589412,9.0244,4.87648043572411
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
3.47947484936327,6.9055,4.59906411675245
4.16392151950927,7.2324,4.16516110612783
4.16392151950927,7.2324,4.16516110612783
4.16392151950927,7.2324,4.16516110612783
4.16392151950927,7.2324,4.16516110612783
5.32876814648097,9.7844,5.46601989019433
4.6464334920886,8.1524,4.36102637460495
4.6464334920886,8.1524,4.36102637460495
5.32876814648097,9.7844,5.46601989019433
5.32876814648097,9.7844,5.46601989019433
5.32876814648097,9.7844,5.46601989019433
5.32876814648097,9.7844,5.46601989019433
5.32876814648097,9.7844,5.46601989019433
5.39298870946592,9.9844,5.70995739388658
5.39298870946592,9.9844,5.70995739388658
5.39298870946592,9.9844,5.70995739388658
5.39298870946592,9.9844,5.70995739388658
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
5.66511014128778,10.9444,7.08124038851951
5.66511014128778,10.9444,7.08124038851951
5.66511014128778,10.9444,7.08124038851951
5.66511014128778,10.9444,7.08124038851951
5.66511014128778,10.9444,7.08124038851951
5.66511014128778,10.9444,7.08124038851951
5.66511014128778,10.9444,7.08124038851951
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.53676067115796,7.0405,4.63697970127108
3.53676067115796,7.0405,4.63697970127108
3.53676067115796,7.0405,4.63697970127108
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
4.9045659331416,8.6844,4.53905865130646
4.9045659331416,8.6844,4.53905865130646
4.9045659331416,8.6844,4.53905865130646
5.61264637878139,10.7444,6.77360505491721
5.61264637878139,10.7444,6.77360505491721
5.61264637878139,10.7444,6.77360505491721
3.83529965526993,7.6555,4.68301620219277
3.83529965526993,7.6555,4.68301620219277
5.16059335658217,9.3044,4.96386920053299
4.54968458544814,8.0144,4.43821466808445
3.47947484936327,6.9055,4.59906411675245
3.75001751098846,7.4555,4.62523953433765
4.23552794074236,7.3844,4.22356406841426
4.03556899860879,8.1805,4.9481552875794
4.62745089742284,8.1444,4.42635351502792
4.62745089742284,8.1444,4.42635351502792
3.83529965526993,7.6555,4.68301620219277
3.75001751098846,7.4555,4.62523953433765
3.75001751098846,7.4555,4.62523953433765
3.75001751098846,7.4555,4.62523953433765
3.75001751098846,7.4555,4.62523953433765
3.75001751098846,7.4555,4.62523953433765
3.75001751098846,7.4555,4.62523953433765
3.90541382275151,6.7844,4.15159890162814
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.63865243992239,10.3055,7.19124403354524
4.6464334920886,8.1524,4.36102637460495
2.59153062315392,5.363,4.27905094617954
2.63626020060439,6.54066666666667,5.26017498652743
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
4.6464334920886,8.1524,4.36102637460495
4.6464334920886,8.1524,4.36102637460495
3.83958497592852,6.8124,4.34020541449365
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.6464334920886,8.1524,4.36102637460495
4.6464334920886,8.1524,4.36102637460495
5.7328295972755,9.31885714285714,5.73655066664807
4.66680334835827,7.58866666666667,4.1758554679118
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
4.6464334920886,8.1524,4.36102637460495
4.66680334835827,7.58866666666667,4.1758554679118
4.03556899860879,8.1805,4.9481552875794
2.59153062315392,5.363,4.27905094617954
4.95837661191614,8.8044,4.59830375682164
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.38335579916444,7.09366666666667,4.01165475694119
4.03556899860879,8.1805,4.9481552875794
3.61294058299562,6.3644,4.25350084518623
3.61294058299562,6.3644,4.25350084518623
3.26445981654133,6.4805,4.59161635483628
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
3.83958497592852,6.8124,4.34020541449365
5.39298870946592,9.9844,5.70995739388658
5.39298870946592,9.9844,5.70995739388658
4.54968458544814,8.0144,4.43821466808445
4.54968458544814,8.0144,4.43821466808445
3.58503294864781,7.1055,4.58575956085794
4.90569123928557,9.1244,5.75562172488776
4.90569123928557,9.1244,5.75562172488776
4.13858604472321,7.1544,4.10279385784858
4.13858604472321,7.1544,4.10279385784858
3.90551728529137,7.8305,4.75374491848269
5.25349763157256,9.7044,5.66784592592283
5.25349763157256,9.7044,5.66784592592283
4.43200579153836,7.7344,4.25622055819479
4.43200579153836,7.7344,4.25622055819479
4.00875310176596,8.1055,4.90083571954825
5.36430097155971,9.9244,5.69632701308484
5.36430097155971,9.9244,5.69632701308484
4.525482762308,7.9544,4.39384540465411
4.525482762308,7.9544,4.39384540465411
4.63865243992239,10.3055,7.19124403354524
6.02863729757736,11.6844,6.99833218988639
6.02863729757736,11.6844,6.99833218988639
5.0859365115863,9.7144,6.53978512185225
5.0859365115863,9.7144,6.53978512185225
4.6464334920886,8.1524,4.36102637460495
4.16392151950927,7.2324,4.16516110612783
4.63865243992239,10.3055,7.19124403354524
4.63865243992239,10.3055,7.19124403354524
4.63865243992239,10.3055,7.19124403354524
4.63865243992239,10.3055,7.19124403354524
4.63865243992239,10.3055,7.19124403354524
2.59153062315392,5.363,4.27905094617954
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
3.47947484936327,6.9055,4.59906411675245
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
4.41155737208488,7.8044,4.4892312749512
5.32876814648097,9.7844,5.46601989019433
5.32876814648097,9.7844,5.46601989019433
5.32876814648097,9.7844,5.46601989019433
5.16059335658217,9.3044,4.96386920053299
5.16059335658217,9.3044,4.96386920053299
4.6464334920886,8.1524,4.36102637460495
4.6464334920886,8.1524,4.36102637460495
5.3961487492115,8.69366666666667,4.16096630069934
3.83958497592852,6.8124,4.34020541449365
3.83958497592852,6.8124,4.34020541449365
3.26445981654133,6.4805,4.59161635483628
3.90541382275151,6.7844,4.15159890162814
2.63626020060439,6.54066666666667,5.26017498652743
4.65964013202396,7.572,4.16278512536979
5.02562297769927,8.60533333333333,5.41653661382335
5.15929780811556,9.08866666666667,6.21464149319081
5.01572016006951,8.572,5.36514491882559
4.40416456820505,7.05533333333333,3.9150864897499
5.24628884586392,9.43866666666667,6.84121350508974
4.70181885280416,7.672,4.2455129254308
4.2593027370923,6.822,3.91142940624013
4.16398221642671,6.68866666666667,3.94047825636545
4.32437418662506,6.922,3.90446923409572
4.34501695945227,6.95533333333333,3.90499281547212
4.47732106868891,7.18866666666667,3.948253059547
4.54494790085784,7.322,4.0034085477253
4.60025335926155,7.43866666666667,4.06901325739901
3.90541382275151,6.7844,4.15159890162814
3.58503294864781,7.1055,4.58575956085794
3.58503294864781,7.1055,4.58575956085794
3.58503294864781,7.1055,4.58575956085794
3.58503294864781,7.1055,4.58575956085794
4.03556899860879,8.1805,4.9481552875794
3.83958497592852,6.8124,4.34020541449365
5.02711324589412,9.0244,4.87648043572411
3.90551728529137,7.8305,4.75374491848269
5.02711324589412,9.0244,4.87648043572411
5.02711324589412,9.0244,4.87648043572411
5.02711324589412,9.0244,4.87648043572411
3.75001751098846,7.4555,4.62523953433765
3.90551728529137,7.8305,4.75374491848269
5.02711324589412,9.0244,4.87648043572411
5.02711324589412,9.0244,4.87648043572411
5.02711324589412,9.0244,4.87648043572411
5.02711324589412,9.0244,4.87648043572411
5.02711324589412,9.0244,4.87648043572411
5.02711324589412,9.0244,4.87648043572411
5.02711324589412,9.0244,4.87648043572411
4.03556899860879,8.1805,4.9481552875794
3.47947484936327,6.9055,4.59906411675245
4.6464334920886,8.1524,4.36102637460495
6.02102205122746,10.4603333333333,6.517789033782
6.02102205122746,10.4603333333333,6.517789033782
6.02102205122746,10.4603333333333,6.517789033782
6.02102205122746,10.4603333333333,6.517789033782
6.02102205122746,10.4603333333333,6.517789033782
4.2178907724382,7.227,4.48671576248522
4.2178907724382,7.227,4.48671576248522
4.2178907724382,7.227,4.48671576248522
4.6464334920886,8.1524,4.36102637460495
4.2178907724382,7.227,4.48671576248522
4.2178907724382,7.227,4.48671576248522
4.2178907724382,7.227,4.48671576248522
4.6464334920886,8.1524,4.36102637460495
4.2178907724382,7.227,4.48671576248522
4.2178907724382,7.227,4.48671576248522
4.2178907724382,7.227,4.48671576248522
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.03556899860879,8.1805,4.9481552875794
4.66680334835827,7.58866666666667,4.1758554679118
4.66680334835827,7.58866666666667,4.1758554679118
4.6464334920886,8.1524,4.36102637460495
4.88828512046274,7.84366666666667,4.04046703846089
4.88828512046274,7.84366666666667,4.04046703846089
4.88828512046274,7.84366666666667,4.04046703846089
4.14151359315226,7.182,4.5340019114832
4.14151359315226,7.182,4.5340019114832
4.14151359315226,7.182,4.5340019114832
4.14151359315226,7.182,4.5340019114832
4.14151359315226,7.182,4.5340019114832
4.14151359315226,7.182,4.5340019114832
4.49255745351485,7.9244,4.4553048649896
4.49255745351485,7.9244,4.4553048649896
4.49255745351485,7.9244,4.4553048649896
4.49255745351485,7.9244,4.4553048649896
4.49255745351485,7.9244,4.4553048649896
4.63865243992239,10.3055,7.19124403354524
4.63865243992239,10.3055,7.19124403354524
4.63865243992239,10.3055,7.19124403354524
4.63865243992239,10.3055,7.19124403354524
4.63865243992239,10.3055,7.19124403354524
5.3961487492115,8.69366666666667,4.16096630069934
4.6464334920886,8.1524,4.36102637460495
5.3961487492115,8.69366666666667,4.16096630069934
5.3961487492115,8.69366666666667,4.16096630069934
5.3961487492115,8.69366666666667,4.16096630069934
5.3961487492115,8.69366666666667,4.16096630069934
5.3961487492115,8.69366666666667,4.16096630069934
4.03556899860879,8.1805,4.9481552875794
4.49255745351485,7.9244,4.4553048649896
4.49255745351485,7.9244,4.4553048649896
4.49255745351485,7.9244,4.4553048649896
4.49255745351485,7.9244,4.4553048649896
4.49255745351485,7.9244,4.4553048649896
4.49255745351485,7.9244,4.4553048649896
4.03556899860879,8.1805,4.9481552875794
3.83529965526993,7.6555,4.68301620219277
4.03556899860879,8.1805,4.9481552875794
3.47947484936327,6.9055,4.59906411675245
4.42965433460169,7.8124,4.42544721355933
4.42965433460169,7.8124,4.42544721355933
4.51098669221303,7.9324,4.39080938324587
2.59153062315392,5.363,4.27905094617954
