superconduct/table50.range_ElectronAffinity,superconduct/table50.wtd_mean_ElectronAffinity,superconduct/table50.wtd_range_ElectronAffinity
179.3,105.41,48.91
141.0,94.2558333333333,71.125
153.9,95.7615837563452,68.8324873096447
127.05,109.730158730159,74.4384920634921
138.63,106.25536159601,71.3955112219451
141.0,100.284970588235,75.4235294117647
138.63,107.154213333333,75.742
94.0,110.199300699301,109.928571428571
139.95,81.0057142857143,48.2394285714286
13.7,57.443,6.119
83.1,39.7657142857143,18.4714285714286
68.6,65.4666666666667,8.66666666666666
141.0,98.5723404255319,73.1534954407295
138.63,110.49657137562,76.2965065097531
135.97,108.40166481687,78.6571587125416
127.05,109.256420233463,74.7607003891051
135.97,111.760928571429,81.2886428571429
135.97,111.875462831102,81.4804186841356
115.5,208.7075,179.3315
138.63,80.7938571428571,51.3304285714286
88.2,126.003703703704,104.885185185185
125.6,89.42,88.52
95.6,33.0,19.35
153.9,99.48,67.8
127.05,112.0896,75.6973333333333
322.97,115.137455357143,72.8326339285714
322.23,153.560857142857,92.1762857142857
141.0,111.491671428571,81.4249285714286
62.3,48.98,24.92
138.63,98.6830769230769,76.4330769230769
138.63,76.3608823529412,49.2567647058823
161.3,149.286069651741,95.8731343283582
86.7,87.475,11.225
138.63,76.8080277777778,39.5689166666667
133.4,71.1028571428571,40.3285714285714
127.05,95.8781362007169,75.8870967741936
0.0,206.8,0.0
83.0,72.85,5.3
138.63,110.372076923077,76.701
0.0,155.4,0.0
135.97,110.541428571429,81.0314285714286
138.63,104.046052631579,74.5926315789474
113.97,73.918,46.894
95.5,122.2,97.8235294117647
127.05,108.6484375,73.2890625
98.05,44.54344,28.71
135.97,110.511428571429,80.7664285714286
141.0,105.716033333333,75.995
91.0,91.35,33.69375
0.0,107.6,0.0
138.63,85.4275625,59.8774375
45.4,77.15,21.55
64.05,42.9796,30.15696
127.05,110.492248062016,74.2248062015504
153.9,66.5,51.3
127.05,80.4007142857143,50.5572857142857
127.05,109.56399383192,75.387432536623
26.7,19.3628,18.7312
43.0,25.3,7.871
138.63,105.475333333333,75.742
138.63,106.1104,75.7936
138.63,106.320789473684,76.6713157894737
127.05,109.079251831855,74.1698804473583
135.97,111.480511476339,80.6530249362426
176.4,51.1984571428571,20.4144
138.63,110.372076923077,76.701
49.5,79.95,24.75
91.0,113.271428571429,80.325
141.0,60.4307142857143,34.1071428571429
21.2,92.29625,62.22375
138.63,108.748356807512,75.5380281690141
90.3,156.109375,84.921875
169.0,145.678431372549,117.477941176471
135.97,113.183071528752,82.5329172510519
124.3,113.966666666667,93.2333333333333
127.05,109.64,75.5423076923077
125.3,73.875,33.995
141.0,108.783076923077,76.7192307692308
30.8,27.9165,15.100125
83.6,111.997512437811,43.2661691542289
135.97,111.756357142857,81.2886428571429
135.97,113.799565217391,92.7928260869565
138.63,67.2635714285714,33.9807142857143
98.05,43.54192,29.7116
37.0,84.3,18.5
141.0,92.7145411203814,74.3831942789034
138.63,109.8225,76.6563461538461
31.6,76.9,15.8
141.0,111.9488,75.998
138.63,107.313302034429,75.5380281690141
18.3,123.8975,85.8175
42.5,20.0083333333333,18.325
80.5,174.503333333333,116.68
127.05,111.978857142857,81.0754285714286
111.4,112.732285714286,80.6066428571429
127.2,80.1357723577236,30.9617886178862
120.0,140.5,134.0
141.0,111.303142857143,81.4264285714286
68.1,70.65,34.05
138.63,73.07875,29.49125
83.2,75.0666666666667,62.0
169.0,143.677049180328,131.240983606557
92.6,116.855555555556,89.4555555555555
153.9,98.997,66.665
141.0,62.0821428571429,34.1928571428571
280.0,156.24,70.7
151.0,74.7488888888889,64.0555555555556
135.97,110.511428571429,80.4957142857143
150.0,140.948333333333,94.9066666666667
138.63,71.60875,26.49375
278.0,160.38,70.3
135.97,98.0066666666667,77.7155555555556
138.63,109.649612703331,76.0728117738187
138.63,68.7859405940594,34.0811881188119
138.63,110.858775981524,76.5609699769053
62.3,48.14,15.38
133.4,65.3566666666667,33.2866666666667
127.05,109.316461538462,76.4926153846154
135.97,106.58,80.4957142857143
21.7,46.675,31.475
138.63,68.1019047619048,33.52
125.3,69.4355,25.327
127.05,109.169230769231,74.3538461538461
108.9,160.2,101.8
62.3,50.7333333333333,25.9566666666667
278.0,127.686666666667,62.2666666666667
127.05,110.771705426357,73.9453488372093
138.63,73.07875,29.49125
127.05,108.727591582229,73.4508963367108
164.9,117.8,32.075
138.63,73.35105,29.664
161.3,146.3692,94.3452
127.05,108.910852713178,73.8255813953488
135.97,69.370125,35.053625
21.7,46.9337,37.6265
278.0,156.64,70.3
93.0,113.027031044294,80.524659900058
135.97,107.913287671233,76.9789497716895
127.05,109.265600624025,76.4102964118565
21.7,30.6256231306082,29.3652043868395
91.0,113.271428571429,80.325
44.9,115.0125,36.5375
0.0,79.5,0.0
138.63,100.211692307692,76.6116923076923
135.97,110.395384615385,76.4796153846154
138.63,111.925588458618,77.4328018223235
91.0,113.271428571429,80.3985714285714
91.0,113.271428571429,80.325
127.05,110.857557015848,74.1308465403943
127.05,111.764333333333,75.9426666666667
127.05,108.410230769231,76.2907692307692
127.05,108.6484375,73.2890625
135.97,110.80768675047,80.4955931223812
108.4,150.469841269841,147.253968253968
86.7,81.406,26.506
161.3,148.456725,95.09
141.0,111.610071428571,81.4264285714286
135.97,108.964235841738,75.7642358417378
127.05,109.011230769231,76.7043076923077
138.63,88.2975449101797,85.089880239521
93.0,112.995049504951,68.0304101838755
181.05,99.4864864864865,89.4486486486486
64.05,42.8035,30.303
136.7,117.674,18.982
43.0,19.42,5.588
90.4,113.86343792633,94.7586630286494
64.05,45.215,30.255
138.63,106.0498,75.742
43.0,26.3,15.38
138.63,106.235833333333,75.8065
125.3,113.124714285714,81.404
56.1,102.252941176471,72.5426470588235
138.63,105.475333333333,75.742
108.9,160.2,101.8
127.05,108.947692307692,74.3538461538461
202.93,59.2735354696556,33.3453082339417
314.05,98.7631578947368,51.1513157894737
127.05,111.130292532717,74.479792147806
138.63,105.811533333333,75.7678
346.63,160.352178571429,99.1338928571429
138.63,106.219619422572,76.8431758530184
135.97,112.393071428571,81.3819285714286
138.63,110.372076923077,76.701
148.87,98.8247058823529,58.3764705882353
30.8,45.295,32.45
93.7,61.4666666666667,31.2333333333333
278.0,121.285714285714,61.2
105.05,85.4833333333333,75.1833333333333
134.0,49.39,42.375
159.9,148.333980582524,117.122330097087
141.0,77.5875,47.05
57.2,76.16,64.0
86.1,30.2,28.2
94.3,123.966666666667,83.2333333333333
29.6,66.9625,17.3375
122.9,100.8375,66.75
93.7,61.4666666666667,31.2333333333333
138.63,103.8664,75.7936
125.3,73.875,33.995
252.7,164.4,54.9
127.05,109.764705882353,75.3219607843137
127.05,110.737333333333,75.7706666666667
62.3,51.716,28.0836
138.63,112.048142857143,81.3732857142857
153.9,27.78,16.42
51.3,85.7,51.3666666666667
61.7,68.01,1.29
132.9,108.368421052632,65.9473684210526
133.4,106.7,93.4833333333333
135.97,112.029778571429,81.3212928571429
26.7,19.3,18.3
4.3,29.6333333333333,7.96666666666667
191.35,45.562,28.71
127.05,81.8875,49.5464285714286
135.97,110.457647058824,83.0552941176471
138.63,85.465,33.4278571428571
135.97,111.779214285714,81.2886428571429
141.0,108.896,76.7273076923077
135.97,110.701714285714,81.0554285714286
76.5,80.525,59.675
135.97,111.814928571429,81.2886428571429
81.4,106.044186046512,61.0953488372093
138.63,103.489583333333,73.815625
141.0,76.6636666666667,30.88
139.95,115.363725490196,84.4088235294118
135.97,88.706625,35.380125
292.83,98.5306666666667,32.6226666666667
0.0,135.1,0.0
138.63,109.809230769231,76.4330769230769
72.97,43.4556,31.0164
138.63,100.211692307692,76.6116923076923
127.05,107.918994413408,71.7976855546688
141.0,69.3738961038961,31.4551948051948
164.0,141.033333333333,87.4166666666667
127.05,110.61583011583,75.2837837837838
127.05,115.454,83.646
276.2,163.156923076923,144.693846153846
98.05,80.2508,44.994
135.97,97.9733071428572,81.4279214285714
328.0,76.385725,31.705125
127.05,108.727591582229,73.4508963367108
75.63,47.184925,38.966325
107.0,150.304761904762,145.695238095238
88.2,103.735754189944,63.7055865921788
141.0,107.803076923077,76.7134615384615
125.3,74.475,33.18
91.0,113.271428571429,80.325
135.97,109.909411764706,83.0552941176471
81.4,122.309302325581,95.1558139534884
127.05,108.595461658842,73.1807511737089
74.3,67.55,37.15
127.05,107.485858585859,70.9121212121212
68.6,72.9133333333333,27.1333333333333
127.05,109.946682279469,75.7015612802498
56.7,92.31425,63.39495
43.7,123.366666666667,21.7
141.0,96.867447595561,72.1239210850802
121.4,111.394736842105,62.9210526315789
171.0,114.055,95.774
138.63,67.1513333333333,31.2413333333333
127.05,80.2092857142857,50.0635714285714
28.9,4.39,1.69
135.97,88.37445,35.582
135.97,97.98,79.5628571428571
278.0,164.12,76.48
138.63,74.44025,29.68475
112.8,111.32,73.44
19.1,63.8457033388068,3.41877394636015
127.05,109.326153846154,76.3346153846154
135.97,109.901854714065,75.9211746522411
138.63,105.78132231405,76.2937190082645
75.63,46.1954108216433,31.6077955911824
155.1,140.404545454545,102.9
138.63,64.5852380952381,39.4704761904762
103.3,61.3,41.98
127.05,107.272357723577,70.4756097560976
138.63,71.98475,27.09325
12.6,46.38,13.26
104.1,147.085714285714,72.0
135.97,109.082222222222,78.1992592592593
76.5,95.255,66.215
48.0,96.5,24.0
127.05,110.421730489949,75.6346021554689
127.05,110.738461538462,74.3538461538461
75.63,45.1575,18.9075
15.9,35.4134328358209,32.3238805970149
96.7,107.76,95.6
127.05,110.738461538462,74.3538461538461
32.4,79.576,47.232
138.63,100.767425,71.2005
141.0,90.951,71.13
141.0,110.192,76.7238461538462
56.1,27.8,15.6666666666667
138.63,58.224,35.196
135.97,100.005769230769,75.475
127.05,112.019,81.1195714285714
138.63,72.4032142857143,42.6832142857143
19.6,37.4,11.35
127.05,108.914453125,75.31640625
127.05,109.983333333333,76.9469696969697
63.6,58.7388235294118,28.8094117647059
127.05,106.632754880694,68.9642082429501
135.97,112.058714285714,81.3352857142857
127.05,108.972307692308,74.3538461538461
138.63,74.0908875,29.5734875
2.4,54.38,49.17
135.97,75.5765833333333,22.92425
127.05,107.407436708861,74.7215189873418
135.97,110.5515,81.1020714285714
127.05,111.727142857143,80.9871428571429
135.97,108.636825885978,76.2772727272727
2.0,49.521,48.4395
312.3,77.3175,27.40625
325.63,123.944761904762,56.6314285714286
127.05,112.560666666667,75.34
138.63,75.390625,28.765625
141.0,92.4378048780488,72.8231707317073
32.9,95.825,35.575
64.05,43.6992,29.5752
138.63,73.6145875,29.5347875
135.97,77.3631,27.7086666666667
127.05,109.6793,83.5533
135.97,122.4406,94.8694
127.05,107.696787148594,71.3433734939759
141.0,112.027733333333,75.999
22.6,50.1333333333333,6.66666666666666
141.0,108.027607692308,76.7251153846154
138.63,73.07875,29.49125
141.0,95.7846666666667,75.9
141.0,90.2715,71.0625
138.63,111.750785714286,81.3456428571429
312.3,75.1,27.7625
68.6,75.4333333333333,22.8666666666667
36.1,25.025,1.025
141.0,97.0356265356265,72.3832923832924
153.9,99.33876,66.3018
127.05,109.014683153014,74.0378670788253
135.97,111.472285714286,81.242
85.6,104.683333333333,43.15
127.05,110.738461538462,75.5423076923077
83.1,81.146,65.824
127.05,111.015769230769,74.4726923076923
104.45,42.97292,31.22624
141.0,111.184742857143,81.4249285714286
138.63,111.799425714286,81.4097742857143
138.63,106.53142,75.78844
325.63,120.009333333333,62.184
127.05,88.5198125,34.7945625
138.63,111.722214285714,81.3456428571429
127.05,108.328075709779,72.6340694006309
138.63,110.416191210486,76.4592906707787
26.7,19.3,18.3
193.9,209.468,205.444
90.3,153.528125,35.378125
322.97,170.843,79.947
127.05,109.415175097276,74.5108949416342
127.05,108.290304752882,72.5568450971104
141.0,107.110923076923,76.71
45.0,76.35,55.05
135.97,88.626,84.194
135.97,111.484814285714,81.2513285714286
133.4,93.2771428571429,78.9195714285714
312.3,79.1875,25.98125
141.0,108.491969111969,76.4698841698842
135.97,111.661842857143,81.4089142857143
135.97,111.9514,81.4162857142857
28.0,20.8275862068966,5.6551724137931
141.0,99.8647058823529,75.4235294117647
95.6,72.25,41.525
55.1,41.316,13.284
325.63,114.29,65.3889473684211
138.63,67.4895,39.555
141.0,108.987076923077,76.7284615384615
108.9,169.275,125.475
138.63,64.4376190476191,39.0452380952381
138.63,101.743674698795,73.708734939759
138.63,106.383,75.871
26.7,19.3,18.3
78.4,91.92,65.32
138.63,81.367,51.2751428571429
135.97,94.1015,35.2985
138.63,105.960096058951,76.6160602671228
125.3,70.8846153846154,28.474358974359
127.05,108.910852713178,73.8255813953488
0.0,49.5,0.0
122.1,49.3821428571429,17.7428571428571
45.0,76.615625,65.455875
179.3,104.199545454545,82.8290909090909
127.05,107.84609375,75.56875
135.97,109.638684210526,81.8126315789474
138.63,108.265954545455,77.4931818181818
179.3,97.9835164835165,79.0824175824176
312.3,79.1875,25.98125
127.05,110.591190108192,74.0378670788253
124.3,107.179591836735,88.1877551020408
127.05,112.019,81.1195714285714
59.7,100.2,60.9047619047619
141.0,92.3352201257862,71.5377358490566
181.9,110.77680798005,91.2256857855362
155.3,136.747058823529,84.4529411764706
138.63,107.372217774219,73.9832666132906
146.9,35.793676092545,13.4449871465296
124.3,104.910638297872,85.5446808510638
19.1,44.725,29.525
30.8,42.675,22.66875
138.63,111.02305912968,80.5838513806563
135.97,108.575736842105,81.8126315789474
141.0,107.803076923077,76.7134615384615
2.0,49.5068,49.1566
76.5,88.36625,61.41
141.0,110.211885714286,81.4157142857143
127.2,81.7166666666667,29.25
127.05,108.701248049922,73.3970358814352
292.83,107.232201175702,76.1629653821032
93.0,112.901146131805,80.4419770773639
127.05,113.466666666667,73.94
0.0,54.5,0.0
13.7,54.84,28.52
127.05,110.417637917638,73.6655011655012
141.0,111.732842857143,81.4264285714286
127.05,112.009271428571,81.1151571428571
193.9,93.6805333333333,72.5306666666667
141.0,79.5851428571429,50.3451428571429
64.65,72.5444309927361,52.1771186440678
135.97,111.545948571429,81.2531942857143
127.05,109.169230769231,74.3538461538461
127.05,102.971428571429,77.0142857142857
141.0,90.2795,71.108125
138.63,105.984104234528,77.440651465798
138.63,109.064153846154,76.6712307692308
127.2,81.7166666666667,33.5416666666667
184.3,107.35,70.0
80.8,40.2914285714286,17.1074285714286
200.27,97.61,66.7566666666667
193.9,214.605,211.565
127.05,109.046153846154,74.5480769230769
127.05,112.220364741641,75.6519756838906
127.05,108.6484375,73.2890625
93.0,112.750998288648,67.4144324015972
138.63,108.171018376723,77.0181087289433
127.05,109.169230769231,74.3538461538461
312.3,78.0575,31.38025
75.63,39.454,31.026
141.0,110.192,76.7238461538462
19.1,44.725,29.525
58.1,88.2333333333333,55.2333333333333
138.63,72.80525,29.0495
141.0,93.093471810089,74.6839762611276
127.05,109.721279876638,75.1399383191982
138.63,80.4649019607843,53.8449019607843
138.63,99.1853846153846,76.5819230769231
83.0,67.6777777777778,43.7
0.0,191.7,0.0
34.8,31.444,27.532
0.0,80.1,0.0
138.63,106.1104,75.7936
91.6,21.3128,8.8312
138.63,112.333055344958,77.5608036391205
86.1,73.86,68.268
164.9,139.716312997347,105.465384615385
0.0,107.6,0.0
108.4,150.238095238095,145.761904761905
138.63,106.153795811518,76.9653141361256
103.9,140.557142857143,125.842857142857
138.63,104.298285714286,81.404
127.05,108.936870642912,73.8787761425252
135.97,110.803529411765,83.0552941176471
135.97,112.077657142857,81.3166285714286
127.2,78.3166666666667,32.65
64.05,48.763,31.491
127.05,83.5142857142857,46.9714285714286
135.97,104.873333333333,78.4411111111111
202.93,57.1154146341463,33.9585365853659
138.63,107.332642089094,76.7426267281106
44.9,111.84375,79.04
91.0,113.271428571429,80.3985714285714
45.0,65.1,22.5
127.05,83.5142857142857,46.9714285714286
61.7,89.8333333333333,20.5666666666667
136.3,154.807142857143,101.171428571429
127.05,111.84875,81.0423214285714
91.0,113.271428571429,80.325
133.6,69.055,35.055
2.0,49.54,47.48
127.05,109.553461538462,76.5323076923077
141.0,96.403125,71.173125
181.7,88.025,24.125
62.3,48.67,26.96
138.63,62.3933333333333,39.1066666666667
135.97,112.016921428571,81.3212928571429
0.0,16.0,0.0
281.1,132.369047619048,93.847619047619
57.2,74.825,61.9
150.0,139.092105263158,101.986842105263
32.9,95.825,35.575
98.05,80.29,42.31
141.0,112.043857142857,81.4280357142857
153.9,36.26,20.22
26.7,20.5714285714286,19.7142857142857
135.97,107.822307692308,76.0130769230769
127.05,111.902684563758,73.4798657718121
138.63,111.169901065449,77.2842465753425
127.05,109.268,84.7275
138.63,105.442255111745,69.989122681883
2.0,49.54,47.48
104.7,64.36,25.18
32.4,79.2708609271523,39.5192052980132
200.27,45.674,30.494
55.3,50.2666666666667,18.4333333333333
42.5,27.0,25.8
104.1,147.085714285714,72.0
30.8,42.345,34.8525
93.0,113.147116875793,80.7771746792612
28.9,30.111,30.081
194.97,80.2028571428572,42.0157142857143
127.05,107.243694060212,70.4170056956875
119.2,117.4,14.0
78.6,7.11428571428571,4.32857142857143
21.1,44.755,35.61
141.0,109.969085271318,76.2143023255814
83.6,111.716,43.816
155.3,161.4,113.78
6.59999999999999,123.47,9.08000000000001
9.5,48.9333333333333,20.5333333333333
80.5,176.568333333333,122.24
128.1,140.4,91.6833333333333
138.63,75.390625,28.765625
135.97,103.98175,69.9625
127.05,110.738461538462,74.3538461538461
138.63,103.092763157895,74.7453947368421
139.4,117.243781094527,77.2338308457712
127.05,109.514461538462,75.8592307692308
135.97,108.466120049505,75.9856512995049
151.53,106.06,74.09
187.7,83.525,28.625
91.0,113.271428571429,80.6192857142857
127.05,112.335178571429,81.2630357142857
0.0,1.5,0.75
138.63,108.750307692308,76.6712307692308
93.0,113.242857142857,80.7214285714286
14.5,2.1235,0.7475
64.05,44.2277108433735,29.9421686746988
41.1,1.911,1.059
82.0,115.87,72.56
127.05,111.969733333333,75.9770666666667
131.23,60.99,43.7433333333333
138.63,109.108617760618,76.4529266409266
117.9,83.01,62.39
138.63,108.515519937451,75.6357701329163
83.0,67.6777777777778,43.7
112.1,124.317274939173,103.20097323601
135.97,111.98365,81.3492785714286
135.97,109.056136363636,83.6109090909091
91.6,87.7,50.7
127.05,110.742857142857,74.1321428571429
79.1,87.3627,87.3117
133.4,64.8075,34.0933333333333
127.05,110.492248062016,73.8255813953488
280.0,148.673570019724,69.723865877712
127.05,108.274570982839,75.298751950078
127.05,108.52627388535,73.656050955414
43.2,63.9,2.1
127.05,109.833860759494,72.820411392405
342.0,108.797716894977,78.0821917808219
21.2,92.5925,57.8475
135.97,104.543875,69.862375
135.97,116.834270833333,88.8584375
292.83,82.71625,29.49125
59.3,94.055,79.54
127.05,112.204428571429,81.2664285714286
141.0,108.5254,77.7260454545454
152.5,78.9875,62.7525
99.0,117.45,21.6
125.3,73.0,33.995
127.05,80.9314285714286,50.61
138.63,111.737071428571,81.3456428571429
83.1,102.17,75.77
138.63,106.745466666667,75.8452
127.05,109.61008443524,71.9328500876215
141.0,107.724069675376,74.7980997624703
127.05,83.5142857142857,46.9714285714286
57.4,33.22,10.82
135.97,97.98,79.5628571428571
138.63,97.7000333333333,75.8323
138.63,109.724615384615,76.4330769230769
141.0,105.862066666667,75.998
127.2,116.7,17.6333333333333
146.9,144.85223880597,139.037313432836
141.0,66.1429285714286,34.15
79.1,151.4717,149.5633
127.05,110.023739956172,72.5840029218408
138.63,109.847692307692,76.4330769230769
102.1,12.163,5.491
136.5,147.133333333333,125.946666666667
197.63,71.6338461538462,49.7223076923077
135.97,105.828323071351,77.0392973560304
116.63,91.9455,77.7445
138.63,63.5845714285714,40.224
127.05,79.1053571428571,45.5321428571429
138.63,106.888769230769,76.6712307692308
135.97,111.472285714286,81.242
135.97,97.98,79.5628571428571
141.0,104.333566666667,75.994
135.97,112.02825,81.3819285714286
138.63,111.507946768061,77.4515589353612
161.3,148.682,95.242
146.9,62.74,40.4
138.63,74.690125,29.49125
6.2,32.88,3.6
127.2,47.1311827956989,26.3333333333333
127.05,109.953846153846,75.5346153846154
135.97,111.994766058684,77.9314829500397
18.5,101.95,9.25
48.4,17.6333333333333,15.6333333333333
127.05,111.762857142857,75.6728571428571
64.05,42.8836,30.28736
141.0,96.9516923076923,72.2538461538461
138.63,102.527932960894,78.3804469273743
154.7,90.775,12.625
141.0,90.5019917838914,71.3559691273497
312.3,100.225,45.125
138.63,107.433050293926,76.7145656433703
122.9,103.47,67.95
127.05,99.837,82.41
2.0,49.58,45.46
141.0,107.803076923077,76.7134615384615
135.97,111.994064285714,81.3212928571429
127.05,112.135742857143,81.1725428571429
138.63,105.761113333333,75.76522
127.05,108.988785769528,73.9849187935035
72.97,41.906,30.494
325.63,112.3325,81.4075
127.05,109.17480620155,75.8372093023256
0.0,135.1,0.0
138.63,66.3461,43.8599
90.3,164.042857142857,98.0142857142857
141.0,108.600923076923,76.7169230769231
67.8,135.06,82.5
127.05,108.935225786599,76.6782060158474
127.05,110.689522342065,74.248844375963
138.63,98.0715384615385,76.4330769230769
312.3,77.3175,27.40625
127.05,112.2,74.1321428571429
138.63,105.975,76.4448480845443
19.6,51.93928,51.40628
141.0,99.7757142857143,71.2446428571429
0.0,1.5,0.0
127.05,109.132492113565,73.8446372239748
138.63,105.105333333333,75.742
147.2,149.3,117.184848484848
55.2,86.3,53.3
25.9,105.85,34.85
107.33,93.5405,70.1395
72.8,39.8294117647059,30.2058823529412
138.63,97.266875,62.101875
292.83,117.800455608915,72.0733284078315
346.63,160.222501428571,99.1239414285714
135.97,109.702461538462,87.5418461538462
141.0,81.4388571428571,51.3
127.05,108.6484375,73.2890625
200.0,68.96,28.275
107.3,102.362,102.182
71.6,34.616,10.936
349.0,114.360790273556,106.079027355623
135.97,110.037579420425,75.9987602665427
83.6,112.3,43.74
127.05,109.070769230769,74.9846153846154
268.5,229.575,215.475
78.4,81.3,26.1333333333333
187.4,134.191346153846,119.680288461538
138.63,64.5879120879121,25.5472527472527
135.97,111.968392857143,81.3119642857143
127.05,109.223400154202,76.3878180416345
312.3,76.415,28.475
125.3,72.15,31.325
135.97,111.472285714286,81.242
138.63,111.443503039514,77.4715805471125
127.05,108.38188976378,72.744094488189
91.0,113.271428571429,81.0607142857143
138.63,68.275,35.196
141.0,68.12,53.34375
138.63,69.525,35.238
138.63,105.475333333333,75.742
138.63,76.2342375,29.7476375
138.63,97.0452333333333,75.7807
0.0,73.4,0.0
312.3,84.6868686868687,20.1262626262626
325.63,136.688181818182,59.5572727272727
135.97,107.342206542656,77.6789608723541
127.05,111.727142857143,80.9871428571429
119.65,117.374074074074,112.796296296296
141.0,93.9005847953216,75.6842105263158
101.0,123.454,64.994
138.63,76.4018666666667,31.5089333333333
155.3,136.747058823529,83.9985294117647
135.97,111.981787142857,81.3194271428572
22.4,124.524,100.443
135.97,108.087057010786,76.0342835130971
135.97,73.67,51.805
138.63,100.283923076923,76.6414615384615
312.3,75.915,28.475
141.0,97.8410526315789,74.9763157894737
26.7,19.3,18.3
127.05,110.4933,85.1395
135.97,111.454121428571,81.2466642857143
45.0,59.7,6.876
127.05,109.223765432099,76.1304012345679
135.97,108.556100543478,76.5318070652174
151.53,66.349,51.815
23.6,93.395,64.415
141.0,106.983384615385,76.7030769230769
135.97,108.490938864629,79.6313318777293
32.4,78.714598540146,40.6802919708029
135.97,112.147528571429,81.3446142857143
138.63,105.48952,75.76264
135.97,106.756589147287,75.208527131783
135.97,111.0,80.4957142857143
135.97,112.03733974359,77.3112179487179
32.9,95.825,35.575
187.7,161.733333333333,137.333333333333
26.7,19.457,18.628
55.1,76.58,63.58
342.0,111.1305,58.611125
9.3,114.6875,24.3125
57.2,78.248,66.168
135.97,111.398928571429,81.4162857142857
92.6,114.02,75.52
312.3,77.3175,27.40625
127.05,107.988381410256,73.4086538461539
51.3,85.7,66.13
125.3,69.9545454545455,26.9935064935065
91.0,113.271428571429,80.325
127.05,115.8145,83.8005
138.63,110.696875,77.62734375
138.63,73.07875,29.49125
127.05,78.7902777777778,45.6388888888889
0.0,87.6,0.0
202.93,58.7863414634146,34.1473170731707
146.9,145.924773413897,140.743202416918
127.05,109.33579766537,74.5603112840467
195.0,97.1980625,81.8596875
127.05,112.378666666667,75.3133333333333
159.9,136.798666666667,104.113333333333
138.63,59.6079400260756,30.9266101694915
64.05,43.4236,29.4516
94.1,122.863785046729,98.9469626168224
184.3,105.516831683168,38.7653465346535
141.0,78.9085714285714,49.6514285714286
141.0,81.8228571428571,49.6514285714286
1.90000000000001,103.75,0.950000000000003
138.63,102.208666666667,75.742
141.0,108.987076923077,76.7284615384615
127.2,113.463366336634,77.6316831683168
56.1,102.14,71.4870588235294
138.63,67.4924528301887,33.2433962264151
135.97,111.72608,75.7213866666667
127.05,109.031384615385,74.3538461538461
132.9,116.679210526316,71.0536842105263
50.7,75.422,19.154
138.63,68.3048076923077,33.8423076923077
65.0,74.2333333333333,21.6666666666667
138.63,97.0646666666667,75.742
138.63,104.480066445183,75.9637873754153
135.97,110.511428571429,80.4957142857143
151.0,16.804347826087,11.9565217391304
53.3,85.5666666666667,65.2333333333333
153.9,21.42,17.83
19.1,64.6778337531486,9.06070528967254
135.97,105.496666666667,78.4411111111111
161.3,142.0706,95.394
82.0,100.733333333333,2.86666666666666
138.63,69.7174308300395,34.7671837944664
121.4,121.26,54.78
57.4,37.812,17.972
127.05,83.5142857142857,46.9714285714286
72.0,81.9,75.69
85.3,58.4966666666667,17.38
83.6,112.3,43.74
138.63,105.202222222222,78.7366666666667
122.9,105.85,69.575
61.7,84.4666666666667,20.5666666666667
141.0,90.4955179282869,71.3471115537849
