mean_atomic_radius,wtd_mean_ThermalConductivity,wtd_mean_atomic_radius
166.8,130.403797142857,175.557142857143
149.8,173.837763333333,149.0
149.8,139.8783225,156.375
149.8,228.945921111111,162.611111111111
149.8,173.837763333333,149.0
149.8,57.9001899280576,104.068345323741
164.5,96.3989276923077,114.538461538462
162.0,94.178183125,115.665078125
164.8,89.7077410969196,113.448835462059
164.5,98.3657102982732,115.896389324961
162.8,96.4241453518948,114.91569992266
162.8,95.7534004334366,114.993034055728
162.8,94.511140371517,115.03560371517
162.8,91.9554678576953,115.068832173241
162.8,86.5220046153846,114.876923076923
155.2,96.282614029389,114.794276875483
155.2,95.6445629853055,114.689868522815
155.2,94.5146140821069,114.584043377227
155.2,92.6624937798306,113.966127790608
155.2,91.3220046153846,113.707692307692
161.4,94.9714533488734,115.241647241647
161.4,92.9314567550702,115.535101404056
162.0,96.680883875969,115.06511627907
162.0,95.8346697832818,114.977554179567
162.0,95.411955975039,115.527301092044
162.0,92.9993407170694,115.529228371005
162.0,90.309229068323,115.321428571429
161.4,89.4745769159599,114.784888203547
160.0,95.6425456518345,115.501951600312
160.0,93.6028520875684,115.584050039093
160.0,91.7723037048666,115.825745682889
164.5,97.5238967315175,115.315175097276
169.75,178.146654285714,174.571428571429
179.6,178.632368571429,173.6
179.6,179.118082857143,172.628571428571
179.6,179.603797142857,171.657142857143
179.6,180.089511428571,170.685714285714
179.6,180.575225714286,169.714285714286
144.5,56.63454,115.18125
144.5,59.6477493975904,117.885542168675
149.8,173.837763333333,149.0
149.8,173.837763333333,149.0
164.5,96.3989276923077,114.538461538462
168.0,96.3220046153846,115.615384615385
171.0,96.0912353846154,116.538461538462
164.5,96.3989276923077,114.538461538462
169.25,178.575225714286,174.285714285714
164.5,97.904745625,115.578125
163.0,179.003797142857,170.714285714286
149.8,173.837763333333,149.0
151.75,61.5009028571429,104.542857142857
164.5,62.1294742857143,113.4
167.0,79.2972813333333,107.198666666667
164.5,62.1294742857143,113.4
168.0,96.2450815384615,115.615384615385
178.8,96.70662,115.538461538462
178.8,96.94662,115.498461538462
178.8,97.1681584615385,115.461538461538
178.8,97.4081584615385,115.421538461538
178.8,97.6296969230769,115.384615384615
167.0,98.0912353846154,115.307692307692
162.8,174.418082857143,171.728571428571
162.8,169.832368571429,171.885714285714
162.8,165.246654285714,172.042857142857
162.8,160.66094,172.2
161.4,174.589511428571,171.628571428571
161.4,170.175225714286,171.685714285714
162.0,174.718082857143,171.671428571429
162.0,166.146654285714,171.871428571429
162.0,161.86094,171.971428571429
160.0,175.003797142857,171.528571428571
160.0,171.003797142857,171.485714285714
168.5,178.146654285714,173.857142857143
164.5,179.003797142857,171.571428571429
164.5,179.003797142857,171.571428571429
151.75,61.34376,104.371428571429
158.8,94.68662,114.496923076923
158.8,92.1181584615385,114.434615384615
158.8,87.8373892307692,114.330769230769
164.5,96.5474212942989,114.640986132512
162.8,93.4358507692308,114.64
169.75,95.9373892307692,116.153846153846
169.25,96.1681584615385,116.0
163.0,179.003797142857,170.714285714286
163.0,178.975225714286,169.371428571429
163.0,178.992368571429,170.177142857143
163.0,178.958082857143,168.565714285714
169.6,177.885225714286,171.764285714286
169.6,176.766654285714,171.957142857143
169.6,175.088797142857,172.246428571429
169.6,173.41094,172.535714285714
160.0,177.803797142857,171.558571428571
160.0,176.603797142857,171.545714285714
160.0,174.803797142857,171.526428571429
160.0,173.003797142857,171.507142857143
155.2,178.296654285714,171.455714285714
155.2,177.589511428571,171.34
155.2,176.209095851216,171.203862660944
155.2,175.468082857143,170.992857142857
170.6,178.968082857143,171.157142857143
170.6,178.896654285714,170.328571428571
170.6,178.825225714286,169.5
170.6,178.753797142857,168.671428571429
164.5,96.3989276923077,114.538461538462
163.0,96.3989276923077,114.076923076923
171.0,96.0912353846154,116.538461538462
169.25,96.1681584615385,116.0
169.75,95.9373892307692,116.153846153846
168.5,95.9373892307692,115.769230769231
168.0,96.3220046153846,115.615384615385
168.0,96.2450815384615,115.615384615385
167.0,96.3989276923077,115.307692307692
167.0,98.0912353846154,115.307692307692
142.2,89.5261828571429,110.142857142857
142.2,89.5261828571429,110.142857142857
169.75,95.9373892307692,116.153846153846
168.5,95.9373892307692,115.769230769231
171.0,96.0912353846154,116.538461538462
168.0,96.3220046153846,115.615384615385
164.5,96.3989276923077,114.538461538462
163.0,96.3989276923077,114.076923076923
147.8,96.4126523076923,117.076923076923
147.8,104.444825,122.833333333333
152.8,96.1818830769231,119.0
169.75,95.9373892307692,116.153846153846
153.2,95.9511138461538,119.153846153846
164.5,97.2213449340574,115.10628394104
149.0,95.3000303878327,113.868441064639
149.0,94.2968001053424,113.262603461249
149.0,93.5237389850746,112.901492537313
164.5,179.003797142857,171.571428571429
160.0,178.003797142857,171.560714285714
160.0,177.003797142857,171.55
160.0,176.003797142857,171.539285714286
160.0,175.003797142857,171.528571428571
160.0,173.003797142857,171.507142857143
160.0,171.003797142857,171.485714285714
160.0,167.003797142857,171.442857142857
169.75,96.680883875969,116.682170542636
167.0,89.2157675968992,116.937984496124
166.2,89.7041396899225,116.84496124031
164.5,97.1460001550387,115.054263565891
149.8,69.854176,105.453333333333
161.4,84.5143123076923,114.692307692308
160.25,95.6798611660913,111.275795934024
160.25,95.7549391711435,111.745203376823
160.25,95.9774081430219,112.313725490196
160.25,96.5726372312452,113.135344160866
160.25,96.8359226356589,113.736434108527
170.6,94.1344216886543,110.382208820204
170.6,94.3142749792375,110.914307285768
170.6,94.7453457316148,111.616376042456
170.6,95.4342532824428,112.496183206107
170.6,95.9483690295359,113.262754123514
170.6,96.4304736416185,114.011560693642
170.6,95.5818356362247,111.889950324799
170.6,95.5105891603053,112.259541984733
170.6,96.2095561721753,113.149884704074
170.6,96.6564927749904,113.874179853338
170.6,96.657792962963,114.296296296296
170.6,96.4071509888418,114.229318968834
170.6,96.6025645797995,114.468774094063
164.5,96.7710216988417,114.795366795367
164.5,96.8457855641422,114.846986089645
170.6,96.7613691891892,114.683397683398
170.6,97.1266203100775,114.829457364341
170.6,97.1169303875969,114.717054263566
170.6,97.1072404651163,114.604651162791
170.6,96.6938016216216,113.899613899614
170.6,96.2835430769231,113.2
170.6,95.8764282758621,112.505747126437
170.6,95.6183628746177,111.914373088685
169.75,178.146654285714,174.571428571429
167.0,174.707368571429,174.689285714286
167.0,171.268082857143,174.807142857143
167.0,167.828797142857,174.925
167.0,164.389511428571,175.042857142857
164.5,179.003797142857,171.571428571429
164.5,179.003797142857,171.571428571429
160.25,178.432368571429,169.142857142857
167.0,184.932368571429,167.035714285714
167.0,197.932368571429,162.821428571429
167.0,204.432368571429,160.714285714286
167.0,217.432368571429,156.5
162.0,91.50208,114.441717791411
149.8,168.602658,159.5
149.8,135.7533225,157.0
162.0,96.0019287654321,114.760030864198
162.0,94.8870672783346,114.732845026985
162.0,92.7234733231005,114.465848042978
162.0,91.2768124865281,114.710931485758
162.0,88.7253229443173,114.140350877193
161.4,94.8997944504228,114.505764796311
161.4,93.9900161370716,115.414330218069
161.4,90.0996017391304,115.251552795031
161.4,82.5181194126739,115.032457496136
151.75,61.1045299642602,104.102930664761
151.75,61.1761739376608,104.179582499285
151.75,61.3406739020899,104.346979673633
151.75,61.3280457142857,104.354285714286
151.75,61.34376,104.371428571429
151.75,61.7713042963814,104.783457782883
151.75,62.0510954787617,105.059755219582
151.75,62.3615402658575,105.361652940327
151.75,62.4973249732388,105.497468537538
160.25,95.2110822047244,114.007874015748
160.25,96.1622132819723,112.437596302003
175.0,178.98594,171.660714285714
175.0,178.968082857143,171.75
175.0,178.950225714286,171.839285714286
175.0,178.932368571429,171.928571428571
175.0,178.914511428571,172.017857142857
175.0,178.896654285714,172.107142857143
175.0,178.878797142857,172.196428571429
160.25,60.94376,104.685714285714
160.25,106.775395,148.8675
151.75,61.3618608022923,104.361031518625
151.75,107.194145,146.5
151.75,61.5194539255014,104.532951289398
151.75,107.469145,146.8
151.75,61.5888489556509,104.623748211731
151.75,107.881645,147.25
145.5,63.8446164575858,104.107363284053
145.5,65.4213163872083,104.30221838087
145.5,67.0094135983808,104.498482000867
164.5,96.8457855641422,114.846986089645
164.5,97.2213449340574,115.10628394104
164.5,97.5998292211838,115.367601246106
164.5,97.6758800779423,115.420109119252
164.5,98.2885815686274,115.843137254902
164.5,98.6754398425197,116.110236220472
164.5,101.062105806452,117.758064516129
162.8,96.1007087820015,115.144685802948
162.8,94.511140371517,115.03560371517
155.2,92.1490697959184,114.879120879121
155.2,86.3329201574803,114.090551181102
155.2,76.1255008166667,113.322083333333
172.8,97.0126018068536,115.46261682243
172.8,96.062530039032,115.811085089774
172.8,96.6573406805878,117.192575406032
169.25,97.9764640125392,117.278996865204
169.25,97.0638874534162,116.633540372671
162.8,96.4241453518948,114.91569992266
160.0,99.0891706571655,116.486302454473
151.75,61.6580457142857,104.714285714286
171.0,138.675526666667,146.666666666667
167.6,61.5151885714286,105.057142857143
164.5,96.3989276923077,114.538461538462
175.4,97.0789276923077,113.178461538462
175.4,97.0789276923077,113.178461538462
169.25,178.575225714286,174.285714285714
171.0,97.2126126848249,117.338521400778
171.0,97.0421604195804,117.172494172494
171.0,96.4042263320463,116.629343629344
171.0,95.9405323443505,116.255188316679
171.0,95.7626137682272,116.058326937836
171.0,95.44284013772,115.769701606733
160.6,109.946645,151.165
164.5,98.2885815686274,115.843137254902
164.5,98.5203315723271,116.003144654088
164.5,99.3007891917591,116.541996830428
168.0,96.2450815384615,115.615384615385
149.8,72.414176,106.133333333333
171.75,10.955948,107.3
129.333333333333,59.7629418513324,102.838709677419
151.75,61.1866171428571,104.2
151.75,61.6580457142857,104.714285714286
149.8,135.7533225,157.0
149.8,168.602658,159.5
159.2,141.0033225,168.75
164.5,97.904745625,115.578125
164.5,179.003797142857,171.571428571429
164.5,96.3989276923077,114.538461538462
149.8,71.8087841059603,105.87417218543
149.8,53.960849058296,102.843049327354
148.0,173.491996694215,149.231404958678
150.5,174.737763333333,149.366666666667
162.8,170.749511428571,171.854285714286
162.8,165.246654285714,172.042857142857
149.8,144.081772,162.24
150.5,89.177147368421,106.857894736842
164.5,99.8545098804781,116.924302788845
171.75,11.775948,107.2
164.6,96.7450815384615,114.769230769231
164.5,97.1460001550387,115.054263565891
164.5,97.7520495787831,115.472698907956
164.5,98.9871266034755,116.325434439179
164.5,100.494945677626,117.366479550922
164.5,100.575578394864,117.422150882825
166.666666666667,80.2101501960784,111.686274509804
164.5,110.214176,112.133333333333
159.4,53.0703222222222,110.533333333333
159.4,53.1258777777778,111.177777777778
146.0,61.8866171428571,106.55
164.5,97.4480823328149,115.262830482115
164.5,96.6963732098765,114.743827160494
159.2,172.802658,168.9
161.4,176.796654285714,171.6
161.4,174.589511428571,171.628571428571
160.0,177.003797142857,171.55
160.0,175.003797142857,171.528571428571
163.0,179.003797142857,170.714285714286
160.2,176.796654285714,170.742857142857
160.2,174.589511428571,170.771428571429
158.8,177.003797142857,170.692857142857
158.8,175.003797142857,170.671428571429
169.75,178.146654285714,174.571428571429
165.6,175.939511428571,174.6
165.6,173.732368571429,174.628571428571
164.2,176.146654285714,174.55
164.2,174.146654285714,174.528571428571
168.5,178.146654285714,173.857142857143
164.6,175.939511428571,173.885714285714
164.6,173.732368571429,173.914285714286
163.2,176.146654285714,173.835714285714
163.2,174.146654285714,173.814285714286
168.0,178.718082857143,173.571428571429
164.2,176.51094,173.6
164.2,174.303797142857,173.628571428571
162.8,176.718082857143,173.55
162.8,174.718082857143,173.528571428571
149.8,46.2855876923077,95.0384615384615
167.0,110.260826533128,108.785824345146
168.0,102.976417037037,120.345679012346
168.0,101.391289886548,119.231766612642
168.0,101.638320048741,119.40536149472
168.0,98.7511672138911,117.376479873717
168.0,96.9158534314485,116.086754453912
171.75,11.775948,107.2
151.75,61.1866171428571,104.2
151.75,61.34376,104.371428571429
151.75,61.5009028571429,104.542857142857
151.75,61.8151885714286,104.885714285714
164.5,96.3989276923077,114.538461538462
164.5,96.3989276923077,114.538461538462
164.5,96.6814573337448,114.733528776423
170.6,85.7817269368583,125.17774944642
170.6,96.6282398534516,114.360200539915
170.6,96.5460805780347,114.219653179191
170.6,96.4934921725732,114.015408320493
170.6,96.2258053899946,113.580573272881
170.6,96.1291997788698,113.347051597052
170.6,95.8486582602037,112.905429205912
170.6,95.7307427782452,112.658456360438
170.6,95.6346607154322,112.343040587021
170.6,95.3567004451898,111.906083244397
162.0,96.1322104347826,115.185559006211
162.0,94.8939593638479,115.160589604344
162.0,89.960108228925,115.061098221191
162.8,91.9543123076923,114.690769230769
162.8,87.5096969230769,114.843076923077
149.8,72.414176,106.133333333333
149.8,83.414176,104.466666666667
160.166666666667,77.314176,105.066666666667
159.2,172.802658,168.9
159.2,141.0033225,168.75
146.0,61.8866171428571,106.55
160.6,63.1294742857143,107.328571428571
129.333333333333,60.8723314285714,103.857142857143
164.166666666667,193.002215,168.916666666667
164.333333333333,193.418881666667,169.0
164.333333333333,193.335548333333,169.0
163.666666666667,193.502215,168.666666666667
163.666666666667,195.335548333333,168.666666666667
162.833333333333,193.418881666667,168.25
162.0,193.502215,167.833333333333
159.166666666667,193.168881666667,166.416666666667
157.5,193.002215,165.583333333333
167.833333333333,193.168881666667,170.75
161.0,193.502215,167.333333333333
166.333333333333,193.168881666667,170.0
165.166666666667,193.252215,169.416666666667
165.5,193.002215,169.583333333333
160.6,62.8723314285714,106.785714285714
163.0,96.3989276923077,114.076923076923
163.0,96.3912353846154,113.715384615385
163.0,96.3835430769231,113.353846153846
163.0,96.3758507692308,112.992307692308
164.5,179.003797142857,171.571428571429
159.2,172.802658,168.9
167.0,87.1151496689761,116.51116243264
169.75,96.0112235719784,116.206312548114
167.0,94.149494992272,116.546367851623
167.0,92.1304157862122,116.782339271882
167.0,89.4079759938367,116.487673343606
171.0,96.0912353846154,116.538461538462
169.75,178.146654285714,174.571428571429
167.0,176.834701513853,174.610111396744
167.0,175.853797142857,174.65
167.0,174.936654285714,174.681428571429
167.0,173.56094,174.728571428571
167.0,171.268082857143,174.807142857143
167.0,168.975225714286,174.885714285714
167.0,164.389511428571,175.042857142857
164.5,96.6963732098765,114.743827160494
151.75,61.9431641726619,104.94964028777
149.8,72.414176,106.133333333333
161.0,71.1875093333333,106.286666666667
161.0,69.9608426666667,106.44
161.0,68.734176,106.593333333333
161.0,67.5075093333333,106.746666666667
161.0,66.2808426666667,106.9
156.5,72.014176,106.106666666667
156.5,71.614176,106.08
156.5,71.214176,106.053333333333
149.8,72.414176,106.133333333333
156.5,72.014176,106.106666666667
156.5,71.614176,106.08
156.5,71.214176,106.053333333333
149.8,72.414176,106.133333333333
156.5,72.014176,106.106666666667
156.5,71.614176,106.08
156.5,71.214176,106.053333333333
164.5,100.65634064257,117.477911646586
164.5,100.2538216,117.2
164.5,97.904745625,115.578125
164.5,96.3989276923077,114.538461538462
164.5,97.904745625,115.578125
164.5,96.7710216988417,114.795366795367
150.5,169.302218074656,159.065815324165
150.5,89.9314333333333,102.62037037037
149.8,173.837763333333,149.0
157.333333333333,72.1208426666667,105.813333333333
157.333333333333,71.8275093333333,105.493333333333
157.333333333333,71.534176,105.173333333333
165.333333333333,73.2808426666667,106.453333333333
165.333333333333,74.1475093333333,106.773333333333
165.333333333333,73.2808426666667,106.453333333333
165.333333333333,74.1475093333333,106.773333333333
165.333333333333,73.2808426666667,106.453333333333
165.333333333333,74.1475093333333,106.773333333333
181.0,96.3681584615385,114.807692307692
181.0,96.3373892307692,115.076923076923
181.0,96.30662,115.346153846154
181.0,96.2758507692308,115.615384615385
181.0,96.2450815384615,115.884615384615
168.0,99.8542352274541,118.151636073424
168.0,98.9854818987342,117.541139240506
168.0,97.9014250704225,116.779342723005
168.0,97.2169855944056,116.298368298368
168.0,96.2450815384615,115.615384615385
160.166666666667,71.194176,106.253333333333
149.8,72.414176,106.133333333333
160.166666666667,69.974176,106.373333333333
160.166666666667,68.754176,106.493333333333
160.166666666667,67.534176,106.613333333333
160.166666666667,66.314176,106.733333333333
160.166666666667,66.924176,106.673333333333
164.5,96.6963732098765,114.743827160494
181.0,97.039788365608,115.27343144849
181.0,97.0088046320682,115.544539116964
181.0,97.2036390062112,115.973602484472
181.0,96.217242567256,115.428900845503
181.0,97.0219691472868,116.139534883721
181.0,96.1864969869331,115.697924673328
164.5,96.3989276923077,114.538461538462
169.25,96.1681584615385,116.0
164.5,95.6632609160305,114.030534351145
151.75,61.34376,104.371428571429
145.0,160.36094,144.642857142857
145.0,169.9908225,150.7875
155.4,160.36094,148.357142857143
171.75,11.775948,107.2
160.25,95.0614210377358,113.904088050314
160.25,97.2126126848249,113.992217898833
164.5,97.1460001550387,115.054263565891
160.0,94.681952488408,114.823802163833
155.2,94.4037189312977,113.824427480916
160.6,91.8594504819277,113.135542168675
159.2,172.802658,168.9
129.333333333333,60.8723314285714,103.857142857143
160.25,60.9580457142857,104.851428571429
151.75,61.3751885714286,104.405714285714
151.2,60.8013314285714,104.413142857143
151.2,60.2716171428571,104.42
149.8,77.914176,105.3
149.8,77.914176,105.3
149.8,77.914176,105.3
138.75,44.1963163636364,105.181818181818
149.8,72.414176,106.133333333333
149.8,88.7508315789474,106.684210526316
149.8,135.7533225,157.0
169.25,96.1681584615385,116.0
149.8,138.7533225,155.04375
149.8,160.922658,157.46
135.0,38.1151405857741,88.1297071129707
149.8,164.762658,158.48
149.8,168.602658,159.5
149.8,169.409706532663,159.582914572864
149.8,171.880263265306,159.836734693878
150.5,169.412658,159.83
150.5,166.247703921569,159.5
150.5,163.983325,159.5
164.5,96.3989276923077,114.538461538462
155.2,96.0181584615385,114.476153846154
155.2,95.6373892307692,114.413846153846
155.2,94.8758507692308,114.289230769231
155.2,94.1143123076923,114.164615384615
155.2,93.3527738461538,114.04
155.2,92.5912353846154,113.915384615385
162.8,95.6581584615385,114.563846153846
162.8,95.13962,114.581615384615
162.8,93.9543892307692,114.622230769231
162.8,91.4357738461539,114.708538461538
164.5,96.3989276923077,114.538461538462
164.5,243.539316,144.494
164.5,189.820598181818,177.818181818182
164.5,95.6632609160305,114.030534351145
164.5,176.722053521127,172.140845070423
149.5,9.535948,109.76
164.5,96.3989276923077,114.538461538462
158.8,94.68662,114.496923076923
158.8,93.8304661538462,114.476153846154
158.8,92.9743123076923,114.455384615385
158.8,92.1181584615385,114.434615384615
158.8,91.2620046153846,114.413846153846
158.8,89.5496969230769,114.372307692308
158.8,87.8373892307692,114.330769230769
160.25,96.0912353846154,113.230769230769
152.4,92.7508315789474,108.052631578947
152.4,101.602307058824,105.058823529412
159.2,183.340558770344,168.175406871609
149.8,184.347397777778,155.422222222222
164.5,96.8457855641422,114.846986089645
164.5,96.3989276923077,114.538461538462
164.5,98.0579195931142,115.683881064163
164.5,98.2115737304075,115.789968652038
164.5,98.5203315723271,116.003144654088
164.5,99.4583673015873,116.650793650794
164.5,100.013852146848,117.03431763767
164.5,100.173703900879,117.144684252598
164.5,101.883532845528,118.325203252033
162.8,89.0472303816794,114.257251908397
151.75,61.34376,104.371428571429
149.8,61.14376,104.369285714286
149.8,60.94376,104.367142857143
149.8,60.74376,104.365
149.8,60.54376,104.362857142857
164.5,100.980691200645,117.701853344077
164.5,97.2213449340574,115.10628394104
164.5,98.9090204104183,116.271507498027
164.5,99.775029044586,116.869426751592
164.5,100.334067590072,117.255404323459
162.8,95.2877738461539,114.576538461538
162.8,93.8062353846154,114.627307692308
162.8,92.6950815384615,114.665384615385
162.8,88.9912353846154,114.792307692308
160.0,92.7158507692308,114.499
160.0,93.1681584615385,114.503846153846
160.0,93.5558507692308,114.508
160.0,94.26662,114.515615384615
160.0,94.6543123076923,114.519769230769
160.0,95.3004661538461,114.526692307692
160.0,95.7527738461538,114.531538461538
164.5,96.3989276923077,114.538461538462
164.5,96.3989276923077,114.538461538462
149.0,96.3915287285594,114.536343358203
149.0,96.0303685823755,114.432950191571
152.2,96.0315754789272,114.494252873563
164.5,97.1460001550387,115.054263565891
171.0,96.5068426699629,116.834981458591
171.0,96.2734384650983,116.492094099499
171.0,96.0527738461538,116.423076923077
171.0,95.95662,116.134615384615
160.166666666667,68.388176,106.529333333333
160.166666666667,70.340176,106.337333333333
149.8,72.414176,106.133333333333
160.166666666667,66.314176,106.733333333333
150.5,171.56173442623,149.081967213115
150.5,169.359125806452,149.161290322581
150.5,167.226441269841,149.238095238095
150.5,165.160403125,149.3125
150.5,156.456192156863,147.058823529412
150.5,154.120496153846,147.192307692308
150.5,151.872939622641,147.320754716981
150.5,149.708625925926,147.444444444444
191.2,96.4681584615385,114.711538461538
149.8,135.0783225,155.1
164.5,97.1460001550387,115.054263565891
164.5,96.7710216988417,114.795366795367
164.5,96.3989276923077,114.538461538462
169.25,178.575225714286,174.285714285714
164.5,96.3989276923077,114.538461538462
164.5,96.3989276923077,114.538461538462
