Key_1_1,personal_status,age,credit_history
35,female div/dep/mar,23.0,existing paid
302,male single,28.0,existing paid
731,female div/dep/mar,25.0,critical/other existing credit
832,male mar/wid,35.0,existing paid
667,male single,47.0,critical/other existing credit
919,female div/dep/mar,30.0,existing paid
417,female div/dep/mar,27.0,critical/other existing credit
828,female div/dep/mar,23.0,critical/other existing credit
458,male div/sep,36.0,critical/other existing credit
879,female div/dep/mar,25.0,existing paid
428,female div/dep/mar,41.0,critical/other existing credit
908,male single,24.0,existing paid
353,male single,63.0,critical/other existing credit
303,female div/dep/mar,27.0,existing paid
178,male single,30.0,critical/other existing credit
673,male mar/wid,40.0,existing paid
700,male single,30.0,existing paid
343,male single,34.0,critical/other existing credit
753,female div/dep/mar,29.0,critical/other existing credit
768,female div/dep/mar,24.0,existing paid
27,male single,29.0,delayed previously
188,male single,27.0,existing paid
542,male single,47.0,existing paid
588,female div/dep/mar,21.0,existing paid
162,female div/dep/mar,38.0,critical/other existing credit
894,male single,27.0,delayed previously
647,male single,66.0,existing paid
133,male single,35.0,critical/other existing credit
17,female div/dep/mar,44.0,existing paid
244,male mar/wid,27.0,existing paid
680,female div/dep/mar,30.0,existing paid
506,male single,27.0,existing paid
81,male single,22.0,existing paid
746,female div/dep/mar,23.0,critical/other existing credit
301,male single,30.0,all paid
657,female div/dep/mar,39.0,critical/other existing credit
852,female div/dep/mar,51.0,critical/other existing credit
584,male single,28.0,critical/other existing credit
821,male single,46.0,critical/other existing credit
293,male single,42.0,existing paid
367,male single,38.0,existing paid
950,male single,24.0,existing paid
338,female div/dep/mar,29.0,critical/other existing credit
228,male single,36.0,delayed previously
478,female div/dep/mar,20.0,existing paid
445,male single,48.0,critical/other existing credit
561,male mar/wid,45.0,all paid
13,male single,38.0,existing paid
932,male single,34.0,critical/other existing credit
925,male single,36.0,critical/other existing credit
899,female div/dep/mar,30.0,critical/other existing credit
550,male single,36.0,existing paid
281,male single,70.0,existing paid
813,male single,36.0,existing paid
347,male single,32.0,existing paid
355,female div/dep/mar,33.0,existing paid
114,female div/dep/mar,20.0,existing paid
238,female div/dep/mar,25.0,existing paid
721,male div/sep,31.0,critical/other existing credit
536,male single,33.0,no credits/all paid
403,female div/dep/mar,26.0,existing paid
959,female div/dep/mar,34.0,delayed previously
181,male single,33.0,existing paid
991,male single,26.0,delayed previously
389,female div/dep/mar,53.0,all paid
534,male div/sep,42.0,existing paid
425,male single,52.0,critical/other existing credit
154,male single,31.0,existing paid
800,male single,65.0,critical/other existing credit
875,male div/sep,28.0,delayed previously
940,male div/sep,30.0,delayed previously
815,male single,40.0,all paid
616,male single,50.0,critical/other existing credit
319,male single,36.0,critical/other existing credit
306,male single,31.0,critical/other existing credit
956,female div/dep/mar,74.0,all paid
266,male single,68.0,critical/other existing credit
486,male mar/wid,20.0,existing paid
697,female div/dep/mar,33.0,no credits/all paid
755,male single,54.0,existing paid
957,male single,34.0,no credits/all paid
321,male single,36.0,existing paid
383,male mar/wid,29.0,existing paid
664,male single,21.0,existing paid
626,female div/dep/mar,34.0,critical/other existing credit
913,female div/dep/mar,28.0,critical/other existing credit
88,female div/dep/mar,27.0,existing paid
144,male single,36.0,existing paid
177,male div/sep,40.0,delayed previously
456,male single,52.0,critical/other existing credit
706,male mar/wid,27.0,existing paid
66,male single,26.0,delayed previously
395,male mar/wid,21.0,existing paid
942,male single,38.0,critical/other existing credit
253,male single,38.0,critical/other existing credit
862,male single,43.0,critical/other existing credit
848,male single,26.0,critical/other existing credit
766,male mar/wid,21.0,existing paid
40,male single,55.0,existing paid
508,male single,33.0,critical/other existing credit
348,female div/dep/mar,45.0,existing paid
376,male single,50.0,no credits/all paid
947,male single,66.0,delayed previously
556,male single,51.0,critical/other existing credit
527,female div/dep/mar,39.0,critical/other existing credit
613,male single,31.0,no credits/all paid
642,male single,23.0,existing paid
110,male div/sep,24.0,existing paid
951,female div/dep/mar,64.0,existing paid
426,male mar/wid,26.0,existing paid
722,female div/dep/mar,23.0,existing paid
12,male single,30.0,existing paid
384,male single,32.0,delayed previously
605,male single,30.0,existing paid
418,male single,27.0,no credits/all paid
444,male single,27.0,existing paid
822,male single,53.0,existing paid
699,male single,22.0,existing paid
540,male single,22.0,existing paid
213,male single,26.0,existing paid
482,male single,51.0,existing paid
600,male single,35.0,existing paid
297,male mar/wid,25.0,existing paid
774,male single,42.0,critical/other existing credit
495,male single,30.0,existing paid
16,male single,23.0,existing paid
320,male div/sep,61.0,existing paid
441,female div/dep/mar,35.0,critical/other existing credit
157,male single,39.0,existing paid
400,female div/dep/mar,29.0,existing paid
910,male single,51.0,existing paid
391,male single,24.0,no credits/all paid
773,female div/dep/mar,27.0,critical/other existing credit
514,female div/dep/mar,35.0,all paid
289,male single,25.0,existing paid
14,male single,52.0,critical/other existing credit
583,male single,35.0,no credits/all paid
909,male single,26.0,existing paid
953,female div/dep/mar,22.0,existing paid
555,female div/dep/mar,39.0,critical/other existing credit
155,female div/dep/mar,46.0,existing paid
874,female div/dep/mar,24.0,existing paid
409,male single,35.0,delayed previously
398,male single,24.0,existing paid
767,male single,27.0,delayed previously
747,male single,35.0,critical/other existing credit
310,male div/sep,29.0,all paid
56,female div/dep/mar,23.0,existing paid
946,female div/dep/mar,57.0,critical/other existing credit
250,male single,27.0,existing paid
900,female div/dep/mar,55.0,existing paid
807,male single,36.0,critical/other existing credit
656,female div/dep/mar,57.0,critical/other existing credit
498,male single,32.0,critical/other existing credit
137,male single,37.0,existing paid
840,male single,36.0,critical/other existing credit
978,female div/dep/mar,38.0,existing paid
999,male div/sep,45.0,existing paid
219,male single,25.0,existing paid
723,male single,32.0,existing paid
887,female div/dep/mar,37.0,critical/other existing credit
987,male single,36.0,all paid
267,male single,28.0,existing paid
977,male div/sep,34.0,existing paid
339,male single,32.0,existing paid
662,female div/dep/mar,26.0,critical/other existing credit
270,male div/sep,49.0,existing paid
342,female div/dep/mar,32.0,existing paid
912,male single,29.0,existing paid
873,male single,23.0,critical/other existing credit
200,male single,50.0,existing paid
949,male single,49.0,all paid
54,male single,63.0,critical/other existing credit
118,male div/sep,37.0,critical/other existing credit
538,female div/dep/mar,35.0,existing paid
15,male single,26.0,existing paid
195,male single,31.0,delayed previously
539,female div/dep/mar,49.0,existing paid
702,male mar/wid,48.0,delayed previously
679,male mar/wid,26.0,existing paid
501,male mar/wid,28.0,existing paid
522,female div/dep/mar,44.0,critical/other existing credit
532,male single,56.0,critical/other existing credit
998,male div/sep,46.0,critical/other existing credit
770,female div/dep/mar,26.0,existing paid
459,female div/dep/mar,20.0,existing paid
262,male single,45.0,existing paid
814,male single,43.0,existing paid
869,male single,32.0,critical/other existing credit
210,female div/dep/mar,54.0,existing paid
659,female div/dep/mar,42.0,no credits/all paid
989,male single,37.0,critical/other existing credit
371,male single,49.0,critical/other existing credit
83,male single,44.0,critical/other existing credit
707,male div/sep,33.0,existing paid
365,female div/dep/mar,24.0,existing paid
335,male mar/wid,33.0,existing paid
350,female div/dep/mar,24.0,existing paid
878,male mar/wid,22.0,existing paid
549,male single,40.0,existing paid
803,male single,25.0,existing paid
29,female div/dep/mar,26.0,existing paid
187,male mar/wid,25.0,existing paid
185,male single,29.0,existing paid
296,male single,31.0,all paid
103,male single,38.0,existing paid
791,female div/dep/mar,48.0,existing paid
131,male single,32.0,critical/other existing credit
323,female div/dep/mar,27.0,delayed previously
541,male mar/wid,28.0,critical/other existing credit
895,male div/sep,32.0,existing paid
252,male single,34.0,existing paid
142,male single,28.0,existing paid
416,female div/dep/mar,36.0,critical/other existing credit
637,male single,39.0,critical/other existing credit
634,male single,49.0,critical/other existing credit
464,female div/dep/mar,34.0,existing paid
727,male single,31.0,existing paid
824,male single,28.0,existing paid
639,male single,75.0,critical/other existing credit
278,female div/dep/mar,30.0,critical/other existing credit
844,female div/dep/mar,24.0,existing paid
732,female div/dep/mar,24.0,critical/other existing credit
58,male single,23.0,no credits/all paid
366,male div/sep,44.0,critical/other existing credit
678,female div/dep/mar,23.0,existing paid
221,female div/dep/mar,24.0,existing paid
183,male single,28.0,existing paid
23,male div/sep,31.0,existing paid
658,female div/dep/mar,24.0,critical/other existing credit
982,female div/dep/mar,26.0,existing paid
447,male mar/wid,25.0,existing paid
733,male single,33.0,existing paid
623,male single,37.0,existing paid
783,female div/dep/mar,43.0,critical/other existing credit
674,male single,23.0,critical/other existing credit
415,female div/dep/mar,23.0,existing paid
744,male single,34.0,delayed previously
705,male single,32.0,critical/other existing credit
143,female div/dep/mar,23.0,existing paid
984,female div/dep/mar,29.0,existing paid
67,male single,38.0,critical/other existing credit
392,male single,28.0,no credits/all paid
222,male single,46.0,existing paid
867,male single,23.0,existing paid
687,male single,49.0,critical/other existing credit
850,male single,26.0,delayed previously
898,male mar/wid,28.0,existing paid
230,female div/dep/mar,23.0,existing paid
604,male single,61.0,existing paid
961,male single,37.0,existing paid
433,female div/dep/mar,36.0,delayed previously
851,male mar/wid,21.0,existing paid
823,male single,25.0,existing paid
729,male single,36.0,existing paid
24,male single,27.0,critical/other existing credit
737,female div/dep/mar,22.0,existing paid
505,male single,42.0,existing paid
835,female div/dep/mar,40.0,existing paid
141,male single,36.0,existing paid
436,male single,33.0,critical/other existing credit
434,female div/dep/mar,23.0,critical/other existing credit
906,male single,63.0,critical/other existing credit
215,female div/dep/mar,60.0,all paid
496,female div/dep/mar,37.0,all paid
754,male mar/wid,34.0,delayed previously
566,male single,36.0,delayed previously
450,male single,57.0,existing paid
466,female div/dep/mar,52.0,critical/other existing credit
688,male single,39.0,existing paid
120,female div/dep/mar,38.0,existing paid
324,female div/dep/mar,25.0,existing paid
113,male single,26.0,existing paid
165,male single,26.0,delayed previously
463,female div/dep/mar,25.0,critical/other existing credit
380,female div/dep/mar,21.0,existing paid
842,male single,40.0,critical/other existing credit
86,male single,27.0,critical/other existing credit
760,female div/dep/mar,27.0,existing paid
481,male mar/wid,30.0,existing paid
524,female div/dep/mar,19.0,existing paid
726,male single,39.0,existing paid
609,female div/dep/mar,31.0,critical/other existing credit
438,male single,31.0,critical/other existing credit
669,male single,32.0,delayed previously
948,female div/dep/mar,55.0,existing paid
372,male mar/wid,46.0,critical/other existing credit
986,male div/sep,46.0,existing paid
719,female div/dep/mar,43.0,critical/other existing credit
795,male mar/wid,39.0,existing paid
599,male mar/wid,28.0,critical/other existing credit
882,male single,27.0,delayed previously
476,male single,27.0,delayed previously
902,male single,43.0,delayed previously
798,male mar/wid,22.0,existing paid
106,male single,43.0,critical/other existing credit
503,male mar/wid,27.0,existing paid
370,male div/sep,26.0,existing paid
126,male mar/wid,28.0,critical/other existing credit
337,female div/dep/mar,20.0,existing paid
201,male single,35.0,critical/other existing credit
374,male single,42.0,critical/other existing credit
65,male single,40.0,existing paid
327,female div/dep/mar,35.0,existing paid
349,male single,35.0,critical/other existing credit
502,male single,33.0,existing paid
77,female div/dep/mar,23.0,delayed previously
621,female div/dep/mar,31.0,existing paid
877,female div/dep/mar,33.0,existing paid
981,female div/dep/mar,20.0,existing paid
331,male single,30.0,existing paid
901,male single,47.0,critical/other existing credit
472,male single,34.0,delayed previously
916,female div/dep/mar,25.0,existing paid
715,male mar/wid,21.0,existing paid
6,male single,29.0,critical/other existing credit
362,male single,46.0,critical/other existing credit
251,male single,20.0,existing paid
227,female div/dep/mar,55.0,critical/other existing credit
537,male single,74.0,existing paid
404,male single,29.0,existing paid
592,male single,36.0,critical/other existing credit
928,male div/sep,33.0,critical/other existing credit
479,male single,25.0,existing paid
831,male mar/wid,25.0,existing paid
684,male mar/wid,23.0,existing paid
109,female div/dep/mar,37.0,critical/other existing credit
211,male single,65.0,critical/other existing credit
937,female div/dep/mar,26.0,all paid
309,male single,39.0,existing paid
923,female div/dep/mar,30.0,existing paid
573,male single,29.0,delayed previously
247,male single,41.0,existing paid
455,female div/dep/mar,30.0,critical/other existing credit
564,female div/dep/mar,41.0,critical/other existing credit
408,female div/dep/mar,34.0,existing paid
460,male single,35.0,existing paid
10,female div/dep/mar,55.0,existing paid
954,male mar/wid,61.0,delayed previously
979,male single,30.0,critical/other existing credit
749,female div/dep/mar,29.0,existing paid
411,male single,34.0,no credits/all paid
52,male single,35.0,existing paid
199,male single,31.0,existing paid
87,female div/dep/mar,29.0,existing paid
214,male single,36.0,critical/other existing credit
591,male single,35.0,existing paid
265,female div/dep/mar,27.0,existing paid
491,male single,32.0,existing paid
718,male single,37.0,existing paid
493,male single,36.0,existing paid
603,female div/dep/mar,34.0,existing paid
509,male single,38.0,existing paid
735,male single,34.0,existing paid
756,male single,63.0,existing paid
483,female div/dep/mar,29.0,delayed previously
786,male single,32.0,delayed previously
976,female div/dep/mar,26.0,delayed previously
881,male single,35.0,delayed previously
429,male mar/wid,22.0,existing paid
578,female div/dep/mar,23.0,existing paid
775,male single,28.0,existing paid
519,male single,36.0,existing paid
526,male mar/wid,33.0,critical/other existing credit
826,female div/dep/mar,26.0,no credits/all paid
563,male single,24.0,existing paid
838,male single,25.0,existing paid
387,male single,39.0,existing paid
666,male single,44.0,critical/other existing credit
135,female div/dep/mar,23.0,critical/other existing credit
788,male single,26.0,existing paid
868,female div/dep/mar,57.0,existing paid
471,female div/dep/mar,30.0,delayed previously
812,male single,44.0,critical/other existing credit
743,male single,47.0,delayed previously
421,male single,52.0,existing paid
736,female div/dep/mar,62.0,existing paid
745,male single,35.0,existing paid
275,male single,26.0,existing paid
930,male single,26.0,critical/other existing credit
116,female div/dep/mar,42.0,no credits/all paid
904,female div/dep/mar,27.0,critical/other existing credit
412,male single,38.0,existing paid
475,male single,39.0,critical/other existing credit
988,male mar/wid,20.0,existing paid
636,male single,29.0,existing paid
646,male single,40.0,critical/other existing credit
282,male mar/wid,32.0,existing paid
59,male div/sep,28.0,critical/other existing credit
194,female div/dep/mar,27.0,existing paid
473,male single,42.0,existing paid
853,male div/sep,49.0,existing paid
57,male single,38.0,critical/other existing credit
635,female div/dep/mar,24.0,existing paid
994,male single,27.0,existing paid
870,male single,36.0,critical/other existing credit
866,male single,34.0,all paid
922,male mar/wid,28.0,existing paid
752,male single,45.0,existing paid
379,male single,26.0,existing paid
972,male single,32.0,existing paid
115,male single,26.0,existing paid
189,male mar/wid,20.0,delayed previously
905,male single,54.0,existing paid
381,female div/dep/mar,37.0,critical/other existing credit
43,male single,40.0,critical/other existing credit
84,female div/dep/mar,23.0,critical/other existing credit
710,male single,43.0,existing paid
245,male single,36.0,critical/other existing credit
470,male single,44.0,critical/other existing credit
298,female div/dep/mar,24.0,existing paid
864,male single,53.0,no credits/all paid
288,female div/dep/mar,23.0,existing paid
190,female div/dep/mar,26.0,existing paid
101,male single,30.0,existing paid
64,female div/dep/mar,31.0,critical/other existing credit
261,male single,42.0,critical/other existing credit
693,male div/sep,31.0,existing paid
739,male single,41.0,existing paid
797,male single,32.0,existing paid
917,female div/dep/mar,28.0,existing paid
273,male mar/wid,41.0,delayed previously
284,male mar/wid,26.0,existing paid
993,male single,25.0,existing paid
180,male div/sep,33.0,critical/other existing credit
551,female div/dep/mar,75.0,existing paid
285,female div/dep/mar,37.0,critical/other existing credit
328,male single,42.0,existing paid
193,female div/dep/mar,45.0,existing paid
385,male mar/wid,23.0,existing paid
589,male single,60.0,delayed previously
996,male single,31.0,existing paid
96,male single,34.0,existing paid
158,male single,61.0,critical/other existing credit
90,male single,43.0,delayed previously
966,female div/dep/mar,37.0,critical/other existing credit
375,male single,32.0,existing paid
558,female div/dep/mar,24.0,all paid
344,male single,35.0,critical/other existing credit
334,female div/dep/mar,23.0,critical/other existing credit
585,male single,45.0,all paid
971,male mar/wid,34.0,existing paid
830,male single,27.0,critical/other existing credit
439,female div/dep/mar,67.0,existing paid
630,male single,22.0,existing paid
51,female div/dep/mar,28.0,no credits/all paid
399,female div/dep/mar,29.0,no credits/all paid
801,male single,27.0,all paid
590,male single,31.0,critical/other existing credit
269,male single,49.0,existing paid
176,male single,24.0,all paid
336,female div/dep/mar,29.0,delayed previously
378,male single,37.0,existing paid
4,male single,37.0,delayed previously
91,female div/dep/mar,23.0,delayed previously
517,male div/sep,36.0,existing paid
255,male single,34.0,critical/other existing credit
545,male single,41.0,existing paid
750,female div/dep/mar,31.0,existing paid
983,female div/dep/mar,23.0,existing paid
2,male single,38.0,critical/other existing credit
34,female div/dep/mar,26.0,existing paid
606,female div/dep/mar,22.0,existing paid
216,male single,27.0,existing paid
499,female div/dep/mar,24.0,critical/other existing credit
893,female div/dep/mar,27.0,existing paid
645,female div/dep/mar,33.0,critical/other existing credit
638,male div/sep,27.0,critical/other existing credit
304,male mar/wid,27.0,existing paid
794,male single,30.0,critical/other existing credit
653,male single,49.0,critical/other existing credit
44,female div/dep/mar,26.0,existing paid
163,male single,33.0,existing paid
512,female div/dep/mar,52.0,existing paid
140,female div/dep/mar,20.0,existing paid
305,male single,36.0,critical/other existing credit
316,male single,21.0,existing paid
714,male mar/wid,47.0,existing paid
485,male single,60.0,critical/other existing credit
520,female div/dep/mar,58.0,critical/other existing credit
260,female div/dep/mar,42.0,delayed previously
787,female div/dep/mar,36.0,existing paid
654,female div/dep/mar,20.0,existing paid
880,male single,40.0,all paid
407,female div/dep/mar,32.0,all paid
248,female div/dep/mar,23.0,existing paid
793,male single,36.0,no credits/all paid
208,male single,31.0,critical/other existing credit
572,male single,32.0,delayed previously
562,female div/dep/mar,45.0,existing paid
234,female div/dep/mar,30.0,existing paid
333,female div/dep/mar,34.0,all paid
121,female div/dep/mar,28.0,existing paid
525,female div/dep/mar,23.0,existing paid
748,male single,22.0,all paid
668,male single,74.0,critical/other existing credit
76,female div/dep/mar,50.0,existing paid
117,male single,33.0,existing paid
69,male single,45.0,existing paid
500,female div/dep/mar,22.0,existing paid
26,female div/dep/mar,48.0,existing paid
38,female div/dep/mar,29.0,existing paid
340,female div/dep/mar,22.0,all paid
446,female div/dep/mar,22.0,delayed previously
624,male single,48.0,no credits/all paid
751,male single,27.0,delayed previously
36,male single,37.0,critical/other existing credit
153,female div/dep/mar,21.0,existing paid
169,male div/sep,49.0,existing paid
776,male single,27.0,critical/other existing credit
888,male single,32.0,critical/other existing credit
235,male div/sep,38.0,existing paid
554,female div/dep/mar,22.0,existing paid
258,male single,65.0,existing paid
203,male single,35.0,existing paid
431,male single,41.0,existing paid
816,male single,29.0,all paid
644,male single,36.0,critical/other existing credit
883,male single,64.0,existing paid
119,female div/dep/mar,28.0,existing paid
960,male single,44.0,all paid
405,male single,23.0,existing paid
941,female div/dep/mar,19.0,existing paid
695,female div/dep/mar,25.0,existing paid
402,male single,47.0,existing paid
742,female div/dep/mar,28.0,existing paid
0,male single,21.0,delayed previously
152,female div/dep/mar,34.0,existing paid
307,male single,26.0,delayed previously
629,female div/dep/mar,27.0,existing paid
414,male single,38.0,existing paid
308,male single,40.0,existing paid
173,male mar/wid,33.0,critical/other existing credit
33,male mar/wid,32.0,critical/other existing credit
8,male single,27.0,delayed previously
382,male div/sep,32.0,no credits/all paid
792,female div/dep/mar,26.0,existing paid
529,male single,38.0,existing paid
422,male single,40.0,existing paid
897,male single,50.0,existing paid
515,male single,37.0,existing paid
990,male single,45.0,existing paid
93,male single,42.0,delayed previously
918,male single,35.0,critical/other existing credit
280,male single,22.0,existing paid
95,male single,41.0,existing paid
829,male single,37.0,existing paid
593,female div/dep/mar,28.0,no credits/all paid
936,male single,41.0,critical/other existing credit
907,male mar/wid,23.0,existing paid
257,male mar/wid,23.0,existing paid
21,male single,50.0,existing paid
171,male single,35.0,delayed previously
677,female div/dep/mar,50.0,critical/other existing credit
811,male single,27.0,critical/other existing credit
595,male single,34.0,all paid
225,female div/dep/mar,27.0,all paid
18,male single,43.0,critical/other existing credit
420,male single,47.0,critical/other existing credit
886,male single,27.0,critical/other existing credit
546,male single,31.0,existing paid
781,male single,42.0,existing paid
796,male mar/wid,24.0,critical/other existing credit
513,male single,41.0,delayed previously
98,female div/dep/mar,26.0,critical/other existing credit
929,male single,33.0,critical/other existing credit
315,male mar/wid,24.0,existing paid
49,male single,64.0,existing paid
617,female div/dep/mar,26.0,existing paid
192,female div/dep/mar,56.0,existing paid
876,male single,37.0,existing paid
233,male mar/wid,33.0,delayed previously
151,male mar/wid,47.0,critical/other existing credit
607,male single,31.0,delayed previously
712,male single,34.0,existing paid
72,male single,27.0,critical/other existing credit
477,male single,30.0,delayed previously
530,male single,35.0,existing paid
570,male single,31.0,existing paid
860,male div/sep,25.0,critical/other existing credit
587,female div/dep/mar,25.0,existing paid
825,male single,29.0,existing paid
351,male single,44.0,critical/other existing credit
242,male single,28.0,existing paid
837,male single,50.0,existing paid
1,male single,29.0,existing paid
89,female div/dep/mar,38.0,critical/other existing credit
594,male single,24.0,critical/other existing credit
145,male single,40.0,existing paid
892,female div/dep/mar,29.0,existing paid
9,male single,46.0,critical/other existing credit
924,female div/dep/mar,47.0,existing paid
111,male single,41.0,delayed previously
419,female div/dep/mar,32.0,existing paid
318,female div/dep/mar,35.0,existing paid
890,male single,24.0,existing paid
817,female div/dep/mar,25.0,no credits/all paid
521,female div/dep/mar,25.0,existing paid
632,male single,37.0,existing paid
967,male single,32.0,critical/other existing credit
148,female div/dep/mar,35.0,all paid
390,male single,46.0,existing paid
377,male single,25.0,critical/other existing credit
218,male single,27.0,existing paid
99,male single,63.0,critical/other existing credit
124,male single,40.0,critical/other existing credit
548,male single,32.0,existing paid
352,male single,31.0,critical/other existing credit
601,male mar/wid,31.0,no credits/all paid
720,male single,34.0,no credits/all paid
295,female div/dep/mar,24.0,all paid
903,female div/dep/mar,24.0,existing paid
523,female div/dep/mar,66.0,existing paid
123,female div/dep/mar,21.0,existing paid
368,female div/dep/mar,41.0,critical/other existing credit
184,male mar/wid,47.0,critical/other existing credit
394,female div/dep/mar,25.0,existing paid
857,female div/dep/mar,59.0,all paid
45,male div/sep,36.0,critical/other existing credit
271,male single,33.0,delayed previously
544,male single,21.0,existing paid
694,female div/dep/mar,44.0,existing paid
452,female div/dep/mar,28.0,existing paid
197,female div/dep/mar,37.0,critical/other existing credit
357,female div/dep/mar,29.0,all paid
690,female div/dep/mar,23.0,existing paid
576,male single,35.0,existing paid
150,male single,45.0,critical/other existing credit
25,female div/dep/mar,26.0,no credits/all paid
665,male single,32.0,all paid
682,male single,23.0,all paid
175,male single,41.0,existing paid
806,male single,22.0,all paid
805,male single,30.0,critical/other existing credit
974,male single,28.0,critical/other existing credit
855,female div/dep/mar,23.0,existing paid
952,female div/dep/mar,37.0,existing paid
943,male single,26.0,existing paid
778,male single,33.0,existing paid
614,female div/dep/mar,49.0,existing paid
717,female div/dep/mar,23.0,existing paid
300,female div/dep/mar,23.0,existing paid
480,female div/dep/mar,25.0,critical/other existing credit
299,male single,55.0,delayed previously
643,female div/dep/mar,32.0,existing paid
934,male single,74.0,critical/other existing credit
655,male single,39.0,critical/other existing credit
345,male single,31.0,existing paid
861,male single,35.0,critical/other existing credit
559,female div/dep/mar,59.0,critical/other existing credit
272,female div/dep/mar,24.0,critical/other existing credit
708,male single,24.0,existing paid
622,male single,30.0,critical/other existing credit
30,male mar/wid,27.0,critical/other existing credit
468,male mar/wid,40.0,existing paid
681,male div/sep,31.0,existing paid
689,female div/dep/mar,31.0,existing paid
964,male single,28.0,critical/other existing credit
388,male single,63.0,critical/other existing credit
854,female div/dep/mar,26.0,existing paid
611,female div/dep/mar,25.0,critical/other existing credit
620,male single,36.0,critical/other existing credit
205,male single,52.0,critical/other existing credit
290,male single,66.0,critical/other existing credit
410,female div/dep/mar,25.0,existing paid
435,male single,37.0,critical/other existing credit
543,female div/dep/mar,25.0,existing paid
243,male single,38.0,critical/other existing credit
427,female div/dep/mar,67.0,existing paid
196,male single,25.0,critical/other existing credit
863,male single,60.0,critical/other existing credit
146,male single,31.0,no credits/all paid
279,female div/dep/mar,23.0,existing paid
921,male div/sep,60.0,existing paid
232,male single,35.0,existing paid
