Key_0_0,own_telephone,existing_credits,other_payment_plans,Key_1_2
882,yes,1.0,none,726
899,yes,1.0,none,287
386,none,1.0,none,396
526,none,1.0,none,111
292,none,1.0,none,601
187,yes,2.0,bank,415
854,none,1.0,none,99
933,none,1.0,none,176
124,none,1.0,none,958
660,yes,1.0,none,966
355,yes,1.0,none,372
701,yes,2.0,none,426
700,yes,2.0,bank,140
315,none,1.0,none,533
760,yes,1.0,none,633
203,yes,1.0,none,741
910,none,2.0,bank,502
377,yes,1.0,none,588
50,none,1.0,none,67
411,yes,2.0,stores,750
415,none,1.0,none,212
414,yes,1.0,none,406
749,yes,1.0,none,684
900,none,2.0,none,370
941,none,2.0,none,66
758,yes,1.0,none,425
776,yes,2.0,none,125
636,yes,2.0,none,847
75,none,1.0,none,181
851,yes,2.0,none,889
32,none,1.0,none,57
654,none,2.0,none,497
258,none,1.0,none,403
54,none,1.0,none,556
751,yes,2.0,none,355
907,none,2.0,none,819
337,none,1.0,none,152
623,yes,1.0,stores,982
534,none,2.0,bank,9
232,none,2.0,bank,238
29,yes,1.0,none,311
763,yes,2.0,none,220
973,none,2.0,none,842
613,none,1.0,none,271
190,yes,3.0,bank,5
602,yes,1.0,none,290
845,none,1.0,none,33
311,yes,1.0,none,160
367,none,1.0,none,995
495,none,1.0,none,937
834,yes,1.0,none,275
267,none,1.0,none,483
329,yes,2.0,none,92
154,yes,2.0,none,471
214,none,2.0,none,862
249,none,2.0,none,148
638,yes,1.0,bank,473
162,yes,1.0,none,172
742,none,1.0,none,606
837,none,1.0,none,159
407,yes,1.0,none,74
359,none,1.0,none,443
368,none,2.0,none,816
888,none,1.0,bank,334
714,yes,2.0,bank,625
530,none,2.0,none,825
497,yes,1.0,none,341
489,none,2.0,none,30
769,yes,2.0,none,809
176,yes,1.0,bank,697
291,none,1.0,none,849
976,yes,1.0,none,286
226,none,1.0,none,351
606,none,1.0,none,281
906,yes,1.0,none,761
842,yes,2.0,none,292
855,none,2.0,none,512
127,yes,1.0,none,402
31,yes,1.0,none,349
655,none,1.0,none,270
374,none,2.0,none,347
639,yes,1.0,bank,461
247,none,1.0,none,637
92,none,2.0,none,331
157,yes,2.0,none,434
840,none,2.0,none,277
138,none,2.0,none,431
710,yes,2.0,stores,855
482,none,2.0,none,747
71,yes,1.0,none,103
788,yes,1.0,bank,790
631,none,2.0,none,913
558,yes,1.0,bank,616
607,yes,3.0,none,643
930,none,1.0,none,738
171,yes,2.0,bank,800
379,yes,3.0,none,482
348,none,1.0,none,203
675,yes,1.0,none,877
632,none,1.0,none,551
778,none,1.0,none,544
235,yes,2.0,none,102
595,yes,2.0,none,609
491,none,4.0,bank,404
874,yes,1.0,bank,622
363,yes,1.0,none,586
971,yes,2.0,none,161
100,none,1.0,none,640
576,none,2.0,none,827
140,none,1.0,none,86
400,none,2.0,none,153
306,yes,3.0,none,981
4,yes,3.0,none,191
507,none,1.0,none,162
685,none,1.0,stores,516
301,none,1.0,none,519
364,none,2.0,none,25
948,yes,1.0,none,64
864,yes,2.0,stores,477
439,yes,1.0,none,299
964,yes,1.0,none,904
592,none,2.0,none,867
330,yes,1.0,bank,763
299,yes,1.0,none,912
681,none,1.0,none,274
702,yes,1.0,none,957
649,none,1.0,bank,195
483,yes,1.0,bank,234
347,none,2.0,bank,692
126,yes,2.0,none,721
466,yes,1.0,none,722
7,none,2.0,none,362
920,yes,2.0,bank,703
981,yes,1.0,none,772
807,none,1.0,none,936
174,none,1.0,bank,356
618,none,1.0,none,364
652,none,1.0,none,317
397,none,1.0,none,20
78,none,1.0,none,864
585,none,3.0,none,23
831,none,1.0,stores,11
403,yes,1.0,none,32
754,none,2.0,bank,308
974,none,2.0,none,860
796,none,1.0,none,232
861,none,1.0,bank,222
21,none,1.0,none,527
589,none,2.0,none,367
255,none,2.0,none,810
998,none,1.0,none,43
580,yes,1.0,none,233
385,none,3.0,none,24
690,none,1.0,bank,708
658,none,1.0,none,69
18,none,1.0,none,37
340,yes,2.0,none,717
957,none,1.0,none,645
391,none,1.0,bank,560
562,none,2.0,none,302
862,yes,1.0,none,139
426,none,1.0,none,565
694,none,2.0,none,386
268,none,1.0,none,53
281,yes,1.0,none,935
57,none,3.0,none,539
236,none,1.0,none,806
97,none,1.0,none,123
186,yes,3.0,none,820
989,none,3.0,bank,3
859,none,2.0,none,818
245,none,1.0,none,324
441,none,2.0,none,14
965,yes,1.0,stores,387
244,yes,1.0,none,597
410,none,2.0,none,744
927,none,1.0,none,382
745,yes,1.0,none,269
653,yes,1.0,none,604
804,none,2.0,none,38
111,yes,1.0,none,352
908,none,1.0,none,28
695,none,2.0,none,450
579,yes,1.0,none,303
569,none,1.0,none,700
279,yes,1.0,none,974
224,yes,2.0,none,706
444,none,1.0,none,137
959,none,1.0,bank,486
622,none,1.0,none,442
608,yes,1.0,none,258
341,yes,1.0,none,147
148,none,1.0,none,745
870,yes,1.0,none,360
672,yes,2.0,none,766
266,none,1.0,stores,188
460,yes,1.0,none,977
979,yes,1.0,none,13
463,yes,2.0,none,942
146,none,1.0,none,535
103,none,2.0,bank,674
963,yes,1.0,none,253
727,none,1.0,none,42
286,none,1.0,none,552
637,yes,1.0,none,480
352,yes,2.0,none,130
550,yes,1.0,none,26
793,yes,1.0,none,620
282,none,2.0,bank,670
94,yes,2.0,none,836
665,none,1.0,bank,954
728,none,1.0,none,677
780,none,1.0,stores,906
197,yes,1.0,none,915
984,none,1.0,none,96
852,none,1.0,none,602
572,yes,1.0,bank,106
143,none,1.0,stores,920
56,none,1.0,none,785
371,none,1.0,bank,227
335,none,1.0,none,617
932,none,1.0,bank,295
784,none,1.0,none,866
945,yes,1.0,none,578
896,none,2.0,none,646
739,none,2.0,none,953
676,none,2.0,none,163
145,none,1.0,none,462
904,yes,1.0,none,305
234,none,1.0,none,236
877,none,2.0,none,566
82,none,2.0,none,859
49,yes,1.0,none,323
651,yes,1.0,none,468
848,none,1.0,none,405
809,none,1.0,none,765
256,yes,2.0,none,619
211,none,2.0,none,978
252,none,1.0,none,882
994,none,2.0,bank,154
394,none,2.0,bank,366
538,yes,1.0,none,792
876,none,1.0,none,990
135,none,1.0,none,822
0,none,1.0,none,593
916,none,1.0,none,282
624,yes,2.0,none,865
98,none,1.0,none,932
166,none,1.0,none,545
220,yes,1.0,bank,449
85,none,1.0,none,627
844,none,1.0,none,833
556,none,2.0,none,985
487,none,1.0,none,419
713,none,2.0,none,526
766,none,2.0,none,120
436,yes,1.0,none,456
297,none,1.0,none,631
596,yes,1.0,none,354
525,yes,2.0,none,680
35,yes,1.0,none,75
708,none,1.0,stores,430
139,yes,1.0,none,214
61,yes,2.0,none,221
278,none,1.0,none,7
683,none,1.0,none,210
515,none,1.0,none,776
929,none,1.0,none,664
656,yes,2.0,stores,19
240,none,1.0,none,890
775,none,1.0,none,424
79,yes,1.0,none,729
432,none,2.0,none,963
549,none,1.0,none,778
663,none,1.0,none,429
892,none,1.0,none,550
532,none,1.0,none,796
185,yes,2.0,none,193
413,none,2.0,none,939
752,yes,1.0,bank,420
44,yes,2.0,bank,65
719,none,1.0,none,138
787,none,2.0,none,887
818,none,1.0,none,667
642,yes,1.0,none,824
764,none,2.0,none,129
479,yes,1.0,none,834
481,yes,1.0,none,797
946,none,1.0,none,145
912,none,1.0,none,986
717,none,2.0,none,448
399,none,2.0,none,170
581,yes,1.0,none,642
72,yes,2.0,stores,10
150,none,1.0,bank,999
393,none,2.0,none,652
87,yes,1.0,none,435
101,none,1.0,none,605
193,yes,1.0,bank,401
903,none,1.0,none,144
163,none,1.0,none,208
304,yes,1.0,none,365
548,none,1.0,none,174
553,yes,2.0,none,156
225,none,2.0,none,770
77,none,2.0,none,757
117,yes,1.0,none,337
524,none,2.0,bank,6
573,yes,2.0,bank,409
850,none,2.0,none,390
149,none,1.0,none,781
167,yes,1.0,none,751
527,yes,2.0,none,149
794,none,1.0,none,661
309,yes,1.0,none,44
471,yes,3.0,none,845
272,yes,1.0,none,655
196,yes,2.0,none,768
424,yes,2.0,stores,886
798,none,1.0,none,399
200,none,1.0,none,363
293,yes,2.0,none,580
501,none,1.0,none,979
421,yes,2.0,none,671
104,none,1.0,bank,109
485,none,1.0,none,49
712,none,1.0,none,105
738,none,1.0,none,615
521,none,2.0,none,801
509,none,2.0,none,871
873,yes,1.0,bank,807
961,yes,1.0,none,563
522,none,2.0,none,558
33,none,2.0,none,184
516,none,1.0,none,576
985,none,3.0,none,500
860,none,1.0,none,712
586,yes,2.0,bank,693
99,yes,3.0,none,315
429,yes,2.0,none,964
316,none,1.0,none,379
894,yes,1.0,none,639
730,none,1.0,none,381
678,yes,2.0,none,76
503,none,2.0,none,285
885,none,1.0,none,249
673,yes,1.0,none,992
968,none,1.0,none,55
564,yes,2.0,bank,537
452,none,1.0,bank,696
155,yes,1.0,none,884
733,none,2.0,none,839
551,yes,1.0,none,248
997,none,1.0,none,728
434,yes,1.0,none,709
938,none,2.0,stores,923
779,yes,1.0,none,215
498,none,1.0,none,294
600,none,2.0,none,283
6,yes,1.0,none,599
300,yes,1.0,none,335
987,yes,1.0,none,838
836,none,2.0,none,542
643,yes,1.0,none,628
729,none,1.0,none,843
261,yes,1.0,none,52
122,none,1.0,none,344
692,none,1.0,none,629
265,none,1.0,none,319
698,none,2.0,none,225
824,yes,2.0,stores,600
953,yes,1.0,bank,267
469,yes,1.0,none,329
492,none,2.0,bank,143
772,yes,2.0,none,850
233,yes,2.0,none,114
814,yes,1.0,none,127
614,none,1.0,none,200
420,none,1.0,none,896
88,yes,1.0,none,175
37,none,1.0,none,583
970,none,1.0,none,543
464,none,1.0,none,591
133,none,1.0,bank,673
192,none,1.0,none,758
567,yes,2.0,none,532
210,none,1.0,none,568
395,none,1.0,none,897
599,yes,2.0,none,944
905,none,2.0,none,727
897,yes,1.0,none,194
290,yes,1.0,none,594
783,yes,1.0,none,746
433,yes,1.0,none,332
865,none,1.0,none,737
722,none,1.0,none,263
721,none,2.0,none,465
91,yes,2.0,none,987
866,none,2.0,none,264
215,none,1.0,none,445
275,none,2.0,none,894
462,none,1.0,none,304
372,yes,1.0,none,407
294,none,2.0,none,760
791,none,1.0,none,306
274,yes,2.0,none,925
928,none,1.0,none,665
284,none,1.0,none,118
697,none,1.0,none,553
86,none,2.0,bank,124
990,none,1.0,none,946
731,none,1.0,none,702
841,yes,1.0,none,959
321,yes,1.0,none,167
765,none,1.0,none,383
747,yes,1.0,none,638
271,none,1.0,none,310
254,yes,1.0,none,595
771,yes,1.0,none,231
114,none,2.0,none,293
453,none,1.0,none,165
839,none,2.0,none,247
611,none,1.0,none,927
625,yes,2.0,none,817
657,yes,1.0,none,494
425,none,2.0,none,931
849,none,2.0,none,774
384,none,1.0,none,775
427,none,2.0,none,752
741,none,1.0,none,78
45,none,1.0,none,968
250,none,2.0,none,107
336,none,1.0,none,73
554,none,2.0,none,309
879,none,1.0,none,832
19,yes,1.0,none,658
314,none,2.0,none,320
991,yes,2.0,none,392
528,none,1.0,none,933
598,yes,1.0,none,874
520,none,2.0,none,688
832,none,1.0,none,252
120,yes,1.0,none,501
952,yes,1.0,none,649
358,none,1.0,bank,731
13,none,1.0,stores,297
891,none,1.0,none,848
531,yes,2.0,none,924
716,none,1.0,none,572
390,none,1.0,none,585
519,none,2.0,none,870
474,none,2.0,none,984
668,yes,1.0,none,656
609,none,1.0,bank,22
853,none,1.0,bank,261
911,yes,2.0,none,815
269,none,2.0,none,598
691,none,1.0,bank,803
339,yes,2.0,none,189
11,none,1.0,none,973
647,yes,2.0,none,513
74,none,1.0,stores,724
263,none,2.0,none,90
287,yes,2.0,bank,898
810,none,1.0,bank,856
584,none,2.0,none,919
5,yes,1.0,bank,878
183,none,1.0,bank,662
759,none,1.0,bank,357
735,yes,1.0,none,216
724,yes,2.0,bank,574
944,yes,2.0,none,786
518,none,1.0,none,173
863,none,1.0,none,988
674,yes,2.0,none,257
628,yes,1.0,none,789
797,yes,1.0,none,376
237,none,1.0,none,115
376,yes,1.0,none,511
27,none,1.0,none,333
2,none,2.0,none,893
693,none,2.0,bank,907
648,none,1.0,none,113
858,yes,2.0,none,411
260,none,2.0,none,787
438,none,2.0,none,547
277,none,2.0,bank,41
934,none,2.0,bank,133
60,none,1.0,none,350
753,none,1.0,none,2
616,yes,1.0,none,180
552,none,1.0,bank,603
969,none,2.0,none,918
847,none,1.0,none,858
392,yes,1.0,none,686
568,none,2.0,none,68
16,yes,4.0,none,707
416,yes,2.0,none,207
435,none,1.0,bank,339
307,yes,1.0,none,182
512,yes,1.0,stores,313
353,none,1.0,stores,771
125,none,2.0,none,938
947,yes,3.0,none,962
144,none,2.0,bank,217
523,none,1.0,none,141
517,none,1.0,none,84
812,none,1.0,none,439
25,none,1.0,bank,87
975,yes,1.0,none,17
81,none,1.0,none,327
737,yes,1.0,stores,941
118,yes,1.0,none,378
468,none,1.0,none,569
543,none,1.0,none,767
633,none,1.0,bank,314
680,none,1.0,none,158
835,none,1.0,none,541
437,none,1.0,bank,795
565,none,1.0,bank,122
442,none,1.0,none,467
62,yes,1.0,bank,385
147,none,1.0,none,976
288,none,3.0,none,375
703,none,1.0,none,587
451,none,1.0,none,567
404,none,2.0,none,589
574,none,2.0,bank,881
447,none,1.0,bank,223
604,none,1.0,none,12
34,none,2.0,none,663
761,none,1.0,none,155
931,yes,1.0,none,873
80,none,1.0,none,423
205,yes,2.0,none,209
591,none,1.0,none,805
40,none,1.0,none,540
208,none,1.0,bank,895
995,none,1.0,none,647
505,none,2.0,none,389
55,yes,1.0,none,934
201,yes,3.0,bank,531
939,none,1.0,none,446
480,yes,2.0,none,418
458,none,1.0,none,255
684,yes,2.0,bank,571
22,none,1.0,none,754
317,none,2.0,none,524
227,yes,1.0,none,769
137,yes,2.0,none,104
935,yes,2.0,none,237
570,yes,2.0,none,470
786,none,2.0,none,241
12,none,1.0,none,675
743,none,1.0,bank,98
790,none,1.0,none,368
641,yes,1.0,none,991
499,none,1.0,none,464
782,none,1.0,none,330
921,yes,4.0,none,228
982,yes,2.0,none,636
659,none,1.0,none,570
620,none,1.0,bank,63
942,yes,1.0,stores,753
373,none,2.0,none,548
977,yes,1.0,none,730
70,none,1.0,none,345
949,none,1.0,none,183
650,none,2.0,none,669
199,yes,2.0,stores,945
682,none,1.0,none,682
123,yes,2.0,bank,720
615,yes,1.0,stores,528
561,none,1.0,stores,94
24,yes,2.0,none,71
662,none,1.0,none,289
955,yes,2.0,none,748
450,yes,2.0,none,902
17,yes,1.0,none,440
164,none,1.0,none,814
440,none,1.0,bank,718
661,yes,1.0,none,62
152,yes,1.0,none,171
993,none,1.0,none,226
168,none,1.0,bank,478
105,none,1.0,none,413
999,none,1.0,none,40
361,yes,1.0,none,505
110,none,2.0,bank,395
159,yes,3.0,none,951
331,yes,2.0,none,683
996,yes,1.0,none,239
575,yes,2.0,none,1
773,none,1.0,none,336
895,yes,1.0,none,930
878,none,1.0,none,892
785,none,2.0,none,46
541,none,1.0,none,736
922,none,1.0,none,852
130,none,2.0,none,716
116,yes,1.0,none,823
846,none,1.0,none,243
402,none,2.0,none,828
470,none,1.0,none,503
179,none,2.0,none,39
696,yes,1.0,none,205
883,none,1.0,none,668
827,yes,2.0,none,529
732,yes,1.0,none,573
943,none,2.0,stores,922
819,yes,1.0,none,326
536,none,1.0,none,273
26,none,1.0,none,641
640,none,2.0,none,316
370,none,1.0,none,119
566,none,1.0,none,256
431,yes,2.0,bank,89
158,none,1.0,none,495
396,yes,1.0,none,983
750,none,2.0,none,393
583,yes,1.0,none,868
978,none,2.0,none,110
242,yes,2.0,none,134
322,yes,1.0,none,723
926,yes,2.0,none,412
914,yes,2.0,bank,4
473,yes,2.0,none,318
113,none,1.0,bank,408
401,none,1.0,none,260
170,none,1.0,none,621
542,none,1.0,none,582
333,none,2.0,bank,85
142,none,2.0,none,485
762,none,2.0,bank,657
334,none,1.0,none,666
923,yes,2.0,none,288
940,none,1.0,none,325
898,none,1.0,none,798
172,none,1.0,none,510
821,yes,1.0,none,95
992,none,1.0,none,624
925,none,1.0,bank,322
555,none,2.0,none,79
539,yes,1.0,none,549
28,yes,2.0,none,83
954,none,2.0,none,136
58,none,1.0,bank,224
909,none,1.0,stores,150
365,yes,1.0,none,522
734,yes,1.0,stores,883
223,yes,2.0,none,888
59,none,2.0,bank,472
670,none,1.0,none,469
10,none,1.0,none,955
704,none,1.0,none,704
30,none,1.0,none,943
207,yes,1.0,bank,101
417,none,1.0,none,132
560,none,1.0,none,126
67,none,2.0,none,773
601,none,2.0,none,784
342,none,1.0,none,476
679,none,3.0,none,779
298,yes,2.0,none,715
504,yes,1.0,none,146
686,none,2.0,none,187
816,yes,1.0,none,82
514,none,2.0,none,521
216,none,1.0,none,577
308,yes,1.0,none,520
229,yes,2.0,none,989
332,none,2.0,bank,410
173,none,1.0,none,831
540,none,1.0,none,235
325,yes,3.0,none,21
465,yes,2.0,none,466
380,none,1.0,none,861
169,yes,2.0,none,575
285,yes,1.0,none,29
875,none,2.0,bank,690
627,none,3.0,bank,534
966,none,1.0,none,391
180,yes,2.0,none,488
239,none,1.0,none,455
571,yes,2.0,none,659
493,yes,1.0,none,584
305,none,2.0,none,452
273,yes,1.0,none,121
419,yes,1.0,none,0
802,none,1.0,bank,804
494,yes,1.0,none,259
206,yes,1.0,none,885
545,none,1.0,none,851
740,yes,2.0,none,956
457,none,1.0,none,340
362,yes,1.0,bank,112
811,none,1.0,none,546
177,yes,1.0,none,791
73,none,2.0,none,245
23,none,1.0,none,950
803,yes,1.0,none,911
69,none,1.0,none,802
241,yes,1.0,none,590
228,none,2.0,none,909
825,yes,2.0,none,262
610,none,1.0,none,900
213,none,2.0,none,651
936,yes,2.0,bank,15
198,none,2.0,none,699
709,none,2.0,none,278
635,none,1.0,none,611
748,yes,1.0,none,117
345,none,1.0,none,343
64,none,4.0,none,853
986,yes,1.0,bank,515
188,none,2.0,none,72
467,yes,1.0,none,799
629,none,1.0,bank,460
823,yes,2.0,none,733
644,none,1.0,none,618
893,none,1.0,none,740
280,none,1.0,none,421
428,none,1.0,none,438
770,yes,2.0,none,186
795,none,1.0,none,564
477,none,1.0,bank,711
593,yes,2.0,none,388
456,none,1.0,none,447
289,none,1.0,bank,427
296,none,2.0,none,514
726,yes,2.0,none,623
711,yes,2.0,none,921
597,yes,3.0,bank,782
951,none,2.0,stores,206
687,none,1.0,none,626
917,yes,1.0,none,579
448,yes,2.0,none,875
52,yes,1.0,none,190
890,none,2.0,none,496
958,yes,1.0,none,493
319,none,1.0,none,756
326,none,2.0,bank,612
594,none,1.0,none,650
621,none,1.0,none,971
513,yes,2.0,none,654
956,none,2.0,none,705
310,none,1.0,none,371
1,none,2.0,stores,459
587,none,1.0,none,926
781,yes,1.0,bank,914
806,yes,3.0,bank,166
563,yes,1.0,none,196
768,none,2.0,none,250
350,none,1.0,none,972
36,none,1.0,none,742
645,none,1.0,stores,384
412,none,2.0,bank,353
119,yes,2.0,none,557
46,yes,2.0,none,947
349,none,2.0,none,694
222,yes,2.0,none,168
490,yes,1.0,none,562
459,yes,1.0,none,358
924,yes,1.0,none,876
799,yes,1.0,none,837
15,none,1.0,none,463
251,none,2.0,none,244
830,yes,1.0,none,342
707,yes,1.0,none,135
872,yes,2.0,stores,35
218,none,1.0,bank,36
422,none,1.0,none,949
264,none,1.0,stores,653
744,none,1.0,stores,916
38,none,2.0,none,899
398,none,1.0,none,967
238,yes,2.0,none,525
813,none,2.0,none,131
689,yes,2.0,none,213
901,none,1.0,none,685
475,none,1.0,none,555
63,none,2.0,none,777
578,yes,1.0,bank,869
346,none,1.0,none,961
212,yes,1.0,none,492
484,none,2.0,none,929
295,yes,1.0,none,61
822,yes,1.0,none,813
817,none,2.0,none,301
84,none,2.0,none,97
327,yes,1.0,none,70
382,none,1.0,none,698
65,yes,2.0,none,592
230,yes,1.0,none,54
48,yes,2.0,none,100
409,yes,2.0,bank,610
354,yes,4.0,stores,400
276,yes,2.0,none,762
913,none,2.0,bank,952
630,yes,2.0,none,632
302,yes,2.0,none,996
603,yes,1.0,stores,994
838,yes,1.0,none,276
511,none,1.0,none,179
557,none,1.0,bank,613
800,none,1.0,none,487
253,yes,1.0,bank,630
671,yes,2.0,none,719
312,none,2.0,none,116
820,yes,1.0,none,614
950,yes,1.0,none,691
181,yes,1.0,none,908
887,none,1.0,none,523
478,none,1.0,none,251
270,none,2.0,none,701
68,none,1.0,none,844
756,none,2.0,none,998
343,none,1.0,bank,34
605,none,1.0,none,197
182,yes,1.0,none,509
204,yes,1.0,none,56
388,yes,1.0,bank,928
455,none,1.0,none,279
868,yes,1.0,bank,713
406,none,1.0,none,891
667,yes,1.0,none,108
47,none,2.0,none,192
590,yes,1.0,none,732
725,none,1.0,none,307
95,yes,1.0,none,846
356,yes,1.0,bank,764
833,yes,2.0,bank,266
39,none,1.0,none,453
189,yes,3.0,stores,504
508,yes,1.0,none,635
677,none,2.0,none,725
418,none,1.0,none,18
777,yes,1.0,none,373
423,none,2.0,none,338
9,yes,2.0,none,59
869,none,1.0,bank,997
706,none,2.0,stores,491
454,none,1.0,none,794
774,yes,1.0,none,608
121,none,1.0,none,687
488,yes,2.0,none,678
582,yes,1.0,none,474
856,none,1.0,none,863
826,yes,1.0,stores,169
303,none,3.0,none,743
705,none,1.0,none,689
387,none,2.0,none,60
510,yes,1.0,none,489
243,yes,1.0,none,484
389,none,1.0,none,749
919,none,2.0,none,857
880,yes,3.0,none,369
338,yes,2.0,none,199
351,none,1.0,none,780
313,yes,2.0,none,51
217,yes,1.0,none,490
102,yes,2.0,none,77
857,none,2.0,stores,444
626,none,3.0,none,561
502,none,1.0,none,508
884,none,1.0,none,201
669,none,2.0,none,581
983,none,2.0,none,507
960,none,1.0,none,398
324,yes,2.0,bank,204
108,none,1.0,none,910
129,none,1.0,none,880
128,none,2.0,none,518
262,yes,1.0,bank,346
93,yes,1.0,none,458
757,none,2.0,none,940
383,none,1.0,none,811
715,none,1.0,none,498
328,none,2.0,none,648
366,none,1.0,none,80
66,yes,1.0,none,695
815,none,1.0,none,441
194,none,1.0,none,157
141,none,2.0,none,128
381,none,2.0,none,88
577,none,1.0,none,211
83,none,1.0,none,397
14,yes,1.0,bank,328
165,yes,1.0,bank,596
246,none,1.0,none,835
937,none,2.0,none,676
202,none,2.0,none,242
699,none,2.0,none,164
53,none,1.0,none,735
980,yes,1.0,none,903
257,none,2.0,none,644
746,none,2.0,none,829
533,none,1.0,bank,198
619,none,2.0,none,348
443,yes,1.0,none,31
96,yes,1.0,none,394
612,none,1.0,none,783
476,yes,1.0,none,479
829,none,1.0,none,481
559,yes,1.0,none,808
801,none,1.0,none,672
