miniboone/table_1_1.ParticleID_30,miniboone/table_1_1.ParticleID_40,miniboone/table_1_1.ParticleID_47,miniboone/table_1_1.Key_1_1,Key_0_0
6.08053,128.263,1.19734,4839,17894
6.65565,123.294,1.80972,62898,44399
4.53734,96.7471,0.553871,29635,69041
4.11154,114.307,3.05243,52963,1519
7.70625,123.103,2.6603,19588,16747
5.76689,129.741,1.61686,63219,8025
6.35256,120.515,1.60814,26931,61552
7.13897,194.21,1.97563,10375,20816
4.70722,101.007,0.8783540000000001,33461,58594
5.5354,117.62,1.49492,41938,15577
4.47691,125.084,0.8737090000000001,32190,5687
5.55866,135.89,0.719579,59941,46039
6.965660000000001,162.993,1.61556,33554,12406
11.7568,136.04,5.64512,37501,32415
6.41081,114.727,1.43621,21563,52888
4.5166900000000005,169.86900000000003,0.8497170000000001,57635,56221
7.61683,140.028,2.21515,62434,3875
12.9813,90.1956,2.36484,9690,19797
13.0694,148.76,6.4078800000000005,71811,22642
7.631939999999999,128.094,1.91943,14520,37485
5.51476,112.839,1.60533,49683,42174
10.6506,212.215,6.69198,57818,24539
6.35961,163.52700000000002,2.11837,33198,43363
9.62781,134.654,2.35325,67866,19011
4.08707,85.2876,0.7193649999999999,43816,23481
8.2599,120.335,2.5969900000000004,1603,18860
7.0621100000000006,143.007,2.73203,14364,21597
7.80196,139.695,2.88403,72507,71796
7.242539999999999,129.937,2.60741,56589,22692
6.90781,151.14700000000002,1.66454,9973,4552
4.96352,106.076,1.50788,68402,43016
8.20075,146.609,2.8022400000000003,37188,61686
5.9936,133.619,2.9759900000000004,69193,11937
7.30076,126.047,2.26691,5839,49884
8.04452,168.128,2.98349,53349,28750
10.0925,202.663,5.96058,7672,46021
7.2689,178.322,1.56445,10992,51352
8.67039,187.698,4.49106,71602,24579
6.77297,152.933,1.20073,61619,64203
8.209480000000001,149.885,1.81231,22179,23247
7.22641,152.162,1.22978,27976,71160
6.47231,175.278,1.7729099999999998,61216,7229
6.62494,165.90900000000002,1.91433,61754,31929
9.7002,175.977,3.744,70237,49922
7.82072,162.346,2.13857,72393,7335
6.839230000000001,140.58100000000002,2.71711,60624,26896
8.2942,186.43400000000003,2.94282,69277,43291
6.1972,127.952,4.17676,23967,6125
3.76852,64.8802,0.750364,64889,45845
8.45157,156.66899999999998,4.0164,54308,65911
6.718039999999999,159.22299999999998,2.26183,155,56992
9.15621,167.012,2.91164,26499,56376
4.70286,148.605,1.14182,27888,24518
7.37213,127.553,2.1092,47589,37796
6.4866,155.30700000000002,6.87505,71000,49764
5.89056,113.424,1.22474,32994,10599
6.00695,140.339,2.9606,3628,47960
3.5790300000000004,78.5006,2.64298,2706,11604
5.54799,125.701,0.7454649999999999,3873,14304
6.43542,125.269,2.1789400000000003,51796,41164
10.4273,207.09,8.1664,6953,69049
5.093780000000001,137.923,2.1327,25206,17808
5.01119,94.617,0.679301,35194,510
6.13769,173.352,0.5078090000000001,53877,65770
5.72963,128.1,1.4391200000000002,43576,59775
9.33817,156.882,2.93057,43350,20403
5.68176,104.019,0.846965,61178,33511
7.98756,137.102,2.95111,14368,5065
5.1997,95.5194,1.19094,41711,22569
8.6932,179.726,5.0187,45016,21285
6.10058,148.597,2.34522,6809,31770
9.25285,134.83700000000002,5.46949,36872,65118
7.7486,129.235,2.73446,9097,50898
6.21217,166.643,1.31932,11733,4183
6.34854,173.382,2.19138,30688,45333
5.7636400000000005,190.352,1.65785,53302,33316
6.95309,170.122,1.68213,37218,51520
5.40922,176.835,1.54574,67205,7238
6.94787,121.56,1.34511,22592,56204
2.92327,72.1537,0.651836,59088,52568
8.8342,138.268,2.201,17840,16863
7.794919999999999,187.637,4.5333,38408,19218
7.30681,99.9026,1.93031,1098,15065
5.283580000000001,126.837,1.15179,38001,51817
5.43225,125.918,0.9427,43465,11677
5.71453,130.614,1.16393,7805,72280
8.27033,169.86,4.32974,37180,20555
10.9442,199.36900000000003,6.21879,57357,66533
10.502,175.215,6.93613,43619,8856
7.587510000000001,154.19799999999998,5.08148,19971,7505
7.30935,140.15,2.0194400000000003,47301,72982
6.46562,133.608,1.93698,36193,55988
4.596769999999999,144.04,0.641767,46032,19831
8.06347,157.11700000000002,3.97375,56601,19016
10.1745,146.496,2.74775,72779,21413
4.56019,97.1012,1.32119,15483,64377
9.01867,136.582,1.87199,345,39310
4.60776,66.17,0.614633,10846,22014
4.73949,102.9,0.712075,71501,67615
5.56625,142.96200000000002,2.22056,40746,55961
4.82826,85.2719,1.47946,51654,36249
6.83882,165.27599999999998,1.05137,11283,15336
5.62677,136.759,1.07163,63508,2422
5.02093,106.746,0.714954,57105,63425
4.82107,136.607,1.35722,23999,14077
5.80355,150.507,1.06321,20346,27639
6.26931,182.865,3.15181,68280,22865
4.78739,192.968,2.24637,60260,6984
8.09942,140.056,2.3969400000000003,21759,12697
5.71646,199.181,1.68572,23668,40311
8.842210000000001,135.981,2.70061,24089,5914
5.81651,145.951,1.07249,27395,72433
7.8662,189.042,8.251430000000001,58764,17736
5.84617,121.314,0.619695,33505,62935
4.85804,182.442,0.603066,52494,29655
6.27819,198.74,1.29816,65368,8707
8.72764,164.017,3.85989,14860,16865
11.2946,106.032,6.949439999999999,963,42186
3.67236,131.009,1.2071,11178,43627
7.40038,107.541,1.45276,3936,15772
9.6955,113.276,7.011260000000001,27024,8759
7.64295,125.384,2.03851,50326,52136
5.01508,119.367,0.7682760000000001,55696,51578
6.783189999999999,130.934,2.23622,44951,33415
9.30927,146.711,3.44977,42409,663
6.485119999999999,171.793,1.80957,53779,6850
6.11344,131.125,3.0213400000000004,20397,54386
8.84165,198.342,2.5673,36680,27261
6.842230000000001,139.56,2.16515,40290,58663
5.01403,82.0756,0.896653,34203,27239
5.48078,126.304,1.00423,47484,41541
5.9166300000000005,143.964,2.9894700000000003,70226,45494
5.26066,182.829,1.37484,40739,2226
6.94366,216.55,2.3619,44766,4083
3.83239,109.579,0.65381,59286,49411
6.29516,137.889,3.16681,64139,62366
10.5671,164.864,2.98674,18604,45785
7.7478,165.269,4.85614,44995,14818
4.73449,100.485,0.624674,11082,48890
6.73272,152.858,1.5367,35672,65728
5.43666,116.024,0.627143,19400,27732
7.22282,167.055,2.91814,26910,2012
6.17491,148.185,1.3125,60801,25026
4.35435,168.547,1.17886,62213,3193
5.81763,184.137,1.0242,39148,9864
5.79093,125.541,1.97793,28495,17393
5.40797,131.372,1.09941,69652,27123
5.88616,139.391,2.30286,16585,36960
7.89298,116.635,1.31167,26270,66296
7.98577,78.6267,2.69929,67173,32453
9.8772,137.836,1.92629,2546,34636
6.04924,105.733,1.30605,56899,16733
7.969289999999999,186.086,4.50634,47636,7232
8.76855,150.78,2.49516,33004,70767
4.60075,121.332,1.11298,70905,39811
5.72211,112.26,1.17584,32769,46054
4.876469999999999,63.8853,0.565948,27470,49318
10.8882,181.858,4.137569999999999,66613,59083
6.30751,127.917,1.7461,58514,8691
11.4329,191.187,5.79765,60940,51635
6.781510000000001,124.496,2.28106,23696,25574
7.08029,173.63299999999998,6.24531,34051,16013
8.911019999999999,182.068,4.15215,57123,9329
19.9316,199.091,2.65151,3213,8563
7.91925,147.773,3.0697,21810,10334
4.67969,99.9682,0.5476840000000001,36000,59869
5.31986,151.691,0.74215,21945,28566
6.878430000000001,93.5304,0.949394,21139,30550
6.4844,147.84799999999998,1.75918,61274,44212
4.54197,144.309,0.75171,49199,13579
5.17197,154.759,0.953688,3629,32020
5.11983,132.769,1.13726,43264,43492
5.07422,81.2444,0.687839,37375,41993
6.657430000000001,154.546,2.33597,63853,764
10.347,132.773,3.07324,33913,53503
10.1131,175.331,2.58303,12764,14506
9.29624,181.104,6.61137,22188,4644
8.25265,175.96,3.4235800000000003,3788,31601
7.667610000000001,164.065,3.8252,26644,30191
5.14633,104.81,1.39039,43514,70868
4.31576,111.073,0.90346,5419,36222
4.9219,103.411,0.731262,60557,9763
7.331189999999999,133.257,2.3014900000000003,61531,25624
7.134639999999999,139.785,2.15457,17613,7549
5.42459,127.614,1.11354,62874,48100
5.95224,170.275,0.963275,58774,56794
13.7683,132.363,2.01931,20530,48615
-999.0,-999.0,-999.0,56536,59300
6.48005,123.377,1.73676,25161,28472
7.5402,164.081,2.16679,49847,43801
4.194319999999999,140.811,0.911597,39039,50690
8.56376,111.279,1.33311,12904,46255
6.5342,107.608,1.1554,4990,39911
7.944839999999999,163.84599999999998,5.12574,32850,40381
5.192019999999999,129.115,0.928118,36518,28152
6.31339,149.94799999999998,2.12202,4460,41590
5.14011,112.574,0.6716300000000001,30300,71094
4.37985,178.77200000000002,0.973814,19269,33242
6.593719999999999,183.667,1.39665,54639,19793
6.35231,173.726,2.26454,72533,49245
6.64852,148.028,1.7193200000000002,17581,48882
5.39059,93.3281,1.24213,64578,24391
6.51236,134.083,2.0074,11587,15269
10.7664,214.781,3.89249,646,51798
6.56605,160.006,2.27567,30055,37527
5.49291,131.798,1.6385900000000002,23419,37155
3.4837300000000004,97.8375,1.48215,4741,59797
5.40868,153.116,0.897407,2753,7635
8.65267,158.662,2.58228,10847,56574
7.6758,156.52200000000002,2.22494,55389,67502
7.61913,159.752,4.102869999999999,3877,12894
10.5305,159.715,5.320119999999999,63865,49492
10.5838,136.106,4.4425300000000005,41213,71784
6.752039999999999,175.482,2.85771,14928,54224
11.4403,203.572,6.70973,8365,69312
4.2227,108.6,1.10185,57184,32790
9.12785,189.96400000000003,5.317480000000001,27462,55620
4.90206,139.215,1.01401,2820,44090
4.63879,114.293,5.1757,48199,60823
4.97075,145.659,1.06309,64351,32135
4.98296,91.9425,0.7712979999999999,30253,40674
6.83175,175.6,5.73497,51953,3659
7.14427,182.815,2.7455700000000003,40743,7324
5.15797,108.64,1.25542,51081,39527
7.42197,178.40599999999998,1.66945,56484,12986
10.686,149.543,2.96792,19872,1948
5.23621,135.655,3.5294300000000005,30960,62869
5.69442,172.438,4.18892,54451,7466
8.93262,184.564,13.8195,62180,29804
7.27638,136.94299999999998,2.32708,32488,16759
13.9034,210.745,3.11022,65374,21491
4.39802,91.7063,0.4758779999999999,38310,28659
9.82961,124.112,1.3973799999999998,27220,53257
6.800789999999999,129.039,3.54962,49891,10602
8.26518,168.197,3.08014,66731,51989
5.00853,118.622,0.785501,8604,55937
7.875360000000001,145.463,4.88552,55493,9992
11.9753,128.946,8.054269999999999,34220,7980
6.97735,129.755,1.76458,60569,28575
6.850910000000001,119.134,1.57375,31475,45885
4.50456,92.4298,1.01329,37337,41173
11.0799,184.028,4.56674,47019,57079
14.7315,106.542,4.57425,7384,70017
8.74051,125.733,2.7869,39199,28603
9.18578,133.774,3.20709,27440,35590
7.36965,113.726,1.67136,72216,34867
5.89466,100.836,0.743165,26479,57653
11.6645,120.97,4.7586900000000005,29102,5281
5.15215,156.869,1.19389,23774,15841
5.50975,117.433,0.8835639999999999,25823,22025
6.382569999999999,141.197,3.1964,32491,4296
8.93419,166.261,4.59616,5153,2952
6.42931,96.41,1.45386,4345,51170
6.5616,145.35,2.50576,34405,41047
5.92972,134.69799999999998,0.7602720000000001,3972,15904
4.43106,92.0724,0.363767,35566,33524
9.35037,194.424,5.92786,65863,21748
4.46248,148.653,0.83124,41917,39809
5.87574,129.664,0.513904,997,24922
5.63092,133.662,0.8285600000000001,61196,47472
9.69338,193.664,5.33461,49137,11698
4.58674,121.193,1.09515,28690,26121
5.49641,130.026,1.05011,71858,15143
8.187,147.276,6.98917,470,71308
8.021519999999999,176.27,3.12414,15130,59436
10.5818,153.411,3.58562,44839,45521
5.53996,112.491,0.7196640000000001,41279,50178
8.36922,176.49,2.8383,70908,49649
8.028039999999999,119.514,2.22181,32429,62350
7.945310000000001,144.09799999999998,2.44827,58093,55664
10.035,140.283,5.47832,2819,21818
13.0395,167.24900000000002,3.02322,49197,29231
5.531630000000001,142.234,1.974,27076,1426
6.34414,146.27100000000002,1.8641,13120,9703
9.70288,143.017,4.55662,64195,14671
5.86953,139.74,4.23246,12857,34774
7.67627,142.037,2.77284,67378,9527
8.57221,168.697,3.24375,30277,62571
4.9288300000000005,94.4251,1.04198,49868,67584
6.71315,162.22799999999998,1.54243,56631,39222
11.3154,177.608,7.72872,22759,22590
4.76031,196.461,0.54792,63094,2214
7.62023,157.933,4.17665,14246,6791
6.009180000000001,212.181,1.39898,30373,49305
7.98215,135.511,3.04868,43814,31522
9.30259,133.505,3.40964,25768,65483
13.598,141.482,7.21259,43426,52737
5.37259,116.332,1.12185,36821,36316
11.6147,125.906,3.39379,13045,16163
7.77158,164.00599999999997,2.52761,31883,13025
11.5815,190.045,3.14691,32815,67589
8.61529,154.885,1.58654,12681,41712
10.9864,155.3,4.25292,1542,19973
5.865819999999999,126.061,1.52523,5835,9187
6.58967,163.7,1.78742,5386,35697
8.66957,134.57299999999998,3.0904700000000003,10220,53010
8.547360000000001,124.289,2.16492,55465,19342
12.2773,173.215,9.30232,22045,68975
8.36177,177.46900000000002,5.3085,17836,1350
3.765330000000001,180.758,0.8592280000000001,19491,6029
4.45517,98.0212,1.12344,71861,8526
7.828889999999999,152.675,1.89369,69035,11137
4.23488,110.183,0.994349,567,48695
6.59503,149.713,1.23368,14810,4423
5.85182,145.317,1.13326,37336,67989
4.83071,110.157,0.777821,6605,18496
8.97653,151.481,3.18658,23462,37979
6.39693,125.419,1.58045,34014,16492
6.65268,96.1626,1.4629299999999998,43015,43422
6.39267,97.4167,1.37901,54447,21488
5.06457,150.001,1.06616,54459,10372
5.57942,128.139,1.48421,50618,71630
5.8053,102.995,1.59665,27879,5642
4.80701,103.205,1.69972,40191,60326
7.13597,135.625,0.563397,15912,9443
6.17776,102.262,1.33728,38590,41112
4.63082,138.011,1.19206,23469,54612
8.74715,121.453,2.06313,67810,44988
4.62132,118.375,0.821772,70295,35592
8.19253,164.567,2.06147,20713,55520
8.19794,112.255,2.52811,27218,42368
9.53436,152.719,4.15824,36677,30481
11.0499,153.939,3.16023,40455,32948
10.4028,146.018,4.31214,68471,34259
7.639639999999999,194.68400000000003,2.7052400000000003,16305,311
6.20174,173.31599999999997,1.79108,31935,40096
8.197280000000001,176.743,3.2254,25543,42709
4.15135,108.914,0.580792,41728,40210
5.99897,96.6472,1.33481,772,1741
10.765,121.706,1.86685,8281,66340
5.76807,180.274,0.925441,349,39139
6.2769900000000005,117.967,2.3603400000000003,24178,62534
6.27076,140.638,2.44905,37674,54890
6.869739999999999,169.503,1.31951,67937,54787
4.65669,107.025,1.3502,56053,23852
5.10658,207.887,0.7693,54347,6644
7.5715,118.624,1.19577,59917,37017
8.3066,152.75799999999998,2.07368,43561,1482
9.70046,180.12,6.21243,55574,21834
8.48658,161.67,4.5248,32013,39750
5.61501,107.117,1.38935,2621,27901
4.44079,98.511,0.6285109999999999,23259,52173
14.8535,125.593,10.9687,69334,58734
11.6114,167.71900000000002,4.00454,6838,36598
6.54298,157.934,2.6188,1231,8406
6.406219999999999,167.805,1.55,5611,1844
5.48313,166.22799999999998,1.39287,66358,57909
6.32728,161.192,3.16077,34126,33564
6.39214,109.637,1.63863,65208,9714
5.17057,106.835,1.99605,956,69643
6.865410000000001,190.79,2.61438,198,7415
5.73075,117.178,0.373272,62186,55638
9.24572,190.612,6.26565,48870,66967
7.54271,193.256,4.80103,12240,40561
3.87858,100.102,0.741803,18851,27231
4.57026,139.60399999999998,0.484772,12391,50203
9.56063,199.381,6.20715,23140,42518
5.30684,110.054,1.14295,51595,22082
11.258,202.656,4.96062,53178,55800
11.6309,126.988,2.56938,68424,23603
9.96459,120.622,2.5966400000000003,44861,19478
11.0341,155.876,3.14268,13496,51172
10.191,123.465,1.95328,65016,50452
7.01674,139.18,2.80401,66636,42998
5.37734,130.583,0.658576,29964,37701
11.1346,131.336,2.33782,20589,44981
5.62844,133.418,1.55652,48115,69073
6.64947,138.94299999999998,1.30658,27971,66773
4.08714,135.289,0.957011,7236,72547
9.20559,144.166,1.89313,3218,41950
9.05746,174.357,2.00204,47548,71372
4.26996,192.152,0.962154,720,46123
11.2484,157.458,2.53972,3580,70151
5.17044,84.0931,0.404958,34761,58626
3.9462,86.3073,1.3394,10391,61307
9.01054,180.236,4.34074,60063,58879
12.0116,104.717,2.68753,11647,59001
4.8327800000000005,142.297,0.916115,35160,31393
5.16265,141.607,0.997189,26471,68825
7.06875,141.445,2.50818,19764,59603
6.5211,178.266,3.0183,31116,15449
7.13062,192.373,2.63497,12332,21295
8.29818,145.355,2.9712400000000003,25514,68067
6.893260000000001,185.863,1.00537,5992,49532
7.058839999999999,184.404,4.98455,7331,30394
5.61765,194.833,1.56133,11633,25295
7.00024,155.996,4.19468,72656,68435
5.39529,155.11,1.81887,31278,44275
6.434019999999999,137.393,0.8933909999999999,43706,28123
6.76742,110.57,3.52617,5576,72820
5.46357,73.7998,0.899718,64338,33695
5.88396,118.994,1.4735200000000002,22687,4088
5.2489,129.035,0.921666,19448,59953
7.83282,193.895,3.8354,52684,666
7.759869999999999,108.552,1.6726900000000002,32958,19032
5.42084,139.578,1.43529,57698,32720
8.43688,184.565,4.48059,57372,55047
7.21528,141.06799999999998,4.05822,31338,12893
4.36371,139.33100000000002,1.56634,36623,52404
7.35392,193.895,1.38004,27851,18082
5.21128,120.573,0.778887,36681,31797
7.12625,142.216,3.00509,54090,7808
7.857839999999999,159.65,1.72728,24494,62921
10.2937,175.86700000000002,3.44826,41360,21575
6.7148,115.14,2.34621,34486,909
6.765969999999999,113.404,1.27026,62304,47353
12.7236,204.106,4.55106,12726,60953
5.7833,157.829,0.894185,14998,38462
4.85554,175.71,1.12194,71138,24698
7.101839999999999,129.814,4.24988,18384,54822
9.75076,175.793,4.32516,64800,8998
7.528810000000001,138.893,2.03236,38070,48995
7.82412,146.079,2.72636,72842,63273
6.61717,170.445,1.30744,68903,824
12.3312,159.356,13.6425,68746,59114
6.680280000000001,142.869,3.32654,24738,70443
-999.0,-999.0,-999.0,43988,54073
7.325589999999999,116.906,2.54388,43634,39341
11.3623,162.1,7.2789,49563,19402
7.654339999999999,158.424,3.16834,54077,37598
6.005719999999999,103.136,2.33163,16053,2923
5.2439,96.0202,1.10975,8760,28530
7.781239999999999,145.606,2.73562,25672,50002
17.4145,230.188,3.02021,46711,53105
7.79898,123.705,1.63024,52742,43354
4.5658,106.421,1.25473,16260,67056
8.20858,200.588,5.22483,59883,23880
3.69913,102.556,1.24501,38392,7837
4.53758,106.112,0.732042,14507,68667
3.36459,79.8869,0.856083,40583,28415
5.90839,138.154,0.611858,51500,30037
7.205760000000001,171.437,4.33536,30584,30542
8.996080000000001,144.548,4.28979,44497,53463
7.50185,134.11700000000002,3.0760400000000003,16514,45734
6.31576,144.92700000000002,1.5601,3664,3304
8.71469,120.47,3.0152,51648,24450
7.83545,155.422,5.729509999999999,56291,37445
7.920669999999999,157.261,3.45105,19840,34574
8.090589999999999,133.481,3.53439,25795,65791
10.2107,135.526,2.50921,37988,31953
7.255330000000001,158.69899999999998,3.79934,21853,14530
5.6287400000000005,135.096,0.474554,39470,17975
8.0066,191.599,4.62499,33167,17067
6.037380000000001,123.658,0.987925,41940,38879
7.19659,129.994,4.0589900000000005,63376,4714
4.37033,129.923,0.784397,63489,2597
7.72962,134.895,5.85005,59200,61223
9.5821,148.91,2.0674900000000003,65294,40456
7.831580000000001,145.191,3.56606,49280,5727
12.6495,135.284,3.91998,2261,55100
12.4585,168.267,5.23308,49303,23303
5.4831,151.41,1.7190900000000002,10745,44284
9.23595,169.31099999999998,3.06262,19361,70383
8.136239999999999,124.319,3.13471,61001,66966
6.72855,137.91,2.4452700000000003,13836,14986
7.2572,117.228,2.20713,47082,26127
6.10462,150.269,2.12073,36894,54681
5.92278,178.877,6.88876,49901,4824
8.43743,142.325,3.28541,23863,32052
6.46821,144.862,1.35311,17544,24889
5.71436,119.943,1.23635,10640,8047
4.71441,140.558,0.65761,18800,4054
5.09061,138.882,0.916992,42190,59341
5.65132,111.74,2.71122,39460,59622
4.8205800000000005,191.088,1.00155,59279,47064
5.50004,128.507,1.84286,15520,17770
5.32272,135.18,1.6402599999999998,38510,71528
4.28786,83.0867,0.709553,34735,41013
7.09653,187.799,2.55487,64493,52709
6.23187,141.558,1.11154,7280,11966
5.06439,111.388,1.49498,35502,21996
6.54921,153.46200000000002,1.86895,25697,19437
7.164460000000001,165.095,1.46961,15691,38037
10.2312,174.625,2.9556400000000003,51353,62705
8.8479,178.47299999999998,3.94692,42206,38534
5.23277,124.12,1.40017,14959,5142
4.81545,106.077,0.709928,55850,24731
8.31803,161.518,4.25089,37649,65195
8.40912,76.1257,1.45523,19129,14377
7.27473,174.28400000000002,3.1341900000000003,3138,54128
13.0782,153.995,7.078,55788,30461
5.49189,133.489,1.05431,48564,70178
4.99565,120.526,3.0352200000000003,4782,69021
8.51614,153.24,2.97602,32942,37602
6.44405,223.066,1.88532,44490,51247
5.56271,108.188,1.43599,72823,10929
5.442480000000001,95.9807,0.594514,57229,38818
4.753819999999999,99.9874,0.69444,71186,36682
4.04035,120.244,0.571635,29262,53688
6.01976,162.047,1.49086,29245,65453
6.9551300000000005,110.568,2.0459,20715,8752
7.00798,181.834,2.48995,17781,1500
9.57637,164.898,6.88885,22010,47069
6.10651,137.063,1.40584,34645,71011
4.02578,80.8577,0.7294010000000001,12695,48623
6.25752,172.25,2.4995,1200,7113
8.34884,101.461,3.31671,4508,68707
6.46718,145.898,1.73531,28887,808
4.34212,95.2702,1.10687,62033,32865
5.81114,132.80200000000002,1.39019,12478,26200
6.37812,78.2132,0.471118,28482,34854
8.429969999999999,145.141,1.57082,22502,11622
4.40413,119.465,1.0141,31864,12731
7.97572,193.986,3.26435,18114,9218
8.51213,158.71,1.97687,65642,71506
8.23109,152.89,3.27287,18078,35703
6.13518,110.149,2.0691900000000003,43825,27939
6.33513,105.559,2.64235,70382,21895
