Key_2_4,ParticleID_2,ParticleID_41,ParticleID_26,ParticleID_22,ParticleID_15
69450,124.532,-94.0846,154.041,61.692,659.7760000000001
72432,117.236,-32.2224,148.375,36.8774,488.234
44375,130.159,-18.1824,103.357,23.1585,468.329
28935,58.7897,-76.8914,116.399,44.2521,511.846
34875,141.435,-50.3833,157.382,41.9846,738.9639999999999
11975,126.15,-38.2789,128.743,33.5265,576.212
4992,47.9325,-23.1546,85.377,94.183,467.49300000000005
56346,25.0926,-14.9752,4.22589,76.3801,625.386
26895,102.453,16.2753,117.65,31.7311,550.624
69848,131.071,-11.3756,123.436,45.5163,883.283
11389,173.84799999999998,-53.7392,183.195,80.1478,908.912
61954,87.7599,-59.6503,120.001,89.5884,712.645
52311,106.063,-61.4589,90.9341,16.7237,371.822
14048,137.732,-29.0505,3.16416,36.0065,747.365
43340,138.204,-46.5385,162.87,67.657,686.712
59941,68.8111,-41.3615,24.911,33.7649,493.409
38182,108.889,-38.9248,91.8971,9.5489,380.847
40952,224.951,-19.6801,246.683,39.9925,1130.47
31869,142.42600000000002,-42.9188,106.34,40.3238,919.997
7966,126.679,-28.3647,125.408,28.3419,503.489
1449,132.33100000000002,-22.5358,136.43200000000002,80.4808,874.508
60062,170.19299999999998,-56.9884,158.968,58.6779,627.268
30406,115.054,-61.6442,142.17600000000002,38.0937,739.743
10176,131.42700000000002,-3.41511,94.7739,53.3566,1110.52
8116,11.2887,27.5564,2.79464,58.8816,979.516
62759,185.311,-25.5501,131.769,114.136,715.645
13106,154.235,-39.3892,9.63146,44.4983,607.369
16702,95.9159,-56.7368,141.737,25.8766,613.559
72263,29.5707,31.2572,68.7988,75.2273,599.52
44398,16.9737,-33.8706,110.054,88.6128,373.865
67882,122.012,-59.0244,100.435,44.3192,698.544
42392,76.9716,-50.4173,134.97299999999998,58.7642,772.801
65569,143.42700000000002,-12.9503,232.776,71.4038,914.709
6302,42.1085,-13.5433,62.7924,8.513810000000001,532.524
47777,121.807,-29.4597,161.12,82.7312,900.39
65774,57.9041,-12.6725,210.512,313.268,2084.45
58983,139.375,-88.5553,161.998,49.9019,844.56
50772,19.295,18.4607,80.3938,7.1791,167.745
9500,29.8857,-28.1484,0.536515,35.6741,505.152
47730,119.315,3.04673,106.409,58.4835,698.298
3170,262.36,-20.6812,9.63502,52.8271,495.168
41010,134.17,-41.7677,155.086,63.4114,654.499
21492,93.3582,-27.5946,114.372,57.2492,840.257
33310,155.99200000000002,-30.0355,168.155,75.5127,487.2480000000001
913,102.541,-26.5574,32.303,96.453,519.248
23647,128.97799999999998,-37.4725,144.122,40.7366,654.7230000000001
9671,85.1761,10.0927,187.904,77.3319,750.308
12959,244.675,-57.3124,137.793,79.84,553.599
23594,39.662,-24.6678,152.178,29.603,445.471
44568,0.235065,-23.6009,6.12299,58.3148,609.7
17957,104.712,-65.4404,185.016,19.3991,647.798
2838,50.7348,17.2038,5.12509,27.1968,482.345
56903,94.2885,-64.3394,110.395,22.5172,628.865
55292,46.5856,-74.2214,124.127,74.3035,1232.84
70087,126.304,13.8884,57.1887,36.3527,572.2
19417,86.127,9.18875,102.492,38.4953,825.808
14258,141.474,-6.735239999999999,138.157,29.6461,573.294
3508,124.332,-0.711789,120.851,33.1472,790.679
70779,54.7198,-21.8157,167.862,62.2692,424.396
59234,147.202,-5.874569999999999,166.72099999999998,63.7094,765.175
52889,54.5227,9.2035,59.0843,56.2777,819.112
51933,119.519,-56.2826,6.912660000000001,23.9035,524.521
54163,333.744,-63.2809,2.35524,295.921,909.634
52483,148.515,-64.8578,141.719,31.9329,475.603
46803,125.203,68.429,62.3018,77.3713,893.7739999999999
51308,154.049,-20.8041,126.444,74.4248,658.447
1826,94.308,-18.4713,118.563,67.5646,891.192
6951,77.85,-31.6453,137.71200000000002,17.8695,404.425
32009,119.946,-24.0927,149.2,47.6493,708.307
45602,75.2597,8.45946,78.7244,121.611,953.318
15812,97.7655,-61.5869,154.791,58.6763,957.768
18044,124.32,-26.2536,103.122,43.5291,699.705
39487,123.304,34.279,128.09,32.6697,763.375
21413,41.6292,-13.1128,12.5211,16.2455,490.643
57244,65.828,-11.5383,143.828,11.3693,571.552
72890,94.8066,-96.7964,134.852,156.523,759.2439999999999
60288,129.134,-18.1856,70.4511,52.5765,717.243
55857,80.4686,-28.0984,95.1029,55.0916,855.306
9082,173.618,-10.7538,144.901,60.67,620.312
11439,145.80100000000002,-55.2474,149.359,21.4801,725.196
29009,68.6743,-54.4852,110.386,20.7985,552.6619999999999
66997,114.925,-29.9884,143.599,28.7144,532.651
59654,276.957,-17.8526,156.536,57.228,441.35
61568,130.165,-44.6972,101.09,17.4166,642.7130000000001
47473,114.077,-50.5083,154.03799999999998,59.9212,509.222
32237,132.393,-22.9325,7.7942,123.673,616.05
12643,200.446,-29.0238,164.94,109.594,671.868
50247,51.4067,-28.218,172.34900000000002,63.3002,1072.21
36840,106.966,-40.4133,127.123,35.0098,489.567
16862,21.3456,29.7777,94.2412,27.7034,679.341
30978,132.357,-34.491,70.526,13.2967,531.7040000000001
19111,89.8498,-14.4176,101.767,32.1878,793.6469999999999
26424,115.379,-18.0631,142.79,63.1266,782.753
23138,114.784,-59.5643,133.618,32.4705,555.025
736,153.961,-23.6469,156.722,21.4007,584.948
43786,142.875,-37.1504,148.835,26.7702,523.383
37606,133.411,-52.3084,304.634,145.203,1593.99
22758,123.687,-22.6945,143.055,58.3149,934.424
61075,135.191,-28.9316,212.827,121.188,1182.13
54944,151.877,16.0575,102.795,120.917,1387.01
52499,114.632,-5.31421,116.917,20.9901,525.9630000000001
9169,172.747,-39.1292,180.293,39.0409,625.466
49645,59.4315,22.3913,222.088,62.1273,982.886
41127,31.1924,-69.0299,60.6735,79.4372,441.604
42926,50.2,-28.6888,79.2167,14.0227,392.212
39405,125.182,-15.6232,160.55700000000002,28.2477,472.937
56472,147.36700000000002,-47.0628,135.517,42.0491,728.7639999999999
28188,119.943,-15.2478,145.359,30.26,656.4169999999999
57468,120.893,-45.5366,119.733,94.4249,1040.91
63671,107.148,-28.1224,202.982,47.9639,813.96
53976,156.204,-97.4704,182.039,32.4449,637.992
1291,28.6046,-47.8542,48.8893,35.2907,279.428
8330,154.43200000000002,-36.0406,138.202,46.8983,805.034
72923,20.4279,15.3187,92.5154,64.222,791.243
69901,41.8032,-15.4365,94.7391,21.0697,399.896
59982,130.546,-14.8018,154.843,48.3252,715.431
40782,120.002,-13.8831,132.97,28.5709,466.435
72353,235.803,-57.223,220.664,164.28400000000002,1208.37
56935,187.674,-6.19231,119.712,125.066,1336.73
15310,114.738,-29.9057,112.703,56.6173,633.514
20730,106.985,-49.5584,125.844,14.1388,540.938
37912,75.3306,-44.9208,126.81,32.4992,522.92
24590,149.47799999999998,-46.3655,157.327,78.5063,671.438
52362,230.42,18.7738,31.4967,40.8335,533.302
6580,155.22799999999998,-10.3185,118.924,34.0304,782.1089999999999
23338,118.276,-63.4291,110.843,49.9858,567.742
16990,119.648,-23.6068,12.2835,123.913,1083.59
63417,46.0517,-55.4392,118.134,58.9225,1094.6
6482,86.7018,-46.5981,149.435,41.3952,757.372
13373,61.936,-10.2487,53.8762,59.4031,445.696
62538,126.594,-47.7023,151.343,64.0,542.927
56297,102.154,-58.1706,118.858,26.5536,520.302
19222,179.24599999999998,-39.2238,171.937,80.7148,1383.23
35943,121.67,-15.0694,97.8218,87.359,1198.16
68990,64.7526,29.2283,157.87,6.769889999999999,685.6619999999999
61901,12.3993,30.8838,88.4374,77.336,816.565
65893,146.74200000000002,9.14023,33.8873,9.53293,451.784
36592,184.272,-29.0323,73.7287,33.2455,620.015
49753,110.506,-21.295,121.126,53.2147,661.177
69162,126.825,-11.2446,137.257,40.4861,662.211
35424,133.19,-4.80103,121.376,35.9075,533.924
64951,136.42,-27.9055,144.122,39.1448,694.572
3717,128.116,-9.01368,157.218,40.832,595.69
18071,145.487,-68.9625,133.22299999999998,22.6441,562.622
22360,34.5973,-35.5013,151.461,38.2772,645.43
4206,26.9444,-55.939,90.6551,24.4083,465.443
53520,119.948,-59.8993,140.753,54.3117,606.753
7162,119.605,-43.7007,111.516,39.1016,491.197
65912,91.3132,-35.0279,155.494,60.4667,551.633
5749,131.933,8.59165,123.579,20.5816,575.807
57398,1.63381,11.5149,111.953,94.2546,956.232
2012,141.52100000000002,-26.9378,154.597,35.5634,881.163
45360,75.3407,-68.8101,116.929,65.2217,729.194
24830,114.475,-25.3721,94.573,68.9156,679.77
19987,116.242,15.1255,117.949,29.4944,531.094
7183,150.695,-25.0378,2.25321,47.0768,620.156
42786,117.983,-53.9348,181.827,35.3437,807.664
30650,65.6398,-28.1275,70.7389,43.548,614.572
63125,260.275,-41.338,139.195,97.2795,606.529
57986,128.332,-62.9581,122.727,31.7018,520.653
57733,153.675,-58.216,142.517,43.5445,751.8789999999999
54713,117.941,-19.5707,146.19799999999998,58.1337,502.823
21456,1254.56,-4.45546,267.025,131.40200000000002,1564.06
38343,102.484,-240.505,0.0,11.0825,600.435
72251,84.4627,-26.1742,153.981,38.0961,734.867
14375,107.925,-87.4146,121.856,34.4818,805.566
67003,129.642,-9.37974,5.890680000000001,64.4728,658.313
48625,125.642,-27.5403,113.241,54.2957,642.266
47440,136.312,18.3701,96.1033,78.1671,1286.8
58803,109.26,-23.238,180.013,58.5616,937.742
71661,82.6999,-48.1836,94.3217,42.4809,545.16
56268,126.609,-4.33807,117.632,158.131,1116.87
63806,76.3913,-18.897,62.1731,32.6072,813.36
58813,17.6391,-38.2143,86.7542,92.3205,384.994
43260,48.91,-1.2766,6.91729,35.5674,554.905
30212,163.464,22.0837,15.8788,126.606,1155.86
57378,129.596,-29.6171,148.36700000000002,42.762,376.094
32976,147.842,-69.8937,114.51,59.3747,545.627
29971,76.1983,-6.988460000000001,115.144,80.9663,487.235
32159,88.555,-29.092,88.6992,28.6445,679.4889999999999
8268,268.566,-27.7989,137.512,42.467,683.21
48687,165.47299999999998,4.59029,72.8866,45.0926,590.99
67058,342.374,-26.8166,253.787,113.119,1754.27
14484,83.5933,-48.2145,117.61,44.0276,476.9330000000001
59751,114.652,-45.967,152.72799999999998,84.6294,965.315
46051,29.5753,-45.994,113.295,47.5491,359.403
39401,146.435,-73.9824,161.701,20.1136,525.061
68564,9.38407,-175.247,47.3848,4.07006,267.065
25011,152.083,-36.8708,124.288,56.2586,1125.68
37558,129.251,-61.5999,145.839,55.1955,601.9069999999999
6720,46.0864,-42.9989,84.8149,39.3652,649.681
46663,102.188,-47.5675,164.24,41.402,887.0060000000001
25888,124.774,-34.4513,127.873,23.2269,640.366
5395,165.632,-33.129,156.5,53.9896,649.705
48123,87.0222,-86.6023,152.609,37.0778,918.616
67752,98.1247,-24.873,161.635,50.6573,597.986
13034,121.988,-42.3822,90.0851,24.8865,650.923
62218,127.561,18.9874,141.931,84.9572,373.626
38132,110.606,15.6536,172.541,151.884,893.768
19079,32.9569,6.9882,123.792,98.316,571.355
63591,77.687,-16.1134,0.0,25.8794,264.894
55257,163.88099999999997,-54.2624,156.149,49.2131,544.09
21980,32.5726,-19.0732,115.293,55.9413,659.577
41456,100.282,-43.8505,206.402,84.0626,1073.93
27856,361.142,28.365,83.2281,40.9155,760.172
38562,130.743,-25.8612,190.887,51.3298,858.503
51733,136.208,-79.1978,112.875,77.8796,557.262
8754,112.198,-31.8311,128.392,25.5606,470.601
62055,115.614,7.174119999999999,179.66,101.368,1122.44
7933,128.49,-20.9767,167.169,95.0443,1025.52
59590,128.02,-27.1627,152.726,66.1475,587.1709999999999
5717,150.58100000000002,-3.3080300000000005,138.06,63.9444,816.1060000000001
27897,137.778,-40.9708,133.466,35.9169,470.882
6030,222.103,-10.1298,212.826,69.4626,1015.52
23191,121.423,-55.9136,119.126,37.9783,827.721
68760,439.393,-10.2927,45.0491,43.0911,718.701
58498,168.14700000000002,-62.035,122.11,64.26,604.279
29157,152.686,-26.139,173.562,48.0191,743.992
42302,50.7449,-37.6323,195.72,115.408,1460.73
66235,65.431,-11.101,58.7258,13.3861,478.395
51011,104.534,-54.1502,132.871,65.4405,519.518
65714,72.0866,-9.86341,124.754,30.6706,464.013
34735,86.6624,-6.6306,122.467,70.6599,654.675
27571,112.58,5.43487,148.404,33.8513,916.46
37458,115.022,-21.7132,124.348,26.2375,391.9330000000001
1371,24.2884,-34.6096,8.50998,86.1356,1318.88
48371,126.04,-34.1668,186.605,102.216,851.0830000000001
34912,94.6907,11.6772,181.141,29.5269,718.551
66276,111.183,-33.9613,120.474,32.0925,424.891
83,142.998,17.5605,95.0967,11.703,627.371
71621,213.747,-45.1766,121.712,13.0336,487.105
29730,222.079,-29.9623,334.565,191.946,1324.07
39602,100.087,-16.0163,84.405,151.614,1887.8
34293,241.011,29.1376,84.9512,103.924,1033.24
1353,140.825,5.05461,151.92600000000002,38.91,607.28
69532,97.6215,-26.2528,125.497,36.2895,525.072
28781,93.4405,1.13952,194.737,24.0907,786.413
7583,85.8633,-6.43463,98.8088,11.4586,257.063
60455,120.627,-54.9025,108.653,52.161,826.3480000000001
43252,123.163,-50.5928,125.804,59.409,733.503
9788,348.79400000000004,20.845,51.4954,38.0531,615.6759999999999
8110,156.078,-19.6236,8.87018,52.0299,588.007
5648,96.2079,-14.0194,53.1035,62.3324,509.473
12631,39.1441,-41.2747,31.2383,28.5154,457.651
65574,79.0432,-32.5744,36.746,102.346,641.313
26144,1.30937,4.33438,50.4446,62.5178,675.3889999999999
29902,118.25,-57.6482,96.8179,43.6779,443.401
35289,101.257,-25.116,6.767739999999999,170.128,805.505
36684,146.065,-29.4278,154.72799999999998,32.9389,577.112
18060,102.233,32.3968,74.4098,45.531,835.595
72768,70.9199,17.832,218.002,29.2943,1148.36
17832,36.597,-20.6875,38.9563,57.2729,828.07
16825,141.601,38.2477,170.847,120.148,1165.61
1006,113.132,-16.2397,112.185,30.1301,622.3430000000001
55039,129.029,3.58865,264.838,12.7328,997.401
49244,223.263,-43.7067,136.658,162.335,708.238
48453,77.2017,-32.6744,154.77700000000002,79.6378,835.944
12178,105.526,-27.9714,5.8727,45.0536,646.538
68430,124.266,74.1669,130.826,11.333,599.2909999999999
15691,283.204,11.3542,54.5977,144.664,912.487
4580,112.695,-29.1181,102.927,67.038,661.561
44386,218.449,-67.5166,111.507,40.7139,629.922
34714,135.863,-21.3054,129.188,35.2053,493.893
60960,111.077,-32.7017,47.3539,31.4423,629.261
25976,149.77700000000002,-8.18055,56.1935,114.397,1689.56
69377,87.0845,-71.9688,8.73653,35.6971,653.491
