all/bioresponse_table_1_3.csv.D809,all/bioresponse_table_1_3.csv.D697,all/bioresponse_table_1_3.csv.D895,all/bioresponse_table_1_3.csv.D515,all/bioresponse_table_1_3.csv.D37,all/bioresponse_table_1_3.csv.D143,all/bioresponse_table_1_3.csv.D546,all/bioresponse_table_1_3.csv.D896,all/bioresponse_table_1_3.csv.D773,all/bioresponse_table_1_3.csv.D937,all/bioresponse_table_1_3.csv.Key_1_3,Key_0_0
0.0417,0.1,0.0,0.0625,0.470102864,0.0345,0.0,0.0,0.0,0.0,1265,473
0.125,0.3,0.0,0.0938,0.296436468,0.103448276,0.0,0.0,0.0,0.0,227,1600
0.0,0.2,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.1,1149,1167
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866,1688
0.0,0.2,0.0,0.28125,0.0,0.069,0.0,0.0,0.148148148,0.1,1093,1127
0.125,0.3,0.0,0.0,0.326333622,0.0345,0.0,0.0,0.0,0.2,2219,630
0.0,0.0,0.0,0.0,0.0,0.137931034,0.0,0.0,0.0,0.0,2302,1875
0.166666667,0.2,0.0,0.0313,0.25,0.0345,0.0,0.0,0.0,0.0,1722,1807
0.0417,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,1822,1154
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2143,1545
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369,1970
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,185,685
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,1124,829
0.0417,0.0,0.0,0.0,0.25,0.103448276,0.0,0.0,0.0,0.0,1747,731
0.0417,0.1,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,2676,2119
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416,1786
0.0833,0.0,0.0,0.0625,0.0,0.103448276,0.0,0.0,0.0,0.3,860,2514
0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,2979,686
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,3,2095
0.0833,0.0,0.0,0.0313,0.0,0.103448276,0.0,0.0,0.0,0.0,245,3174
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852,458
0.0417,0.0,0.0,0.0,0.0,0.172413793,0.0,0.0,0.0,0.0,422,711
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329,2840
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2618
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,365,2092
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2739,189
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628,306
0.125,0.3,0.0,0.0,0.296436468,0.069,0.0,0.0,0.0,0.0,715,3196
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316,972
0.0,0.0,0.0,0.0625,0.413998515,0.0,0.0,0.0,0.0,0.0,2384,2549
0.125,0.3,0.0,0.0,0.326333622,0.069,0.0,0.0,0.0,0.0,3059,233
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2339,2488
0.0,0.0,0.0,0.0625,0.0,0.0345,0.0,0.0,0.0,0.0,2484,809
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,2261,2291
0.0,0.0,0.1875,0.0,0.0,0.069,0.0,0.166666667,0.0,0.0,1476,1592
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,2637,2132
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,479,2818
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,578
0.0417,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2566,1488
0.0417,0.0,0.0,0.0,0.0,0.137931034,0.0,0.0,0.0,0.0,848,321
0.0,0.0,0.0,0.0625,0.0,0.069,0.0,0.0,0.0,0.1,3330,1435
0.0,0.2,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,3179,1331
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1933,3402
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987,811
0.0,0.2,0.0,0.0,0.326333622,0.0345,0.0,0.0,0.0,0.0,316,1931
0.125,0.0,0.0,0.0,0.0711,0.137931034,0.0,0.0,0.0,0.0,315,3079
0.0,0.1,0.0,0.0938,0.25,0.0,0.0,0.0,0.0,0.0,3272,752
0.0417,0.1,0.0,0.0625,0.0,0.0345,0.0,0.0,0.0,0.0,1912,775
0.0,0.2,0.125,0.0,0.0,0.069,0.0,0.111111111,0.0,0.0,2276,359
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,1483
0.0,0.0,0.0,0.0313,0.0,0.0345,0.0,0.0,0.0,0.0,1126,2340
0.0,0.0,0.0,0.0,0.0,0.206896552,0.0,0.0,0.0,0.0,3423,2299
0.0833,0.0,0.0,0.0625,0.0,0.172413793,0.0,0.0,0.0,0.0,121,3047
0.0417,0.1,0.0,0.0,0.132255123,0.0345,0.0,0.0,0.0,0.0,2540,3141
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1610,1769
0.0417,0.0,0.0,0.0,0.153746173,0.0345,0.0,0.0,0.0,0.0,1261,2029
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647,1356
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1334,1050
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1405,2934
0.0417,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,406,1184
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2718,67
0.0,0.0,0.0,0.0,0.0,0.0345,0.117647059,0.0,0.0,0.0,2366,112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792,2313
0.125,0.3,0.0,0.0313,0.630411472,0.0345,0.0,0.0,0.0,0.0,887,2827
0.0,0.0,0.0,0.0,0.0,0.069,0.176470588,0.0,0.0,0.1,2874,2542
0.0,0.1,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1486,2380
0.0417,0.1,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,2134,197
0.0,0.0,0.0,0.125,0.0,0.0345,0.0,0.0,0.0,0.0,1434,1245
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809,1745
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,1518
0.0417,0.3,0.0,0.0938,0.516539349,0.0,0.0,0.0,0.0,0.0,3042,2643
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,986,2273
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,617,2524
0.0,0.0,0.0,0.0313,0.0,0.0345,0.0,0.0,0.0,0.0,207,1264
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2674,3341
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1178,3011
0.0833,0.0,0.0,0.0,0.132255123,0.103448276,0.117647059,0.0,0.0,0.0,3243,1054
0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,1624
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2897,566
0.416666667,0.1,0.0,0.3125,0.0,0.448275862,0.176470588,0.0,0.0,0.0,114,2065
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2728,1253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,1954
0.0,0.1,0.0625,0.0938,0.0,0.069,0.0,0.0,0.0,0.0,929,1702
0.0,0.0,0.0,0.125,0.0,0.0345,0.0,0.0,0.0,0.0,180,1829
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3254,3428
0.0,0.1,0.0,0.0938,0.0,0.0345,0.0,0.0,0.0,0.0,420,2970
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415,2207
0.0,0.1,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,735,2982
0.0,0.1,0.0,0.0625,0.0,0.0345,0.0,0.0,0.0,0.0,607,639
0.0417,0.0,0.0,0.0313,0.0,0.0,0.0,0.0,0.0,0.2,2962,1641
0.166666667,0.0,0.0,0.0,0.25,0.172413793,0.0,0.0,0.0,0.0,814,42
0.0,0.0,0.0,0.0938,0.0,0.0345,0.0,0.0,0.0,0.1,1380,1902
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2299,216
0.0,0.0,0.0,0.0313,0.0,0.069,0.0,0.0,0.0,0.0,2741,7
0.0,0.0,0.0,0.0,0.25,0.0345,0.0,0.0,0.0,0.0,3388,449
0.0,0.2,0.0,0.0625,0.0,0.137931034,0.0,0.0,0.0,0.2,2205,1188
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480,12
0.0,0.2,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.1,1344,362
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1996,2112
0.0,0.0,0.0,0.0938,0.113872107,0.0345,0.0,0.0,0.148148148,0.1,1839,1024
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,214,3151
0.0417,0.0,0.0,0.15625,0.0,0.172413793,0.0,0.0,0.0,0.0,1816,3373
0.0417,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,3394,1704
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,2275
0.0417,0.1,0.0,0.0313,0.0,0.103448276,0.0,0.0,0.0741,0.0,2131,1790
0.0417,0.0,0.0,0.0,0.25,0.137931034,0.0,0.0,0.0,0.0,1077,117
0.0,0.1,0.0625,0.21875,0.0,0.103448276,0.117647059,0.0,0.0,0.0,1239,1271
0.0,0.0,0.0,0.0,0.0,0.137931034,0.0,0.0,0.0,0.0,2324,2892
0.0,0.1,0.0,0.0938,0.0,0.069,0.117647059,0.0,0.0,0.0,3344,450
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2877,694
0.0,0.0,0.0,0.0,0.0,0.24137931,0.0,0.0,0.0,0.0,1938,2953
0.0417,0.1,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,297,2329
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3427,206
0.0,0.1,0.0,0.0313,0.220102864,0.0345,0.0,0.0,0.0,0.0,795,2573
0.0417,0.1,0.0,0.0625,0.0,0.0345,0.0,0.0,0.0,0.0,1053,2016
0.0833,0.2,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1614,1375
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1086,1965
0.0,0.0,0.0,0.0625,0.25,0.0345,0.0,0.0,0.0,0.0,292,1761
0.0,0.0,0.0,0.0,0.0711,0.103448276,0.176470588,0.0,0.0,0.0,2195,2842
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2658,198
0.0,0.0,0.0,0.0938,0.0,0.069,0.0,0.0,0.0,0.0,529,1943
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1327,757
0.0,0.0,0.0,0.0,0.0,0.103448276,0.352941176,0.0,0.0,0.0,461,3109
0.0,0.2,0.0,0.0625,0.326333622,0.069,0.0,0.0,0.0,0.0,3397,1228
0.0417,0.0,0.0,0.0313,0.0,0.069,0.117647059,0.0,0.0,0.0,1646,82
0.0833,0.0,0.0,0.0938,0.0,0.275862069,0.0,0.0,0.0,0.1,2597,3207
0.0,0.1,0.0,0.0938,0.0,0.069,0.0,0.0,0.0,0.0,2350,1275
0.166666667,0.2,0.0,0.0313,0.25,0.137931034,0.0,0.0,0.0,0.0,740,1251
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2372,1192
0.0417,0.1,0.0,0.0625,0.0,0.0345,0.0,0.0,0.0,0.0,3284,929
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2218,2135
0.0417,0.0,0.0,0.0625,0.0,0.206896552,0.0,0.0,0.0,0.1,3368,2055
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2942,961
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1732,2837
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3370,6
0.0,0.1,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2494,3195
0.0,0.0,0.0,0.0625,0.0,0.172413793,0.0,0.0,0.0,0.0,1817,451
0.0,0.0,0.0,0.0625,0.0,0.103448276,0.0,0.0,0.0,0.0,502,343
0.0,0.0,0.0,0.0625,0.0,0.069,0.0,0.0,0.0,0.0,2149,1424
0.0,0.1,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1956,1448
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,679,2012
0.208333333,0.0,0.0,0.15625,0.0,0.069,0.0,0.0,0.0,0.0,1668,286
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,677,1892
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938,1579
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,199,1083
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1545,860
0.0,0.2,0.0,0.0313,0.296436468,0.0345,0.0,0.0,0.0,0.0,2375,3209
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1812,3033
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606,419
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569,2285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,733
0.0,0.2,0.0,0.0,0.0711,0.069,0.0,0.0,0.0,0.0,1343,2969
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896,139
0.0,0.1,0.0,0.0625,0.25,0.069,0.0,0.0,0.0,0.0,2665,553
0.0,0.1,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,3376,2646
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2232,3332
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,2497
0.0417,0.0,0.0,0.0,0.113872107,0.069,0.0,0.0,0.0,0.0,2397,607
0.0417,0.0,0.0,0.0,0.113872107,0.069,0.0588,0.0,0.0,0.0,1154,1150
0.0,0.2,0.0,0.0625,0.0,0.069,0.0,0.0,0.0,0.1,3383,244
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1648,2589
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,53,1430
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2794,3393
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2444,3198
0.0,0.1,0.0,0.0625,0.0,0.103448276,0.0,0.0,0.0,0.2,1289,2447
0.0417,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,1397,3293
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,3230,457
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829,2766
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1988,415
0.0,0.0,0.0,0.0,0.0,0.172413793,0.0,0.0,0.0,0.0,1969,2750
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827,2507
0.0,0.0,0.0,0.125,0.413998515,0.0,0.0,0.0,0.0,0.1,1589,1071
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,2115,2010
0.416666667,0.0,0.0,0.75,0.0,0.517241379,0.0,0.0,0.0,0.1,1587,3182
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472,1780
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1682,1711
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2176,1755
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,1682
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,2433,20
0.0417,0.1,0.0,0.0625,0.220102864,0.0345,0.0,0.0,0.0,0.0,2021,1963
0.0417,0.0,0.0,0.125,0.0,0.103448276,0.0,0.0,0.0,0.0,3264,2726
0.208333333,0.0,0.0,0.0313,0.25,0.137931034,0.0,0.0,0.0,0.2,2245,1537
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2029,2206
0.0417,0.2,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2415,2104
0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1098,2862
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2371,2460
0.0,0.0,0.0,0.0,0.0,0.0,0.117647059,0.0,0.0,0.0,675,1816
0.0,0.2,0.375,0.1875,0.0,0.069,0.0,0.166666667,0.0,0.1,563,85
0.0833,0.3,0.0,0.0938,0.296436468,0.172413793,0.0588,0.0,0.0,0.0,124,1497
0.0833,0.0,0.0,0.15625,0.0,0.344827586,0.0,0.0,0.0,0.0,3338,563
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,3346,492
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891,2274
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643,396
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109,2597
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,1459,779
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2747,1051
0.0417,0.0,0.0,0.0625,0.0,0.103448276,0.0,0.0,0.0,0.0,3041,3136
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0741,0.0,2059,1491
0.0,0.0,0.0,0.375,0.0,0.069,0.0,0.0,0.0,0.1,2275,1955
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,437,879
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,2736,2417
0.0417,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,60,137
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161,2397
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2283,2229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375,39
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,220,1634
0.125,0.0,0.0,0.1875,0.0,0.379310345,0.0,0.0,0.0,0.0,103,2435
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167,1550
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3419,1812
0.166666667,0.0,0.0,0.0,0.5,0.103448276,0.0,0.0,0.0,0.0,1490,732
0.0,0.2,0.0,0.0,0.0711,0.069,0.0,0.0,0.0,0.0,1101,2672
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,902
0.0,0.1,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,576,2665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1879,1885
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,402,2675
0.0,0.0,0.3125,0.0,0.0,0.0345,0.0,0.333333333,0.0,0.0,1070,1068
0.0417,0.1,0.0,0.0625,0.132255123,0.0,0.0,0.0,0.0,0.0,3088,990
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2928,1752
0.0417,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2888,1519
0.0,0.0,0.0,0.0,0.132255123,0.0345,0.0,0.0,0.0,0.0,1473,2177
0.0833,0.3,0.0,0.0,0.296436468,0.0345,0.0,0.0,0.0,0.0,1432,849
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2535,1179
0.0833,0.2,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,2325,1862
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,161,855
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240,3143
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2878,2251
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,1301
0.0417,0.0,0.0,0.0,0.0,0.275862069,0.0,0.0,0.0741,0.0,1728,1038
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904,1509
0.0,0.0,0.0,0.0313,0.0,0.069,0.0588,0.0,0.0,0.0,195,909
0.0,0.0,0.0,0.1875,0.0,0.206896552,0.0,0.0,0.0,0.0,3144,2325
0.0,0.0,0.0,0.125,0.142251133,0.0345,0.117647059,0.0,0.0,0.0,2001,3312
0.166666667,0.0,0.0,0.3125,0.0,0.724137931,0.0,0.0,0.037,0.1,1568,2832
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1524,728
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832,2198
0.0,0.1,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,774,1459
0.208333333,0.4,0.0,0.0,0.296436468,0.069,0.0,0.0,0.0,0.0,1417,2834
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2630,754
0.0,0.0,0.0,0.0,0.0,0.172413793,0.0,0.0,0.0,0.0,291,226
0.0,0.3,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2293,885
0.0,0.0,0.0,0.0625,0.25,0.069,0.0,0.0,0.0,0.0,333,2022
