Key_0_0,gmean_atomic_radius,wtd_range_ElectronAffinity,mean_ElectronAffinity,wtd_std_FusionHeat,std_FusionHeat,Key_1_2
16641,141.24059875603,44.925,82.3375,7.15876205933835,7.19124403354524,16630
13328,140.611449046856,44.1525,82.3375,6.15243626541551,6.21646127229954,18098
18748,140.611449046856,43.895,82.3375,6.048107215393,6.21646127229954,2864
17657,140.611449046856,43.6375,82.3375,5.93832531573975,6.21646127229954,2404
20166,140.611449046856,44.0666666666667,82.3375,5.82278215288877,6.21646127229954,667
8557,136.126003095455,74.3538461538461,81.8375,5.37846743970808,4.59906411675245,25
19957,139.000513752081,46.9714285714286,77.2375,4.35965010766053,4.9481552875794,10431
17556,139.000513752081,81.6423529411765,77.2375,5.47783159937779,4.9481552875794,19603
20884,139.000513752081,80.8075,77.2375,5.43852531840102,4.9481552875794,12221
1823,139.000513752081,78.78,77.2375,5.34181175410801,4.9481552875794,12418
20197,138.006405771147,44.41,82.3375,5.28377398793283,4.58575956085794,19995
6440,142.015397971922,83.646,82.3375,5.39297121816907,4.68301620219277,5335
16386,142.321797590921,83.646,82.3375,5.44633786686063,4.75374491848269,7360
4995,141.55204628915,83.646,82.3375,5.54232162184765,4.90083571954825,11864
3845,141.24059875603,83.646,82.3375,6.27807392119589,6.27525622982839,13269
7919,141.24059875603,83.646,82.3375,6.75034986945121,7.19124403354524,1071
16239,140.611449046856,83.646,82.3375,6.24783951138311,6.21646127229954,17863
12439,139.812941759091,83.646,82.3375,7.12710685762463,7.91296978068285,7482
6989,138.006405771147,50.2863636363636,82.3375,3.92104940414579,4.58575956085794,20143
1404,143.079258066457,46.9714285714286,82.3375,4.30255857435018,4.62523953433765,771
17633,142.321797590921,50.2863636363636,82.3375,3.76167586180099,4.75374491848269,20625
1251,139.000513752081,46.9714285714286,77.2375,4.35965010766053,4.9481552875794,3401
6093,139.000513752081,83.634,77.2375,5.50827546152151,4.9481552875794,589
10347,139.000513752081,30.99,77.2375,4.89272017900063,4.9481552875794,19730
8091,139.000513752081,36.7414285714286,77.2375,5.16380219036559,4.9481552875794,18578
84,142.479406207726,81.3964285714286,65.77,4.48495149280983,4.50883211486079,3380
7780,131.302196551623,81.2886428571429,79.6075,4.6583013524026,4.59906411675245,1042
19933,150.11478525678,34.8525,75.77,4.58721819297927,4.12578591785856,5197
6520,131.302196551623,81.1020714285714,79.6075,4.69249066409866,4.59906411675245,1901
6502,139.000513752081,44.41,77.2375,5.49400408526321,4.9481552875794,16384
19909,140.611449046856,83.646,82.3375,5.29460081214816,4.59293378463047,7659
3109,139.812941759091,80.9871428571429,82.3375,9.41658828117396,7.91296978068285,11741
18433,139.000513752081,94.7425,77.2375,5.63625297121727,4.9481552875794,2969
4475,136.126003095455,81.0975,81.8375,4.6583013524026,4.59906411675245,9692
16875,131.302196551623,81.2886428571429,79.6075,4.6583013524026,4.59906411675245,18027
5799,139.225929730062,81.3635714285714,65.506,4.76894008675098,6.25929304634317,5150
11069,138.425727692897,81.3541428571429,74.106,4.70858839065946,7.57249849389222,11424
1319,137.606583012166,81.3345714285714,76.846,4.6961572393103,6.81841487737436,16068
12363,136.767455889009,81.4242857142857,63.986,4.66748905970319,4.82290674178964,16527
12757,135.907214936949,81.3057142857143,67.126,4.67719408951782,4.95243106362926,7328
18832,135.202994564732,81.242,76.726,4.71784619442874,5.54465052460477,9909
6927,134.66503454858,81.242,86.386,4.73722721577481,5.82042863026427,13867
5970,133.375254778514,81.4264285714286,63.986,4.65567254781186,4.11736875200655,13501
12057,148.989953227292,81.242,73.986,4.6719654737332,4.11352858747815,11324
17429,143.678252509203,81.242,73.986,4.67388726908145,4.11426365708373,17874
149,147.88801664533,81.242,73.986,4.6906812698701,4.16267959852785,16164
13125,147.261349955441,81.242,73.986,4.71510847365862,4.29572595029059,10615
7105,142.245338798365,76.5323076923077,65.23,5.66026347631466,4.96386920053299,6405
18283,142.245338798365,76.3338461538462,65.23,5.6719347210004,4.96386920053299,7121
18302,142.245338798365,76.6910769230769,65.23,5.65090081262119,4.96386920053299,19170
3507,142.245338798365,76.6513846153846,65.23,5.65324362461852,4.96386920053299,17460
975,142.245338798365,76.572,65.23,5.65792495468961,4.96386920053299,19954
5005,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,16839
9321,126.565976691233,63.3923076923077,102.09,5.55887541732367,5.12297029466305,2856
13372,124.14766127003,63.3923076923077,131.89,5.49837863567996,4.85347848867181,20175
4145,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,340
14438,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,16351
18996,142.321797590921,74.3538461538461,82.3375,5.54263599518748,4.75374491848269,8552
21238,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,16175
20282,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,564
19869,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,18115
1119,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,17138
6095,141.24059875603,79.2214285714286,82.3375,6.21218602951538,6.27525622982839,1330
16030,154.128981496929,81.2064285714286,72.09,5.50004320576722,4.48520740211643,17482
5556,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,893
20655,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,20875
7751,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,4126
16144,149.192215202956,80.25,79.31,6.51623759539075,8.66355108716974,17576
16423,143.079258066457,83.8005,82.3375,5.34321131530468,4.62523953433765,11765
5507,143.079258066457,83.646,82.3375,5.33960337103796,4.62523953433765,5593
13855,143.079258066457,109.683166666667,82.3375,4.48232555243645,4.62523953433765,20983
14816,143.079258066457,83.337,82.3375,5.33236609395867,4.62523953433765,10808
21254,143.079258066457,83.1825,82.3375,5.32873673209702,4.62523953433765,1014
16294,143.079258066457,83.44,82.3375,5.32510020187414,4.62523953433765,4827
970,143.079258066457,83.4915,82.3375,5.33598830208613,4.62523953433765,15248
18033,139.000513752081,83.44,77.2375,5.52935123218709,4.9481552875794,17632
14455,121.505894784823,75.7261538461538,90.4075,5.39673248062711,4.87095891483392,8046
2366,121.505894784823,33.9925,90.4075,4.87095891483392,4.87095891483392,8195
5048,141.24059875603,46.9714285714286,82.3375,5.68518824558652,7.19124403354524,12026
16192,141.24059875603,46.9714285714286,82.3375,5.07839462018927,6.27525622982839,19277
18986,142.321797590921,46.9714285714286,82.3375,4.30240204385164,4.75374491848269,2218
11988,139.000513752081,73.8255813953488,77.2375,5.65296450346393,4.9481552875794,2635
7166,142.015397971922,48.075,82.3375,4.28027560623216,4.68301620219277,16914
6486,142.321797590921,48.075,82.3375,4.28804342423946,4.75374491848269,9458
18369,139.000513752081,48.075,77.2375,4.36066860628936,4.9481552875794,12655
1021,140.611449046856,48.075,82.3375,4.33453809416827,4.59293378463047,4344
8656,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,20873
12341,140.945228496831,74.5480769230769,84.49,5.78455528968375,5.70995739388658,14755
3938,134.52082613918,76.5615384615385,70.59,5.63767172976082,4.53905865130646,16287
20380,134.52082613918,76.3923076923077,70.59,5.62675069297963,4.53905865130646,16910
3082,131.302196551623,81.2886428571429,79.6075,4.6583013524026,4.59906411675245,11607
9822,134.66503454858,81.2886428571429,86.386,4.69371210248567,5.82042863026427,9321
19102,134.66503454858,81.2886428571429,86.386,4.72881235467366,5.82042863026427,10280
20535,134.52082613918,76.3584615384615,70.59,5.62456212312773,4.53905865130646,9497
16533,134.52082613918,76.3246153846154,70.59,5.62237209515089,4.53905865130646,17701
4889,134.52082613918,76.2907692307692,70.59,5.62018060734454,4.53905865130646,9368
15709,134.52082613918,76.2738461538462,70.59,5.61908431547158,4.53905865130646,17977
893,134.52082613918,76.1215384615385,70.59,5.60920121094368,4.53905865130646,12369
15627,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,3766
6306,139.000513752081,73.2890625,77.2375,5.65716290284936,4.9481552875794,18341
13533,141.24059875603,74.3538461538461,82.3375,6.71403560685952,7.19124403354524,19167
18486,114.622083458931,75.1216133942161,76.65,5.63900129377413,5.37436448335987,11545
10396,114.622083458931,71.7062314540059,76.65,5.6148164021099,5.37436448335987,7077
20318,114.622083458931,69.0428571428571,76.65,5.57562002775275,5.37436448335987,17127
5404,139.000513752081,83.44,77.2375,5.52935123218709,4.9481552875794,401
14994,142.015397971922,74.8740458015267,82.3375,5.49373697597465,4.68301620219277,7219
18663,142.321797590921,74.7706422018349,82.3375,5.53896213785485,4.75374491848269,17070
17683,141.55204628915,73.3970358814352,82.3375,5.63170912564274,4.90083571954825,5228
19811,141.24059875603,72.7989771833202,82.3375,6.29565996441802,6.27525622982839,20905
10339,141.24059875603,73.3970358814352,82.3375,6.72692408506687,7.19124403354524,20734
4477,140.611449046856,72.4683794466403,82.3375,6.27092729870019,6.21646127229954,16283
13147,140.611449046856,72.7989771833202,82.3375,5.43349051528153,4.59293378463047,17547
16637,139.812941759091,74.3538461538461,82.3375,7.06492357609724,7.91296978068285,848
6419,139.000513752081,72.8537735849057,77.2375,5.66036342311352,4.9481552875794,2927
18919,138.006405771147,75.1823708206687,82.3375,5.39086668244722,4.58575956085794,15883
5804,143.079258066457,74.9256292906178,82.3375,5.44995933230772,4.62523953433765,4942
8034,131.302196551623,81.2886428571429,79.6075,4.6583013524026,4.59906411675245,5359
12660,131.302196551623,81.2886428571429,79.6075,4.6583013524026,4.59906411675245,16886
388,140.945228496831,73.4213217938631,84.49,5.76399880932761,5.70995739388658,14596
2118,139.595298984601,76.5184331797235,62.09,5.30449542153041,4.43821466808445,17241
17059,143.850015554236,73.7039952718676,87.21,5.63660003497971,4.59830375682164,2380
18743,145.884038586135,71.914,103.15,5.77670443314875,6.47607021580217,1812
21116,141.508276638116,74.1170960187354,74.83,5.77338024959268,5.46601989019433,10584
9490,140.945228496831,74.2202044025157,84.49,5.71169697049327,5.70995739388658,19520
16347,143.14569766254,76.1856976744186,62.09,5.65622924142902,4.85990261630827,2851
816,142.245338798365,76.5243692307692,65.23,5.66073100939358,4.96386920053299,2993
7523,142.245338798365,45.3217521367521,65.23,4.38118666921489,4.96386920053299,399
1963,139.000513752081,73.8255813953488,77.2375,5.65296450346393,4.9481552875794,2080
7857,144.197064258927,72.9120920840065,74.01,5.61521420419048,4.8868604891075,14702
7134,144.197064258927,73.4785443037975,74.01,5.58599291745867,4.8868604891075,2615
5720,142.245338798365,76.5323076923077,65.23,5.66026347631466,4.96386920053299,591
18852,142.245338798365,76.5323076923077,65.23,5.66026347631466,4.96386920053299,21228
5361,142.245338798365,76.3338461538462,65.23,5.6719347210004,4.96386920053299,7249
4679,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,979
11562,142.245338798365,76.6712307692308,65.23,5.65207239771867,4.96386920053299,18826
4558,142.245338798365,76.6712307692308,65.23,5.65207239771867,4.96386920053299,4094
18163,142.245338798365,76.5918461538461,65.23,5.65675515835692,4.96386920053299,20710
12742,109.411502594038,42.0191693290735,127.69,5.01602599074058,5.44287459344784,13573
10987,109.411502594038,58.3705440900563,127.69,5.62882052542132,5.44287459344784,13517
4574,109.411502594038,47.8280498160204,127.69,4.43050582289884,5.44287459344784,16444
2665,109.411502594038,47.8280498160204,127.69,4.43050582289884,5.44287459344784,20747
12398,109.411502594038,45.8897418004187,127.69,4.52933236521554,5.44287459344784,15975
13210,109.411502594038,50.5171037628278,127.69,4.37721457902036,5.44287459344784,7877
2036,109.411502594038,49.598535475615,127.69,4.39560157440139,5.44287459344784,14640
18902,109.411502594038,48.6843971631206,127.69,4.41371069902655,5.44287459344784,13032
13034,139.000513752081,46.9714285714286,77.2375,4.35965010766053,4.9481552875794,9168
6262,142.321797590921,46.9714285714286,82.3375,4.30240204385164,4.75374491848269,12239
15234,141.24059875603,46.9714285714286,82.3375,5.68518824558652,7.19124403354524,6238
8388,141.55204628915,46.9714285714286,82.3375,4.34279629656623,4.90083571954825,5426
16864,141.24059875603,46.9714285714286,82.3375,5.07839462018927,6.27525622982839,15900
2687,139.000513752081,46.9714285714286,77.2375,4.35965010766053,4.9481552875794,8810
8543,131.302196551623,81.2886428571429,79.6075,4.6583013524026,4.59906411675245,9600
8317,134.66503454858,81.3475,86.386,4.66540868072276,5.82042863026427,9019
4866,134.66503454858,81.2886428571429,86.386,4.67250336259583,5.82042863026427,15270
15941,134.66503454858,81.2886428571429,86.386,4.68665501662945,5.82042863026427,20594
2290,134.66503454858,35.380125,86.386,4.62304510036404,5.82042863026427,6604
5912,139.74337176418,39.1066666666667,60.484,4.31893670041854,4.34020541449365,12096
3789,139.74337176418,35.196,60.484,4.09743924421095,4.34020541449365,4772
17401,139.000513752081,46.9714285714286,77.2375,4.35965010766053,4.9481552875794,10348
10570,145.718824075364,48.6214285714286,63.61,4.52920307447082,6.10679731446853,161
15768,145.718824075364,45.8571428571429,63.61,4.68956415014949,6.10679731446853,2863
6693,145.718824075364,43.0928571428571,63.61,4.84164675982653,6.10679731446853,748
14142,145.718824075364,40.3285714285714,63.61,4.98620845688487,6.10679731446853,4885
16353,145.718824075364,37.5642857142857,63.61,5.12388585002453,6.10679731446853,7538
7187,145.718824075364,34.8,63.61,5.25522003655918,6.10679731446853,5104
19204,133.425311183972,39.3216666666667,73.1,4.38732473534081,4.36102637460495,1887
12400,133.425311183972,29.3945,73.1,3.87060382078817,4.36102637460495,2325
14372,133.425311183972,52.4288888888889,73.1,3.2766579951658,4.36102637460495,17854
18024,133.425311183972,39.3216666666667,73.1,4.38732473534081,4.36102637460495,8589
8874,133.375254778514,82.0089928057554,63.986,4.57889906307541,4.11736875200655,16725
20564,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,10926
17159,141.508276638116,74.89321875,74.83,5.72012950249639,5.46601989019433,15071
20051,144.023958040282,77.1964537941397,74.95,5.85064920944461,6.62348891748148,17002
20865,139.000513752081,72.9631083202512,77.2375,5.65957683702128,4.9481552875794,1107
20904,142.245338798365,76.3481051817479,65.23,5.65322901268114,4.96386920053299,19027
4291,142.245338798365,76.2569659442724,65.23,5.65601241907461,4.96386920053299,15906
17873,142.245338798365,76.1904024767802,65.23,5.65992149753857,4.96386920053299,7096
4798,142.245338798365,76.1086620262954,65.23,5.66728859761568,4.96386920053299,2132
17577,142.245338798365,76.2015384615385,65.23,5.67969584567768,4.96386920053299,14998
15278,134.52082613918,76.2045630317092,70.59,5.64077059370485,4.53905865130646,18328
6089,134.52082613918,76.0344160866203,70.59,5.6298411712117,4.53905865130646,20998
780,134.52082613918,75.5906274206042,70.59,5.6087320899923,4.53905865130646,10512
12513,134.52082613918,75.6639722863741,70.59,5.58314274425793,4.53905865130646,15035
10094,134.52082613918,75.3769230769231,70.59,5.56045228674216,4.53905865130646,17594
8146,140.945228496831,75.1845376845377,84.49,5.70937844886111,5.70995739388658,7057
19438,140.945228496831,74.0366614664587,84.49,5.76606316544064,5.70995739388658,8539
5470,141.508276638116,76.1198449612403,74.83,5.66091543182111,5.46601989019433,10818
11184,141.508276638116,76.0712074303406,74.83,5.67193709179591,5.46601989019433,20629
9368,141.508276638116,75.298751950078,74.83,5.69603161033865,5.46601989019433,9548
1529,141.508276638116,74.8429462197973,74.83,5.73490981904548,5.46601989019433,10740
21108,141.508276638116,74.5993788819876,74.83,5.77157910193115,5.46601989019433,17358
18918,140.945228496831,74.1962220508867,84.49,5.81273030370236,5.70995739388658,2264
9485,139.595298984601,75.7435597189696,62.09,5.61755611254513,4.43821466808445,8724
12601,139.595298984601,75.6274433150899,62.09,5.57855541874686,4.43821466808445,17636
8814,139.595298984601,75.3532182103611,62.09,5.54013682946581,4.43821466808445,773
19009,139.000513752081,73.5583657587549,77.2375,5.65509056614206,4.9481552875794,18631
6838,142.321797590921,46.9714285714286,82.3375,4.30240204385164,4.75374491848269,19185
17741,155.133631637576,51.1991428571429,67.176,4.30240204385164,4.25241924555893,7289
20927,155.133631637576,51.0125714285714,67.176,4.30240204385164,4.25241924555893,6596
5307,155.133631637576,50.826,67.176,4.30240204385164,4.25241924555893,15293
10263,155.133631637576,50.6394285714286,67.176,4.30240204385164,4.25241924555893,1057
10824,155.133631637576,50.4528571428571,67.176,4.30240204385164,4.25241924555893,1773
2871,126.721225128174,70.503375,91.55,4.40706699340673,4.86453910972047,9905
12294,126.721225128174,65.9924096385542,91.55,4.33526291481519,4.86453910972047,440
13554,133.425311183972,39.3216666666667,73.1,4.38732473534081,4.36102637460495,11778
6384,133.425311183972,39.3216666666667,73.1,4.38732473534081,4.36102637460495,10683
13956,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,16678
2717,141.24059875603,74.3538461538461,82.3375,6.27942141457118,6.27525622982839,5045
19387,143.079258066457,74.3538461538461,82.3375,5.45523988267379,4.62523953433765,11987
14206,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,5877
6244,142.015397971922,46.9714285714286,82.3375,4.29449886363891,4.68301620219277,2769
10326,139.000513752081,73.2890625,77.2375,5.65716290284936,4.9481552875794,6861
14896,138.006405771147,46.9714285714286,82.3375,4.36009292168347,4.58575956085794,5582
5496,133.425311183972,39.3216666666667,73.1,4.38732473534081,4.36102637460495,5591
7829,131.302196551623,81.242,79.6075,4.66691955388659,4.59906411675245,6019
17190,139.000513752081,79.6628571428571,77.2375,5.51821719213659,4.9481552875794,2000
9909,144.95795582902,85.2936,69.31,5.43811591719861,4.87648043572411,7959
1511,139.000513752081,79.6628571428571,77.2375,5.51821719213659,4.9481552875794,13640
5445,141.24059875603,74.3538461538461,82.3375,6.71403560685952,7.19124403354524,6302
6963,154.61023307871,75.7403846153846,76.17,6.42792779883084,6.51593227711891,3881
3321,154.61023307871,75.2253846153846,76.17,6.27052941717026,6.51593227711891,17514
2932,154.61023307871,74.75,76.17,6.11948925045142,6.51593227711891,19351
8937,154.61023307871,75.265,76.17,5.94913320721261,6.51593227711891,8315
13857,154.61023307871,75.7403846153846,76.17,5.78514933501309,6.51593227711891,20673
7142,140.611449046856,74.3538461538461,82.3375,5.42011699255816,4.59293378463047,16895
1724,142.245338798365,49.4271428571429,65.23,4.36855163033914,4.96386920053299,3169
27,142.245338798365,47.4685714285714,65.23,4.37741220730388,4.96386920053299,10076
8370,142.245338798365,45.51,65.23,4.38623208669666,4.96386920053299,7947
4656,142.245338798365,43.5514285714286,65.23,4.39501151353232,4.96386920053299,8649
10449,140.945228496831,48.0514285714286,84.49,4.4337245686917,5.70995739388658,14096
5298,140.945228496831,44.7171428571429,84.49,4.50582032668043,5.70995739388658,64
8940,141.508276638116,48.7414285714286,74.83,4.41082657809631,5.46601989019433,19305
17028,141.508276638116,43.4528571428571,74.83,4.51013390452376,5.46601989019433,15096
19480,141.508276638116,40.8085714285714,74.83,4.55833111243712,5.46601989019433,18200
3667,139.595298984601,49.6514285714286,62.09,4.34633162000099,4.43821466808445,2913
19010,139.595298984601,47.9171428571429,62.09,4.33141468147038,4.43821466808445,17722
13710,141.55204628915,46.9714285714286,82.3375,4.34279629656623,4.90083571954825,14220
20147,139.000513752081,46.9714285714286,77.2375,4.35965010766053,4.9481552875794,11498
19645,139.000513752081,46.9714285714286,77.2375,4.35965010766053,4.9481552875794,18178
11352,131.302196551623,81.2886428571429,79.6075,4.6583013524026,4.59906411675245,11339
13607,138.395161248187,76.5904615384615,67.87,5.62326712844676,4.54544860712339,10674
16570,138.395161248187,76.38,67.87,5.5847149189848,4.54544860712339,159
2542,138.395161248187,76.0292307692308,67.87,5.51877453649045,4.54544860712339,2853
7356,139.000513752081,74.248844375963,77.2375,5.64945441029991,4.9481552875794,5654
1097,142.245338798365,76.572,65.23,5.65792495468961,4.96386920053299,9117
4794,142.321797590921,74.3538461538461,82.3375,5.54263599518748,4.75374491848269,15809
3596,142.015397971922,74.3538461538461,82.3375,5.49840919866613,4.68301620219277,4023
20273,138.006405771147,46.9714285714286,82.3375,4.36009292168347,4.58575956085794,15429
14995,138.006405771147,47.4128571428571,82.3375,4.36824259250088,4.58575956085794,9451
19531,138.006405771147,47.148,82.3375,4.36337280140967,4.58575956085794,17064
1261,138.006405771147,47.6777142857143,82.3375,4.37305252748732,4.58575956085794,14277
4281,147.966651071842,50.5572857142857,76.47,4.68392824628287,11.9756137813475,14446
20934,147.966651071842,49.7288571428571,76.47,4.9852336485477,11.9756137813475,13757
20668,147.966651071842,48.4862142857143,76.47,5.40245226961888,11.9756137813475,15967
1307,147.966651071842,47.2435714285714,76.47,5.78593833604986,11.9756137813475,19663
17005,139.595298984601,50.8654285714286,62.09,4.3558214922617,4.43821466808445,6271
15629,139.595298984601,50.3451428571429,62.09,4.35184996787081,4.43821466808445,1329
14806,139.595298984601,49.5647142857143,62.09,4.34562386596433,4.43821466808445,18501
11227,139.595298984601,48.7842857142857,62.09,4.33907394603776,4.43821466808445,910
3550,134.52082613918,50.6832857142857,70.59,4.35411437608155,4.53905865130646,13806
14609,134.52082613918,49.9808571428571,70.59,4.34854726856438,4.53905865130646,17768
9383,134.52082613918,48.8256795422031,70.59,4.34113167321696,4.53905865130646,4443
12930,134.52082613918,47.8735714285714,70.59,4.3316564772307,4.53905865130646,13270
193,148.737352419316,51.0321428571429,71.69,4.36634138867416,4.4892312749512,12539
10077,148.737352419316,50.325,71.69,4.37959228136826,4.4892312749512,8657
17754,148.737352419316,49.6178571428571,71.69,4.39266893673483,4.4892312749512,8784
13698,148.737352419316,48.9107142857143,71.69,4.40557290629188,4.4892312749512,8079
14551,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,6990
10044,138.006405771147,74.3538461538461,82.3375,5.39915111013381,4.58575956085794,19370
12036,143.079258066457,74.3538461538461,82.3375,5.45523988267379,4.62523953433765,9952
13134,142.015397971922,74.3538461538461,82.3375,5.49840919866613,4.68301620219277,4198
13305,142.321797590921,74.3538461538461,82.3375,5.54263599518748,4.75374491848269,13545
13436,141.55204628915,74.3538461538461,82.3375,5.62394433381257,4.90083571954825,9644
313,141.24059875603,74.3538461538461,82.3375,6.27942141457118,6.27525622982839,9858
7575,141.24059875603,74.3538461538461,82.3375,6.71403560685952,7.19124403354524,5193
13089,140.611449046856,74.3538461538461,82.3375,6.25185564310697,6.21646127229954,17919
9566,140.611449046856,74.3538461538461,82.3375,5.42011699255816,4.59293378463047,19930
7192,114.622083458931,69.0428571428571,76.65,5.57562002775275,5.37436448335987,11591
427,114.622083458931,69.0428571428571,76.65,5.57562002775275,5.37436448335987,17641
9388,142.321797590921,74.3538461538461,82.3375,5.54263599518748,4.75374491848269,19847
19541,141.55204628915,74.3538461538461,82.3375,5.62394433381257,4.90083571954825,18173
19956,143.079258066457,74.3538461538461,82.3375,5.45523988267379,4.62523953433765,10814
10976,141.24059875603,74.3538461538461,82.3375,6.27942141457118,6.27525622982839,5078
20513,139.000513752081,74.3538461538461,77.2375,5.64855656694176,4.9481552875794,2701
10935,138.006405771147,74.3538461538461,82.3375,5.39915111013381,4.58575956085794,16245
21092,125.841314676224,63.3923076923077,106.17,5.31248301521824,4.6310595591074,1253
20541,125.841314676224,56.8,106.17,5.3369091137932,4.6310595591074,6161
12110,128.75740008062,63.3923076923077,106.17,5.40970288042124,4.812729022083,12306
11197,142.321797590921,74.3538461538461,82.3375,5.54263599518748,4.75374491848269,3241
4247,128.979588460691,63.3923076923077,106.17,5.45350373667399,4.90235133787859,8274
18095,139.000513752081,73.7723041117145,77.2375,5.65339394879033,4.9481552875794,1585
12484,126.565976691233,76.6961977186312,102.09,5.63900121803063,5.12297029466305,10786
19916,126.565976691233,76.6128668171557,102.09,5.62964430146448,5.12297029466305,17524
17938,126.565976691233,75.6134328358209,102.09,5.61911093740233,5.12297029466305,12569
3087,139.000513752081,46.9714285714286,77.2375,4.35965010766053,4.9481552875794,6003
6571,139.595298984601,50.9521428571429,62.09,4.35646950871427,4.43821466808445,1499
10200,139.595298984601,50.5185714285714,62.09,4.35318971196608,4.43821466808445,16263
1462,139.595298984601,50.085,62.09,4.34981049302784,4.43821466808445,2977
2878,139.595298984601,49.6514285714286,62.09,4.34633162000099,4.43821466808445,357
14005,139.595298984601,48.7842857142857,62.09,4.33907394603776,4.43821466808445,14804
287,139.595298984601,47.9171428571429,62.09,4.33141468147038,4.43821466808445,19881
12240,139.595298984601,46.1828571428571,62.09,4.31488271413427,4.43821466808445,11192
12629,142.321797590921,73.8255813953488,82.3375,5.54705427905742,4.75374491848269,16583
4815,144.95795582902,75.8209302325581,69.31,5.57124557406687,4.87648043572411,16409
8948,144.206837901564,74.7046511627907,78.91,5.66832833334358,5.41167602873638,20716
6647,139.000513752081,73.8255813953488,77.2375,5.65296450346393,4.9481552875794,7608
18112,133.425311183972,75.7936,73.1,5.28178351022539,4.36102637460495,1114
