Key_0_0,wtd_mean_ElectronAffinity,mean_atomic_mass,std_Density,wtd_entropy_ThermalConductivity,range_FusionHeat,Key_1_1
16823,65.2055555555555,97.4816,3358.66779585042,0.767034136140694,12.878,3193
16376,89.4129,102.741978333333,2929.40813173642,0.477395640294643,12.878,11121
5007,94.7033333333333,76.4445625,3194.93894591629,0.203484765789556,12.878,1310
9888,94.7033333333333,76.4445625,3194.93894591629,0.203484765789556,12.878,638
16641,98.625,96.03285,3834.99824183567,0.194684882928557,19.678,2261
13328,96.8225,96.4516525,3897.03437168992,0.202736251101151,16.578,3649
18748,96.2216666666667,96.4516525,3897.03437168992,0.201530347821315,16.578,15057
17657,95.6208333333333,96.4516525,3897.03437168992,0.199830056262536,16.578,16516
20166,95.02,96.4516525,3897.03437168992,0.197576854987935,16.578,6307
8557,110.584615384615,88.9444675,3306.1628967555,0.189623799742097,12.878,8822
19957,80.6,76.4445625,3194.93894591629,0.201966126461713,12.878,18309
17556,110.090588235294,76.4445625,3194.93894591629,0.253058780108873,12.878,9965
20884,108.535833333333,76.4445625,3194.93894591629,0.275500567872454,12.878,14599
1823,104.76,76.4445625,3194.93894591629,0.33706908491421,12.878,876
20197,97.4233333333333,90.2786,3422.72855597441,0.203484765789556,12.878,20716
6440,115.454,92.2091,3226.53575365789,0.193064605909321,12.878,15619
16386,115.454,93.5306,3580.10255446791,0.180840642256173,12.878,8280
4995,115.454,94.8431,3716.03527893072,0.180840642256173,12.878,3607
3845,115.454,95.45068,3771.22249539293,0.200826718278027,16.778,18151
7919,115.454,96.03285,3834.99824183567,0.196980933052285,19.678,6772
16239,115.454,96.4516525,3897.03437168992,0.204606162019678,16.578,6360
12439,115.454,97.9598,4030.69042076016,0.200826718278027,21.778,15901
6989,81.0318181818182,90.2786,3422.72855597441,0.202972709412137,12.878,11181
1404,83.5142857142857,91.8081,3479.09164682503,0.188436608445128,12.878,18442
17633,81.0318181818182,93.5306,3580.10255446791,0.179194520983411,12.878,14343
1251,80.6,76.4445625,3194.93894591629,0.201966126461713,12.878,9700
6093,113.509,76.4445625,3194.93894591629,0.202651754784312,12.878,12315
10347,76.455,76.4445625,3194.93894591629,0.33550844324056,12.878,13572
8091,84.2757142857143,76.4445625,3194.93894591629,0.27415205578763,12.878,16594
84,108.703571428571,111.273574,4621.71605994208,0.327128113186351,12.878,9788
7780,111.779214285714,76.5177175,3402.85619588643,0.283412116654505,12.878,12098
19933,89.4475,105.766374,3054.78647751468,0.470402483134199,12.878,12871
6520,110.5515,76.5177175,3402.85619588643,0.326254937357308,12.878,10288
6502,94.7033333333333,76.4445625,3194.93894591629,0.203484765789556,12.878,4087
19909,115.454,97.4816,3358.66779585042,0.275827982112344,12.878,3665
3109,112.241428571429,97.9598,4030.69042076016,0.294565266329609,21.778,17953
18433,119.905833333333,76.4445625,3194.93894591629,0.187212849439563,12.878,19913
4475,111.970357142857,88.9444675,3306.1628967555,0.257045108326848,12.878,16021
16875,111.779214285714,76.5177175,3402.85619588643,0.283412116654505,12.878,5828
5799,110.680857142857,70.787574,3043.74580853372,0.324025043208945,18.478,372
11069,111.375428571429,71.402474,3116.53474423222,0.303448011050822,22.578,21089
1319,111.395,71.613394,3237.05343582811,0.312688683658618,20.278,1805
12363,111.134,72.201783,3276.88335721712,0.302940859078352,12.978,9099
12757,110.738714285714,72.383174,3340.13876830388,0.357254671355011,13.578,7850
18832,111.081571428571,73.000813,3529.05917479525,0.367804485548089,15.978,675
6927,111.426571428571,72.952854,3530.6799550011,0.363361335317684,16.978,4464
5970,111.303142857143,74.290174,3230.29792161753,0.316141676165889,12.878,8448
12057,111.500857142857,89.395704,3168.89914992676,0.307271308058937,12.878,2702
17429,111.500857142857,90.062574,3213.24974504108,0.312242847036827,12.878,8042
149,111.500857142857,91.286174,3259.8313318708,0.307271308058937,12.878,14437
13125,111.500857142857,92.664174,3344.60194117126,0.304679528023922,12.878,10110
7105,107.984230769231,72.32465,3206.84909554637,0.264287635883438,13.578,14568
18283,106.799230769231,72.32465,3206.84909554637,0.315249081595144,13.578,1172
18302,108.932230769231,72.32465,3206.84909554637,0.21814071397718,13.578,6849
3507,108.695230769231,72.32465,3206.84909554637,0.230666776901384,13.578,8012
975,108.221230769231,72.32465,3206.84909554637,0.253492516255845,13.578,1344
5005,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,14730
9321,113.707692307692,67.56865,2999.13855800071,0.204520275433384,12.878,14862
13372,125.169230769231,68.24625,3321.52840053934,0.203053813101784,12.878,7026
4145,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,5991
14438,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,315
18996,110.738461538462,93.5306,3580.10255446791,0.182477992011488,12.878,3269
21238,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,18452
20282,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,17901
19869,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,13823
1119,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,10167
6095,113.007142857143,95.45068,3771.22249539293,0.200034031244563,16.778,20956
16030,112.861428571429,92.60565,3211.76451735904,0.188708140281049,12.878,110
5556,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,14322
20655,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,493
7751,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,6630
16144,106.540322580645,79.736926,3342.40554614286,0.461490046378287,26.578,7389
16423,115.8145,91.8081,3479.09164682503,0.187947411276823,12.878,14948
5507,115.454,91.8081,3479.09164682503,0.189072945458784,12.878,910
13855,127.194055555556,91.8081,3479.09164682503,0.192026025988949,12.878,5433
14816,114.733,91.8081,3479.09164682503,0.190179425051497,12.878,20638
21254,114.3725,91.8081,3479.09164682503,0.190121844082908,12.878,13922
16294,114.012,91.8081,3479.09164682503,0.189606924596953,12.878,1266
970,115.0935,91.8081,3479.09164682503,0.189821464716897,12.878,20885
18033,113.613333333333,76.4445625,3194.93894591629,0.203507964998385,12.878,4085
14455,110.443076923077,94.03645,4143.1391379765,0.367132225262774,12.878,16617
2366,90.4075,94.03645,4143.1391379765,0.365842257570155,12.878,6091
5048,83.5142857142857,96.03285,3834.99824183567,0.195317801479726,19.678,19972
16192,83.5142857142857,95.45068,3771.22249539293,0.198669275840418,16.778,17307
18986,83.5142857142857,93.5306,3580.10255446791,0.181288187746315,12.878,6824
11988,108.910852713178,76.4445625,3194.93894591629,0.203129932293431,12.878,15648
7166,86.0892857142857,92.2091,3226.53575365789,0.189628228973952,12.878,5516
6486,86.0892857142857,93.5306,3580.10255446791,0.17512032814844,12.878,11551
18369,81.7178571428571,76.4445625,3194.93894591629,0.203268962663519,12.878,7595
1021,86.0892857142857,97.4816,3358.66779585042,0.286236993107582,12.878,18434
8656,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,3016
12341,109.046153846154,72.89433,3414.48894488276,0.308130454991683,16.978,16006
3938,108.877307692308,66.55195772,2922.93090805899,0.257195914962309,12.878,6407
20380,108.585384615385,66.55195772,2922.93090805899,0.298563357792511,12.878,16054
3082,111.779214285714,76.5177175,3402.85619588643,0.283412116654505,12.878,16884
9822,111.756357142857,72.952854,3530.6799550011,0.32045616546566,16.978,15484
19102,111.7335,72.952854,3530.6799550011,0.350986480514565,16.978,16839
20535,108.527,66.55195772,2922.93090805899,0.30619916225236,12.878,5410
16533,108.468615384615,66.55195772,2922.93090805899,0.313672511560636,12.878,7957
4889,108.410230769231,66.55195772,2922.93090805899,0.320997225008077,12.878,10473
15709,108.381038461538,66.55195772,2922.93090805899,0.324607555087355,12.878,9130
893,108.118307692308,66.55195772,2922.93090805899,0.355746150502874,12.878,1337
15627,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,17044
6306,108.6484375,76.4445625,3194.93894591629,0.203111620258989,12.878,8230
13533,110.738461538462,96.03285,3834.99824183567,0.196502421896944,19.678,14964
18486,108.797716894977,61.357238,3322.16554395447,0.20338228845813,12.878,16580
10396,107.927596439169,61.357238,3322.16554395447,0.20386553924239,12.878,6486
20318,106.678571428571,61.357238,3322.16554395447,0.204536835123306,12.878,8963
5404,113.613333333333,76.4445625,3194.93894591629,0.203507964998385,12.878,17267
14994,110.980916030534,92.2091,3226.53575365789,0.193112444394725,12.878,12145
18663,110.932721712538,93.5306,3580.10255446791,0.182492692410578,12.878,4121
17683,110.292511700468,94.8431,3716.03527893072,0.182444844352472,12.878,10873
19811,110.013768686074,95.45068,3771.22249539293,0.199799466540817,16.778,9769
10339,110.292511700468,96.03285,3834.99824183567,0.19646942159389,19.678,10258
4477,109.859683794466,96.4516525,3897.03437168992,0.203084093439326,16.578,16789
13147,110.013768686074,97.4816,3358.66779585042,0.265788508567691,12.878,2421
16637,110.738461538462,97.9598,4030.69042076016,0.199852625126025,21.778,3207
6419,108.435534591195,76.4445625,3194.93894591629,0.203096948142368,12.878,20808
18919,111.12462006079,90.2786,3422.72855597441,0.203177400468758,12.878,15079
5804,111.004958047292,91.8081,3479.09164682503,0.189643962471401,12.878,2255
8034,111.779214285714,76.5177175,3402.85619588643,0.283412116654505,12.878,20855
12660,111.779214285714,76.5177175,3402.85619588643,0.283412116654505,12.878,14631
388,108.213099921322,72.89433,3414.48894488276,0.286388124984724,16.978,4351
2118,101.568433179723,74.23165,3084.72934185263,0.550028034706982,12.878,19012
17059,108.541930654058,82.72929,3797.946305635,0.404989518447835,12.878,19141
18743,108.243241935484,100.17245,7455.09098491001,0.242116937350605,19.778,6270
21116,107.294652615144,72.942289,3412.73853514836,0.33439824534147,15.978,20996
9490,108.200778301887,72.89433,3414.48894488276,0.249247655630518,16.978,16781
16347,106.129829457364,72.143259,3136.82268974301,0.234316914417613,12.978,11062
816,107.936830769231,72.32465,3206.84909554637,0.266412393235333,13.578,7843
7523,76.0039031339031,72.32465,3206.84909554637,0.316045516011415,13.578,19781
1963,108.910852713178,76.4445625,3194.93894591629,0.203129932293431,12.878,5415
7857,106.965920840065,62.54385,3218.31058104816,0.267464544263184,12.878,6612
7134,106.937096518987,62.54385,3218.31058104816,0.284818768635906,12.878,1098
5720,107.984230769231,72.32465,3206.84909554637,0.264287635883438,13.578,7586
18852,107.984230769231,72.32465,3206.84909554637,0.264287635883438,13.578,8790
5361,106.799230769231,72.32465,3206.84909554637,0.315249081595144,13.578,14768
4679,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,11071
11562,108.813730769231,72.32465,3206.84909554637,0.22454666824803,13.578,6878
4558,108.813730769231,72.32465,3206.84909554637,0.22454666824803,13.578,13393
18163,108.339730769231,72.32465,3206.84909554637,0.247968014345925,13.578,7731
12742,106.841853035144,64.95533064,3321.8379450338,0.202179688690853,12.878,12556
10987,133.137898686679,64.95533064,3321.8379450338,0.203305101996733,12.878,193
4574,82.9248514010756,64.95533064,3321.8379450338,0.201986896816162,12.878,11186
2665,82.9248514010756,64.95533064,3321.8379450338,0.201986896816162,12.878,486
12398,86.3318213538032,64.95533064,3321.8379450338,0.202014710017372,12.878,7180
13210,81.1676168757127,64.95533064,3321.8379450338,0.201971662925687,12.878,11636
2036,81.7678799943125,64.95533064,3321.8379450338,0.201977017306212,12.878,16752
18902,82.3652482269504,64.95533064,3321.8379450338,0.201982168456694,12.878,16720
13034,80.6,76.4445625,3194.93894591629,0.201966126461713,12.878,5940
6262,83.5142857142857,93.5306,3580.10255446791,0.181288187746315,12.878,7095
15234,83.5142857142857,96.03285,3834.99824183567,0.195317801479726,19.678,6985
8388,83.5142857142857,94.8431,3716.03527893072,0.181288187746315,12.878,9020
16864,83.5142857142857,95.45068,3771.22249539293,0.198669275840418,16.778,15841
2687,80.6,76.4445625,3194.93894591629,0.201966126461713,12.878,8466
8543,111.779214285714,76.5177175,3402.85619588643,0.283412116654505,12.878,7697
8317,111.774642857143,72.952854,3530.6799550011,0.29244648088834,16.978,9898
4866,111.770071428571,72.952854,3530.6799550011,0.300056271318967,16.978,5730
15941,111.760928571429,72.952854,3530.6799550011,0.313920176460471,16.978,12560
2290,88.690625,72.952854,3530.6799550011,0.325199006358803,16.978,505
5912,62.9766666666667,92.26674,4506.89548007568,0.793716784202021,12.878,17822
3789,58.224,92.26674,4506.89548007568,0.828915471903168,12.878,9771
17401,80.6,76.4445625,3194.93894591629,0.201966126461713,12.878,19166
10570,78.2257142857143,70.72905,2859.6976828061,0.228325205880365,18.478,16376
15768,75.8514285714286,70.72905,2859.6976828061,0.252879573291054,18.478,8469
6693,73.4771428571429,70.72905,2859.6976828061,0.277937081230022,18.478,18183
14142,71.1028571428571,70.72905,2859.6976828061,0.304123775517567,18.478,2846
16353,68.7285714285714,70.72905,2859.6976828061,0.331875805810012,18.478,5896
7187,66.3542857142857,70.72905,2859.6976828061,0.361596962352301,18.478,14954
19204,80.9,83.24476,4004.27323147741,0.671682251536891,12.878,8799
12400,73.01225,83.24476,4004.27323147741,0.793083368974584,12.878,15546
14372,73.4538888888889,83.24476,4004.27323147741,0.62977478762731,12.878,11208
18024,80.9,83.24476,4004.27323147741,0.671682251536891,12.878,18098
8874,111.294892086331,74.290174,3230.29792161753,0.340887154815055,12.878,8166
20564,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,15203
17159,107.9689609375,72.942289,3412.73853514836,0.278991138282192,15.978,2952
20051,109.061540195342,71.55487,3092.31650975229,0.289910203698237,20.278,3287
20865,108.489010989011,76.4445625,3194.93894591629,0.203100618060341,12.878,10804
20904,108.829930394432,72.32465,3206.84909554637,0.213622612067993,13.578,12283
4291,108.56540247678,72.32465,3206.84909554637,0.226598729239258,13.578,5599
17873,108.167956656347,72.32465,3206.84909554637,0.246089202141798,13.578,2712
4798,107.400232018561,72.32465,3206.84909554637,0.281704633266336,13.578,6658
17577,106.009230769231,72.32465,3206.84909554637,0.347782074834242,13.578,8057
15278,108.69528228925,66.55195772,2922.93090805899,0.257183127188739,12.878,1118
6089,108.401778808971,66.55195772,2922.93090805899,0.298550556951812,12.878,4256
780,107.761037955074,66.55195772,2922.93090805899,0.368893141798853,12.878,3224
12513,107.390685142417,66.55195772,2922.93090805899,0.42996544537874,12.878,6514
10094,106.833846153846,66.55195772,2922.93090805899,0.484938265325892,12.878,1665
8146,108.782828282828,72.89433,3414.48894488276,0.250716461757834,16.978,15346
19438,108.601404056162,72.89433,3414.48894488276,0.289676732464452,16.978,10648
5470,108.826046511628,72.942289,3412.73853514836,0.215750454889286,15.978,6705
11184,108.751160990712,72.942289,3412.73853514836,0.231176469174975,15.978,14508
9368,108.274570982839,72.942289,3412.73853514836,0.25409321461024,15.978,12481
1529,107.874902572097,72.942289,3412.73853514836,0.295478525054839,15.978,7249
21108,107.584627329193,72.942289,3412.73853514836,0.333927966843739,15.978,13041
18918,108.944101773323,72.89433,3414.48894488276,0.326106855206109,16.978,7013
9485,107.750585480094,74.23165,3084.72934185263,0.261370966126091,12.878,10742
12601,106.770523846755,74.23165,3084.72934185263,0.307836404741878,12.878,8308
8814,105.700941915228,74.23165,3084.72934185263,0.350489336316465,12.878,11427
19009,108.780155642023,76.4445625,3194.93894591629,0.203120780155831,12.878,1148
6838,83.5142857142857,93.5306,3580.10255446791,0.181288187746315,12.878,16388
17741,83.2594285714286,92.34848,3350.28521359101,0.205054627123263,12.878,20710
20927,83.0045714285714,92.34848,3350.28521359101,0.220640306290197,12.878,107
5307,82.7497142857143,92.34848,3350.28521359101,0.23287680467646,12.878,10968
10263,82.4948571428571,92.34848,3350.28521359101,0.242758403268304,12.878,5420
10824,82.24,92.34848,3350.28521359101,0.250717942040702,12.878,19422
2871,104.866,60.36015982,3687.38008817001,0.433368238580405,12.878,20310
12294,103.038313253012,60.36015982,3687.38008817001,0.619600083919868,12.878,13431
13554,80.9,83.24476,4004.27323147741,0.671682251536891,12.878,8533
6384,80.9,83.24476,4004.27323147741,0.671682251536891,12.878,779
13956,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,12370
2717,110.738461538462,95.45068,3771.22249539293,0.199852625126025,16.778,17130
19387,110.738461538462,91.8081,3479.09164682503,0.189623799742097,12.878,21054
14206,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,14184
6244,83.5142857142857,92.2091,3226.53575365789,0.191908232560363,12.878,7787
10326,108.6484375,76.4445625,3194.93894591629,0.203111620258989,12.878,8640
14896,83.5142857142857,90.2786,3422.72855597441,0.201966126461713,12.878,5070
5496,80.9,83.24476,4004.27323147741,0.671682251536891,12.878,9987
7829,111.472285714286,76.5177175,3402.85619588643,0.295609030415422,12.878,4362
17190,105.654285714286,76.4445625,3194.93894591629,0.335337029395951,12.878,9515
9909,113.740933333333,85.99348,3389.84450356157,0.254116511480526,13.578,16685
1511,105.654285714286,76.4445625,3194.93894591629,0.335337029395951,12.878,16451
5445,110.738461538462,96.03285,3834.99824183567,0.196502421896944,19.678,3521
6963,110.738461538462,111.43708,3462.75742852521,0.227376680706113,19.678,16761
3321,110.738461538462,111.43708,3462.75742852521,0.23802466385176,19.678,1804
2932,110.738461538462,111.43708,3462.75742852521,0.246271335802483,19.678,15043
8937,110.738461538462,111.43708,3462.75742852521,0.253772212472062,19.678,1832
13857,110.738461538462,111.43708,3462.75742852521,0.259444145568881,19.678,15647
7142,110.738461538462,97.4816,3358.66779585042,0.265840419487849,12.878,7126
1724,79.1328571428571,72.32465,3206.84909554637,0.244899923823681,13.578,8034
27,77.6657142857143,72.32465,3206.84909554637,0.280489584544978,13.578,13035
8370,76.1985714285714,72.32465,3206.84909554637,0.313995063352634,13.578,2134
4656,74.7314285714286,72.32465,3206.84909554637,0.346500867403399,13.578,16081
10449,80.5085714285714,72.89433,3414.48894488276,0.249538123134138,16.978,14858
5298,80.4171428571429,72.89433,3414.48894488276,0.288485765123278,16.978,11141
8940,79.8185714285714,72.942289,3412.73853514836,0.252925380815273,15.978,7427
17028,78.2557142857143,72.942289,3412.73853514836,0.332705637021081,15.978,5345
19480,77.4742857142857,72.942289,3412.73853514836,0.369533871039706,15.978,13477
3667,78.9085714285714,74.23165,3084.72934185263,0.2602076085245,12.878,10140
19010,77.2171428571429,74.23165,3084.72934185263,0.306658582718533,12.878,8095
13710,83.5142857142857,94.8431,3716.03527893072,0.181288187746315,12.878,13573
20147,80.6,76.4445625,3194.93894591629,0.201966126461713,12.878,13492
19645,80.6,76.4445625,3194.93894591629,0.201966126461713,12.878,12642
11352,111.779214285714,76.5177175,3402.85619588643,0.283412116654505,12.878,8060
13607,108.756153846154,75.10025,2934.50846514481,0.216655892495321,12.878,15882
16570,108.136538461538,75.10025,2934.50846514481,0.234393237476333,12.878,15355
2542,107.103846153846,75.10025,2934.50846514481,0.26290142680401,12.878,15596
7356,109.117873651772,76.4445625,3194.93894591629,0.203144559714138,12.878,5322
1097,108.221230769231,72.32465,3206.84909554637,0.253492516255845,13.578,13818
4794,110.738461538462,93.5306,3580.10255446791,0.182477992011488,12.878,12514
3596,110.738461538462,92.2091,3226.53575365789,0.193094133472035,12.878,6578
20273,83.5142857142857,90.2786,3422.72855597441,0.201966126461713,12.878,8169
14995,84.5442857142857,90.2786,3422.72855597441,0.203064290831207,12.878,6754
19531,83.9262857142857,90.2786,3422.72855597441,0.202501181203942,12.878,17135
1261,85.1622857142857,90.2786,3422.72855597441,0.203349361219818,12.878,11038
4281,80.4007142857143,80.34765,3743.15024380355,0.225246264240386,35.778,17284
20934,80.2014285714286,80.34765,3743.15024380355,0.24409096780513,35.778,16767
20668,79.9025,80.34765,3743.15024380355,0.269571178328698,35.778,18202
1307,79.6035714285714,80.34765,3743.15024380355,0.293125165032793,35.778,2498
17005,80.0925714285714,74.23165,3084.72934185263,0.222706668085429,12.878,526
15629,79.5851428571429,74.23165,3084.72934185263,0.239639865063454,12.878,11717
14806,78.824,74.23165,3084.72934185263,0.262671604828535,12.878,394
11227,78.0628571428571,74.23165,3084.72934185263,0.284084410902089,12.878,7864
3550,80.2747142857143,66.55195772,2922.93090805899,0.237221558381714,12.878,14677
14609,79.9494285714286,66.55195772,2922.93090805899,0.264814111440137,12.878,15828
9383,79.4036480686695,66.55195772,2922.93090805899,0.301985433511301,12.878,29
12930,78.9735714285714,66.55195772,2922.93090805899,0.334059482975883,12.878,12194
193,80.8432142857143,88.936744,2958.0214919041,0.203890666096121,12.878,11750
10077,81.3296428571429,88.936744,2958.0214919041,0.205975675541202,12.878,19314
17754,81.8160714285714,88.936744,2958.0214919041,0.207228950797977,12.878,19723
13698,82.3025,88.936744,2958.0214919041,0.207973706258398,12.878,544
14551,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,17353
10044,110.738461538462,90.2786,3422.72855597441,0.203148213514574,12.878,1639
12036,110.738461538462,91.8081,3479.09164682503,0.189623799742097,12.878,5430
13134,110.738461538462,92.2091,3226.53575365789,0.193094133472035,12.878,20249
13305,110.738461538462,93.5306,3580.10255446791,0.182477992011488,12.878,12595
13436,110.738461538462,94.8431,3716.03527893072,0.182477992011488,12.878,1184
313,110.738461538462,95.45068,3771.22249539293,0.199852625126025,16.778,12903
7575,110.738461538462,96.03285,3834.99824183567,0.196502421896944,19.678,13213
13089,110.738461538462,96.4516525,3897.03437168992,0.203148213514574,16.578,7754
9566,110.738461538462,97.4816,3358.66779585042,0.265840419487849,12.878,10047
7192,106.678571428571,61.357238,3322.16554395447,0.204536835123306,12.878,10957
427,106.678571428571,61.357238,3322.16554395447,0.204536835123306,12.878,19884
9388,110.738461538462,93.5306,3580.10255446791,0.182477992011488,12.878,17990
19541,110.738461538462,94.8431,3716.03527893072,0.182477992011488,12.878,7265
19956,110.738461538462,91.8081,3479.09164682503,0.189623799742097,12.878,13788
10976,110.738461538462,95.45068,3771.22249539293,0.199852625126025,16.778,16762
20513,109.169230769231,76.4445625,3194.93894591629,0.203148213514574,12.878,3693
10935,110.738461538462,90.2786,3422.72855597441,0.203148213514574,12.878,5709
21092,115.276923076923,78.63588,3275.25347201198,0.204520275433384,12.878,2037
20541,113.008333333333,78.63588,3275.25347201198,0.204332520549063,12.878,18645
12110,115.276923076923,80.18028,3050.19136367648,0.194470580059384,12.878,6557
11197,110.738461538462,93.5306,3580.10255446791,0.182477992011488,12.878,20576
4247,115.276923076923,81.23748,3438.65165534495,0.183858923930624,12.878,6381
18095,108.884794414275,76.4445625,3194.93894591629,0.203128102483945,12.878,18694
12484,109.684030418251,67.56865,2999.13855800071,0.203234013754086,12.878,635
19916,110.162904439428,67.56865,2999.13855800071,0.203311147211807,12.878,11843
17938,110.692537313433,67.56865,2999.13855800071,0.203427634812694,12.878,13079
3087,80.6,76.4445625,3194.93894591629,0.201966126461713,12.878,7779
6571,80.1771428571429,74.23165,3084.72934185263,0.219673036438401,12.878,4495
10200,79.7542857142857,74.23165,3084.72934185263,0.234187362979528,12.878,5931
1462,79.3314285714286,74.23165,3084.72934185263,0.24755581874548,12.878,8224
2878,78.9085714285714,74.23165,3084.72934185263,0.2602076085245,12.878,20555
14005,78.0628571428571,74.23165,3084.72934185263,0.284084410902089,12.878,12057
287,77.2171428571429,74.23165,3084.72934185263,0.306658582718533,12.878,1438
12240,75.5257142857143,74.23165,3084.72934185263,0.349301617412735,12.878,13534
12629,110.492248062016,93.5306,3580.10255446791,0.182459589018169,12.878,5629
4815,108.103875968992,85.99348,3389.84450356157,0.29383209920127,13.578,20311
8948,109.22015503876,86.611119,3545.77165452128,0.312719427666066,15.978,19476
6647,108.910852713178,76.4445625,3194.93894591629,0.203129932293431,12.878,764
18112,106.659733333333,83.24476,4004.27323147741,0.744134452727498,12.878,10156
19650,108.923076923077,72.89433,3414.48894488276,0.39550664541825,16.978,7826
9850,111.715189873418,88.9444675,3306.1628967555,0.187133965685597,12.878,1881
20726,111.442056792018,88.9444675,3306.1628967555,0.188007738125153,12.878,14381
20160,111.120530565167,88.9444675,3306.1628967555,0.188712226385494,12.878,19239
2955,110.675174013921,88.9444675,3306.1628967555,0.189240141495287,12.878,20304
18882,110.337209302326,88.9444675,3306.1628967555,0.189605438008178,12.878,13618
7826,111.812099509989,88.936744,2958.0214919041,0.203973931645632,12.878,584
445,111.508682521706,88.936744,2958.0214919041,0.204561846577268,12.878,10176
19559,111.121304018196,88.936744,2958.0214919041,0.204937160464398,12.878,17854
20146,110.645801526718,88.936744,2958.0214919041,0.205090869517254,12.878,6155
9690,110.225738396624,88.936744,2958.0214919041,0.205020165816558,12.878,12218
10151,109.814065510597,88.936744,2958.0214919041,0.204700846614,12.878,14021
12353,110.686855177684,88.936744,2958.0214919041,0.209583522581812,12.878,9102
18854,110.463358778626,88.936744,2958.0214919041,0.209397244949704,12.878,2170
13895,109.98001537279,88.936744,2958.0214919041,0.208839747487846,12.878,8146
6789,109.579120030876,88.936744,2958.0214919041,0.207851846721002,12.878,9753
323,109.329089506173,88.936744,2958.0214919041,0.206252971688483,12.878,18940
19632,109.352924201616,88.936744,2958.0214919041,0.205711929134904,12.878,20583
9526,109.223400154202,88.936744,2958.0214919041,0.205067237751655,12.878,11154
3245,109.040540540541,76.4445625,3194.93894591629,0.203139076727908,12.878,16166
7081,109.014683153014,76.4445625,3194.93894591629,0.203137248454596,12.878,15335
13526,109.106274131274,88.936744,2958.0214919041,0.204283279731756,12.878,11381
6039,109.042829457364,88.936744,2958.0214919041,0.205054438287981,12.878,6316
