oz252,oz6,oz5,oz133,oz9,Key_0_0
0.911834,0.257143,0.2,0.0,0.0,614
0.905872,0.028571,0.133333,0.0,0.0,6531
0.906956,0.028571,0.133333,0.0,0.0,4190
0.908762,0.0,0.2,0.0,0.0,357
0.912647,0.0,0.066667,0.0,0.0,4575
0.908672,0.0,0.066667,0.0,0.0,3475
0.904155,0.0,0.066667,0.0,0.0,7164
0.906233,0.0,0.066667,0.0,0.0,5414
0.903342,0.0,0.0,0.0,0.0,5846
0.924119,0.0,0.466667,0.6,0.409091,1312
0.928817,0.028571,0.133333,0.0,0.136364,5271
0.91346,0.085714,0.0,0.266667,0.0,8024
0.882927,0.371429,0.066667,0.066667,0.0,2772
0.903342,0.057143,0.133333,0.0,0.0,3164
0.901174,0.0,0.0,0.0,0.0,2489
0.902439,0.0,0.0,0.0,0.0,7929
0.900813,0.0,0.133333,0.066667,0.0,1878
0.909485,0.028571,0.066667,0.066667,0.0,8229
0.908582,0.0,0.0,0.0,0.0,3297
0.90533,0.0,0.4,0.0,0.227273,2619
0.975339,0.0,0.266667,0.133333,0.272727,2722
0.908582,0.0,0.066667,0.0,0.045455,6506
0.912285,0.085714,0.133333,0.0,0.0,3248
0.917344,0.0,0.0,0.0,0.045455,3762
0.914815,0.0,0.0,0.0,0.0,2164
0.914905,0.085714,0.0,0.0,0.0,8863
0.908582,0.142857,0.066667,0.0,0.0,8666
0.928636,0.085714,0.0,0.0,0.0,7444
0.904155,0.0,0.0,0.0,0.090909,7192
0.915176,0.0,0.0,0.0,0.0,4782
0.906052,0.0,0.0,0.0,0.0,3826
0.908762,0.028571,0.066667,0.0,0.0,8519
0.907046,0.085714,0.0,0.066667,0.136364,7841
0.908401,0.085714,0.0,0.0,0.0,796
0.909485,0.028571,0.133333,0.0,0.0,7027
0.907407,0.0,0.066667,0.0,0.0,2199
0.910479,0.028571,0.2,0.066667,0.0,3139
0.904065,0.057143,0.066667,0.0,0.0,8491
0.907588,0.0,0.133333,0.0,0.0,8313
0.910027,0.142857,0.133333,0.0,0.0,7185
0.907317,0.028571,0.066667,0.066667,0.0,1249
0.90804,0.0,0.2,0.066667,0.136364,3536
0.914453,0.0,0.133333,0.0,0.0,1883
0.907949,0.0,0.0,0.0,0.0,7124
0.908582,0.0,0.133333,0.0,0.0,4313
0.905059,0.028571,0.133333,0.0,0.0,8481
0.91879,0.114286,0.0,0.0,0.0,2627
0.912014,0.057143,0.066667,0.0,0.181818,1811
0.866486,0.057143,0.066667,0.066667,0.454545,7856
0.915266,0.028571,0.0,0.0,0.0,1699
0.912376,0.0,0.466667,0.333333,0.136364,1519
0.901265,0.257143,0.266667,0.133333,0.0,8766
0.934417,0.0,0.0,0.0,0.0,3597
0.907859,0.0,0.066667,0.0,0.0,5918
0.90804,0.0,0.0,0.0,0.0,3356
0.907136,0.0,0.133333,0.066667,0.0,6539
0.906594,0.028571,0.2,0.0,0.0,3996
0.904246,0.0,0.0,0.0,0.0,5431
0.907949,0.028571,0.0,0.0,0.0,5985
0.910388,0.0,0.133333,0.066667,0.0,4748
0.91093,0.057143,0.2,0.0,0.0,7159
0.907949,0.028571,0.0,0.066667,0.0,4949
0.906775,0.0,0.133333,0.0,0.0,8689
0.912014,0.0,0.0,0.0,0.0,4749
0.91084,0.028571,0.2,0.0,0.0,2212
0.911743,0.028571,0.066667,0.0,0.0,8070
0.907949,0.0,0.066667,0.0,0.0,7633
0.911563,0.028571,0.0,0.0,0.227273,8214
0.911382,0.0,0.0,0.0,0.045455,6033
0.908491,0.0,0.2,0.0,0.0,7341
0.90813,0.057143,0.066667,0.0,0.0,5984
0.911924,0.114286,0.066667,0.0,0.0,6099
0.91093,0.171429,0.133333,0.0,0.0,591
0.898916,0.0,0.066667,0.0,0.0,3132
0.920235,0.0,0.066667,0.0,0.0,8518
0.910117,0.085714,0.0,0.0,0.0,6759
0.908582,0.0,0.133333,0.0,0.0,4815
0.914273,0.0,0.066667,0.066667,0.0,1474
0.905691,0.0,0.0,0.0,0.0,1383
0.909395,0.114286,0.133333,0.066667,0.0,1929
0.999458,0.0,0.0,0.0,0.0,3373
0.90542,0.0,0.066667,0.0,0.045455,7505
0.90542,0.028571,0.066667,0.0,0.0,7033
0.998916,0.0,0.0,0.0,0.0,489
0.905962,0.0,0.0,0.0,0.0,2115
0.914092,0.028571,0.066667,0.133333,0.0,4834
0.876332,0.0,0.0,0.0,0.0,3509
0.905239,0.0,0.066667,0.0,0.0,7685
0.901987,0.0,0.066667,0.0,0.0,7834
0.909937,0.0,0.066667,0.0,0.0,4527
0.920145,0.0,0.133333,0.0,0.0,6012
0.889521,0.028571,0.0,0.266667,0.0,4121
0.908672,0.714286,0.066667,0.0,0.0,8545
0.903162,0.0,0.466667,0.066667,0.409091,7483
0.916531,0.171429,0.066667,0.0,0.0,162
0.915266,0.085714,0.266667,0.0,0.0,7546
0.915537,0.0,0.066667,0.0,0.0,2735
0.918157,0.0,0.066667,0.0,0.0,483
0.915447,0.114286,0.0,0.0,0.227273,6218
0.896929,0.0,0.0,0.066667,0.409091,7781
0.896025,0.428571,0.066667,0.0,0.0,880
0.917886,0.057143,0.133333,0.0,0.0,5375
0.887173,0.028571,0.0,0.0,0.0,7187
0.918519,0.0,0.0,0.0,0.454545,6219
0.902168,0.0,0.066667,0.0,0.0,788
0.905962,0.114286,0.066667,0.066667,0.0,4906
0.91888,0.114286,0.133333,0.066667,0.0,6256
0.930894,0.0,0.066667,0.0,0.0,5366
0.906052,0.0,0.0,0.0,0.227273,3497
0.918338,0.028571,0.0,0.0,0.0,536
0.928365,0.028571,0.0,0.066667,0.0,4827
0.896116,0.0,0.133333,0.066667,0.0,6202
0.920235,0.0,0.0,0.0,0.0,2917
0.999639,0.0,0.0,0.0,0.0,8410
0.900994,0.0,0.0,0.0,0.0,1199
0.919151,0.0,0.2,0.0,0.0,8494
0.93776,0.028571,0.066667,0.0,0.0,8253
0.933062,0.028571,0.266667,0.0,0.0,2148
0.941644,0.0,0.066667,0.0,0.0,4395
0.907588,0.028571,0.066667,0.0,0.0,8569
0.890063,0.0,0.066667,0.0,0.0,3691
0.911021,0.057143,0.2,0.0,0.0,5799
0.999458,0.0,0.0,0.0,0.0,935
0.911021,0.0,0.066667,0.0,0.0,1498
0.917977,0.0,0.0,0.0,0.0,6638
0.917525,0.028571,0.2,0.0,0.0,4947
0.897019,0.0,0.0,0.0,0.0,378
0.911021,0.0,0.0,0.0,0.0,3590
0.917977,0.028571,0.066667,0.0,0.0,7007
0.893044,0.028571,0.066667,0.0,0.0,8821
0.898284,0.057143,0.0,0.2,0.0,6921
0.928275,0.0,0.0,0.066667,0.0,7622
0.897922,0.0,0.0,0.0,0.0,3087
0.894309,0.0,0.0,0.0,0.0,8531
0.900271,0.0,0.0,0.066667,0.0,2343
0.937037,0.0,0.0,0.0,0.0,8142
0.918067,0.057143,0.0,0.0,0.0,8065
0.932972,0.0,0.0,0.0,0.181818,5745
0.927823,0.0,0.0,0.0,0.0,4241
0.999548,0.028571,0.066667,0.0,0.0,2285
0.929901,0.057143,0.066667,0.0,0.0,5923
0.91355,0.0,0.0,0.0,0.0,4600
0.919964,0.0,0.0,0.0,0.0,5060
0.917525,0.028571,0.0,0.0,0.0,2342
0.923126,0.0,0.066667,0.0,0.0,2567
0.901084,0.0,0.0,0.0,0.0,6701
0.908943,0.0,0.133333,0.0,0.0,3550
0.906956,0.0,0.066667,0.0,0.0,7601
0.901807,0.0,0.133333,0.0,0.0,3570
0.911111,0.0,0.0,0.0,0.0,2924
0.999639,0.0,0.0,0.0,0.0,4185
0.900903,0.0,0.0,0.0,0.0,5362
0.910479,0.0,0.0,0.0,0.0,392
0.976332,0.0,0.133333,0.0,0.0,678
0.91897,0.285714,0.066667,0.0,0.0,1861
0.895664,0.0,0.066667,0.066667,0.0,1311
0.911743,0.028571,0.0,0.0,0.272727,8879
0.899277,0.0,0.066667,0.066667,0.136364,1268
0.94878,0.0,0.066667,0.0,0.0,3660
0.931707,0.0,0.0,0.0,0.0,523
0.930894,0.0,0.0,0.0,0.0,4837
0.915808,0.0,0.133333,0.0,0.0,1635
0.915718,0.028571,0.066667,0.0,0.0,8172
0.930172,0.0,0.066667,0.0,0.0,537
0.919783,0.0,0.266667,0.0,0.0,7246
0.90804,0.114286,0.333333,0.0,0.0,3
0.900542,0.0,0.133333,0.0,0.0,5681
0.90271,0.028571,0.133333,0.0,0.0,962
0.894309,0.0,0.0,0.0,0.045455,6461
0.90009,0.028571,0.0,0.066667,0.181818,2095
0.889792,0.057143,0.266667,0.0,0.0,3962
0.907498,0.114286,0.266667,0.2,0.0,5925
0.91075,0.342857,0.066667,0.0,0.0,7173
0.898464,0.028571,0.066667,0.0,0.0,8733
0.889702,0.0,0.133333,0.066667,0.0,7879
0.922313,0.057143,0.133333,0.0,0.0,2407
0.911743,0.0,0.133333,0.0,0.0,3871
0.909033,0.057143,0.133333,0.066667,0.227273,5163
0.915718,0.028571,0.2,0.0,0.136364,7551
0.906143,0.057143,0.2,0.0,0.0,6041
0.902349,0.0,0.066667,0.0,0.0,812
0.903162,0.0,0.266667,0.133333,0.136364,160
0.905781,0.057143,0.0,0.066667,0.0,8578
0.934779,0.0,0.0,0.0,0.0,656
0.901536,0.0,0.066667,0.0,0.0,5203
0.902078,0.171429,0.0,0.0,0.0,930
0.915718,0.0,0.266667,0.066667,0.0,4075
0.909304,0.0,0.133333,0.0,0.090909,3565
0.906685,0.057143,0.0,0.0,0.0,7897
0.905149,0.0,0.066667,0.0,0.0,5054
0.909304,0.028571,0.2,0.0,0.0,3774
0.912285,0.0,0.0,0.0,0.0,5011
0.919061,0.0,0.333333,0.0,0.0,1003
0.928817,0.0,0.0,0.0,0.0,7473
0.931617,0.028571,0.066667,0.2,0.136364,4041
0.917977,0.114286,0.0,0.0,0.0,7247
0.924481,0.114286,0.266667,0.0,0.0,3391
0.963505,0.0,0.133333,0.0,0.0,155
0.909937,0.114286,0.0,0.0,0.0,4386
0.952394,0.0,0.066667,0.066667,0.0,5328
0.928004,0.0,0.0,0.066667,0.136364,8270
0.908672,0.057143,0.2,0.133333,0.090909,484
0.917615,0.0,0.133333,0.0,0.045455,3837
0.899368,0.057143,0.266667,0.0,0.0,6093
0.958988,0.171429,0.133333,0.066667,0.0,3863
0.908491,0.0,0.0,0.0,0.227273,4898
0.902439,0.0,0.133333,0.0,0.0,7276
0.929539,0.028571,0.2,0.066667,0.0,1488
0.914724,0.0,0.066667,0.0,0.0,6919
0.911382,0.0,0.133333,0.066667,0.227273,3285
0.911653,0.057143,0.266667,0.066667,0.0,5460
0.936585,0.085714,0.4,0.066667,0.0,1038
0.911743,0.028571,0.133333,0.0,0.0,754
0.937308,0.0,0.266667,0.0,0.0,7095
0.998916,0.342857,0.066667,0.0,0.045455,5792
0.922313,0.0,0.133333,0.066667,0.045455,1989
0.919422,0.114286,0.133333,0.0,0.0,8693
0.92168,0.028571,0.066667,0.0,0.0,252
0.912737,0.085714,0.0,0.0,0.0,875
0.911021,0.171429,0.133333,0.066667,0.0,3527
0.921048,0.114286,0.066667,0.0,0.0,299
0.919874,0.028571,0.266667,0.0,0.0,2844
0.912195,0.028571,0.066667,0.0,0.227273,4964
0.997109,0.171429,0.133333,0.0,0.0,2000
0.90009,0.028571,0.533333,0.0,0.0,948
0.926649,0.0,0.0,0.0,0.0,2854
0.904697,0.0,0.133333,0.0,0.0,1884
0.899187,0.0,0.0,0.266667,0.0,3167
0.920506,0.0,0.133333,0.0,0.0,3712
0.899819,0.0,0.066667,0.0,0.0,7996
0.917073,0.057143,0.2,0.0,0.0,4016
0.902529,0.028571,0.133333,0.0,0.0,439
0.905781,0.028571,0.266667,0.066667,0.045455,5182
0.890063,0.028571,0.066667,0.0,0.090909,2882
0.90271,0.028571,0.0,0.0,0.0,7757
0.990967,0.0,0.0,0.0,0.0,3730
0.999277,0.0,0.0,0.0,0.0,5457
0.878139,0.0,0.0,0.0,0.0,4577
0.907407,0.257143,0.133333,0.0,0.0,4252
0.901897,0.0,0.0,0.0,0.0,5394
0.912556,0.0,0.4,0.0,0.0,3220
0.910298,0.0,0.466667,0.0,0.0,3098
0.895212,0.0,0.0,0.0,0.454545,7114
0.916712,0.057143,0.133333,0.0,0.0,863
0.914995,0.028571,0.2,0.066667,0.0,908
0.916621,0.028571,0.133333,0.0,0.0,1539
0.908672,0.085714,0.133333,0.066667,0.0,2756
0.915718,0.085714,0.333333,0.066667,0.0,1741
0.965944,0.0,0.066667,0.0,0.0,6819
0.935772,0.0,0.0,0.0,0.0,1918
0.913279,0.0,0.133333,0.0,0.0,6475
0.913821,0.114286,0.066667,0.0,0.0,846
0.913008,0.0,0.066667,0.0,0.0,5793
0.885005,0.0,0.066667,0.0,0.090909,7811
0.892773,0.0,0.133333,0.133333,0.0,59
0.897832,0.057143,0.066667,0.066667,0.0,2811
0.896387,0.028571,0.133333,0.066667,0.0,8499
0.906233,0.142857,0.2,0.133333,0.0,8128
0.904607,0.057143,0.133333,0.066667,0.0,3428
0.917164,0.085714,0.066667,0.0,0.0,1864
0.916802,0.228571,0.133333,0.066667,0.045455,1241
0.920054,0.228571,0.133333,0.066667,0.0,5725
0.920325,0.171429,0.066667,0.0,0.227273,5306
0.911201,0.228571,0.2,0.133333,0.0,2895
0.928275,0.057143,0.2,0.066667,0.181818,3242
0.927371,0.142857,0.2,0.0,0.0,3947
0.878952,0.0,0.4,0.0,0.0,3079
0.906685,0.028571,0.066667,0.066667,0.409091,7824
0.950226,0.028571,0.133333,0.066667,0.0,3584
0.909937,0.0,0.0,0.0,0.0,215
0.892322,0.0,0.0,0.0,0.0,599
0.907769,0.0,0.133333,0.0,0.0,6420
0.89449,0.514286,0.066667,0.0,0.0,4449
0.869557,0.0,0.0,0.0,0.0,7857
0.908491,0.028571,0.066667,0.0,0.0,841
0.923758,0.028571,0.066667,0.0,0.0,5412
0.906775,0.0,0.133333,0.0,0.0,3457
0.898193,0.114286,0.133333,0.0,0.0,5229
0.90551,0.0,0.066667,0.066667,0.045455,6460
0.88654,0.085714,0.0,0.0,0.0,1615
0.895664,0.028571,0.133333,0.066667,0.045455,7923
0.915989,0.257143,0.133333,0.0,0.0,3233
0.907046,0.0,0.2,0.066667,0.045455,5391
0.910208,0.028571,0.266667,0.0,0.0,1540
0.915989,0.114286,0.133333,0.0,0.318182,3785
0.899729,0.0,0.066667,0.0,0.090909,6583
0.91888,0.057143,0.066667,0.0,0.0,7226
0.922132,0.028571,0.066667,0.0,0.318182,2347
0.919422,0.057143,0.0,0.0,0.0,3389
0.912647,0.0,0.133333,0.0,0.0,7911
0.937037,0.0,0.0,0.0,0.0,4240
0.984553,0.0,0.0,0.0,0.0,8556
0.977236,0.057143,0.066667,0.0,0.318182,3731
0.908943,0.028571,0.133333,0.0,0.0,4858
0.90271,0.0,0.266667,0.066667,0.136364,8213
0.911382,0.0,0.0,0.066667,0.0,4580
0.9028,0.0,0.133333,0.0,0.0,2641
0.933153,0.0,0.0,0.0,0.0,3778
0.901807,0.0,0.0,0.0,0.136364,1885
0.9,0.057143,0.066667,0.0,0.0,7771
0.988979,0.0,0.133333,0.0,0.0,4734
0.891418,0.028571,0.133333,0.066667,0.0,7393
0.903523,0.0,0.4,0.0,0.0,4737
0.913279,0.0,0.0,0.0,0.0,6966
0.998735,0.0,0.0,0.0,0.0,3608
0.907498,0.0,0.133333,0.0,0.0,3881
0.885276,0.0,0.0,0.066667,0.136364,7559
0.895574,0.028571,0.133333,0.0,0.0,5088
0.898826,0.0,0.0,0.066667,0.045455,2070
0.965492,0.085714,0.066667,0.0,0.0,1114
0.896387,0.028571,0.2,0.0,0.0,4246
0.90533,0.0,0.066667,0.0,0.0,8814
0.886811,0.028571,0.066667,0.0,0.0,7701
0.896658,0.028571,0.133333,0.0,0.0,436
0.929991,0.371429,0.0,0.133333,0.0,5452
0.915266,0.0,0.0,0.0,0.0,4294
0.915266,0.0,0.133333,0.133333,0.0,8180
0.893225,0.171429,0.066667,0.0,0.0,5733
0.89738,0.142857,0.0,0.0,0.227273,8660
0.916983,0.171429,0.0,0.0,0.0,4461
0.932701,0.0,0.0,0.0,0.0,8772
0.920596,0.0,0.066667,0.0,0.0,6374
0.897019,0.0,0.0,0.0,0.0,1376
0.917886,0.0,0.066667,0.0,0.0,4640
0.897471,0.028571,0.0,0.066667,0.0,2385
0.918428,0.0,0.0,0.0,0.0,6879
0.988708,0.0,0.0,0.0,0.0,149
0.951491,0.0,0.0,0.0,0.0,5881
0.928184,0.114286,0.133333,0.0,0.0,1180
0.931165,0.0,0.4,0.0,0.0,1032
0.926016,0.057143,0.133333,0.0,0.0,6147
0.936676,0.085714,0.066667,0.0,0.0,7583
0.936405,0.028571,0.0,0.0,0.0,2806
0.89449,0.0,0.066667,0.0,0.0,5020
0.969196,0.0,0.066667,0.066667,0.0,4701
0.902349,0.057143,0.0,0.0,0.0,6397
0.914182,0.0,0.0,0.0,0.045455,7409
0.906233,0.0,0.0,0.066667,0.0,5428
0.92421,0.057143,0.0,0.0,0.0,2031
0.925294,0.057143,0.0,0.0,0.0,1029
0.903704,0.0,0.0,0.0,0.0,5948
0.90551,0.0,0.0,0.0,0.227273,929
0.923848,0.085714,0.066667,0.066667,0.0,37
0.88925,0.028571,0.0,0.0,0.0,4271
0.911021,0.0,0.066667,0.0,0.0,3358
0.911743,0.028571,0.066667,0.0,0.0,2548
0.926649,0.057143,0.066667,0.0,0.0,4880
0.923577,0.228571,0.2,0.066667,0.045455,6689
0.903704,0.114286,0.133333,0.066667,0.0,3492
0.898193,0.028571,0.066667,0.0,0.0,5293
0.917525,0.028571,0.0,0.0,0.0,1012
0.911382,0.085714,0.133333,0.0,0.0,3817
0.957001,0.085714,0.133333,0.0,0.0,2777
0.955375,0.142857,0.066667,0.0,0.0,2834
0.940108,0.085714,0.133333,0.0,0.0,904
0.93785,0.028571,0.0,0.0,0.0,5454
0.924752,0.057143,0.0,0.066667,0.454545,959
0.906504,0.114286,0.0,0.0,0.227273,6088
0.914995,0.0,0.266667,0.0,0.0,1552
0.915537,0.0,0.133333,0.0,0.0,5478
0.932249,0.085714,0.0,0.0,0.0,114
0.91888,0.057143,0.133333,0.0,0.0,6621
0.915176,0.0,0.2,0.066667,0.0,6480
0.932069,0.0,0.0,0.0,0.0,6291
0.92963,0.0,0.0,0.0,0.0,1743
0.91355,0.114286,0.066667,0.066667,0.0,4845
0.934056,0.085714,0.066667,0.0,0.0,6737
0.902981,0.028571,0.0,0.0,0.0,8051
0.907678,0.085714,0.066667,0.0,0.0,4843
