all/miniboone_table_1_2.ParticleID_0,all/miniboone_table_1_2.ParticleID_48,all/miniboone_table_1_2.ParticleID_37,all/miniboone_table_1_2.Key_1_2,Key_0_0
3.53922,0.8406110000000001,-4.89628,46454,41541
4.897869999999999,0.941999,-3.86659,65140,45494
7.18077,3.04571,-1.98289,24343,2226
4.42062,0.2928699999999999,-2.9847900000000003,47131,4083
2.93153,0.0353406999999999,-2.99396,19941,49411
4.776669999999999,1.2709700000000002,-2.59314,28269,62366
5.43614,1.17004,-1.87329,47838,45785
4.65988,1.27352,-3.10373,9658,14818
3.36269,0.24324,-2.00721,8505,48890
3.91231,0.466599,-4.38209,9730,65728
3.64066,-0.1282309999999999,-2.56493,9401,27732
3.90412,0.425952,-4.48697,6619,2012
3.65054,0.333365,-4.2615300000000005,50774,25026
3.87437,0.534918,-3.1224,57727,3193
6.30172,0.232731,-1.08938,33085,9864
3.81287,0.427645,-3.5552,20136,17393
3.26858,0.289689,-3.07161,2240,27123
4.5431,2.17893,-3.4171,59183,36960
6.24736,2.15715,-4.08368,9074,66296
4.2838400000000005,-0.0892936,-2.8624,62113,32453
6.37082,1.77945,-1.9204,57333,34636
4.94824,0.161879,-3.18783,72982,16733
4.69201,0.734527,-4.809019999999999,72153,7232
5.61526,2.83881,-1.8542,64996,70767
3.78289,0.117467,-3.16865,12859,39811
3.36426,-0.3931389999999999,-3.33687,54620,46054
3.03431,-0.0345981,-1.33364,5397,49318
7.0217,3.12242,-1.87745,25472,59083
3.71441,0.696229,-2.4115,19881,8691
5.22421,1.96665,-2.21751,53660,51635
3.96374,1.7792400000000002,-2.35008,60464,25574
4.55121,2.62587,-4.71473,24685,16013
3.86303,0.534212,-4.14325,43721,9329
7.676839999999999,-1.29682,-3.83242,11843,8563
4.69728,1.3672,-3.19091,44749,10334
2.57583,0.304222,-3.31877,22012,59869
3.30723,0.200495,-3.82079,28184,28566
2.91712,0.0713758,-1.44115,34170,30550
4.386080000000001,2.27093,-4.07303,2638,44212
3.30981,0.00714792,-3.87829,24333,13579
3.2027,-0.141221,-3.66543,9626,32020
3.70653,0.66383,-4.76254,64214,43492
3.5026900000000003,0.163938,-1.38078,7108,41993
4.5661,0.989277,-3.23122,50356,764
6.77228,2.57832,-1.7805,17254,53503
4.33338,0.024923,-1.6666900000000002,38462,14506
4.8184,1.6897799999999998,-2.77982,26288,4644
4.05823,0.862085,-3.06991,55628,31601
5.62884,2.80342,-2.6369,54452,30191
4.33359,-0.0704219,-3.45636,1285,70868
3.913780000000001,0.662219,-1.90057,47526,36222
3.41379,-0.2461949999999999,-1.93513,4150,9763
3.90437,0.735755,-4.54381,7537,25624
4.7253,1.3744,-3.90954,32702,7549
3.76227,0.1243079999999999,-1.62098,29163,48100
3.5399,-0.157802,-3.9262,31368,56794
5.46927,0.514005,-1.75913,23632,48615
-999.0,-999.0,-999.0,36772,59300
4.1098,0.254107,-1.58141,26836,28472
3.94769,0.31343,-3.76104,10727,43801
4.1313,0.119904,-0.498774,37523,50690
4.1058,0.0009034669999999,-0.713935,12490,46255
6.64059,-0.13344,-2.13478,17136,39911
4.388319999999999,1.95925,-2.8437900000000003,31887,40381
3.8043,1.04158,-4.11417,12128,28152
3.80891,1.49275,-3.48239,19516,41590
2.6135200000000003,0.2356639999999999,-4.46556,22683,71094
3.74242,-0.1289,-3.68938,46688,33242
3.12747,-0.0829383,-5.7007900000000005,32913,19793
4.452030000000001,0.808321,-3.44341,8338,49245
3.84168,0.744462,-3.59432,54794,48882
5.342630000000001,0.929443,-2.23361,10498,24391
6.25566,1.3108,-2.16851,19315,15269
7.29346,1.97226,-1.81795,8908,51798
4.03228,0.459776,-3.36797,38763,37527
3.78974,0.275226,-3.42906,61638,37155
4.20363,0.648001,-5.61724,19868,59797
3.46852,0.112882,-4.01664,32393,7635
4.37125,4.06271,-2.47235,36761,56574
4.01209,0.399607,-3.39526,9096,67502
4.62478,2.56682,-3.32939,60650,12894
5.17468,1.7409400000000002,-2.4058,57399,49492
5.19643,1.66891,-2.94252,57117,71784
4.83351,1.857,-3.4416800000000003,65563,54224
5.86227,1.96143,-2.2523,48110,69312
4.04461,0.499979,-3.5885300000000004,54732,32790
4.54496,0.8842690000000001,-3.63132,71035,55620
3.93704,0.155168,-2.62486,10955,44090
4.49406,3.54731,-3.80067,42647,60823
3.79447,0.534289,-4.2853,68004,32135
2.8765,0.0301580999999999,-1.68032,24352,40674
5.50156,3.96298,-4.86704,3725,3659
4.85473,1.71192,-3.00373,25398,7324
3.44342,0.0245344,-4.18429,53334,39527
5.19563,2.6649700000000003,-3.5775300000000003,11357,12986
5.68198,4.725969999999999,-1.85933,12193,1948
5.83276,4.29824,-3.22376,47751,62869
5.38583,2.11285,-1.84728,43506,7466
6.3455,5.39874,-4.56829,38116,29804
4.47261,1.4939,-2.88554,60612,16759
7.0032,-0.0685558,-2.26872,26803,21491
3.10412,-0.135465,-3.3062400000000003,20826,28659
5.50577,0.819243,-2.15305,39520,53257
5.15319,1.95764,-2.28194,59269,10602
4.72765,1.58713,-3.10178,28388,51989
2.74083,-0.0183544,-1.82475,64102,55937
4.81208,1.47112,-2.84584,52795,9992
6.52243,2.16302,-2.47288,68346,7980
4.08589,2.24955,-3.39091,61188,28575
4.34611,1.53482,-2.92755,35169,45885
3.8136,1.49759,-3.11191,1610,41173
5.52519,4.24521,-2.00018,45801,57079
5.96162,4.88813,-2.11117,60344,70017
5.3956800000000005,2.63485,-1.14017,42810,28603
5.93621,6.68337,-2.55866,13859,35590
4.53412,1.59309,-1.6779400000000002,25171,34867
3.52478,-0.365288,-2.24475,28626,57653
6.2165,3.15893,-1.26163,25620,5281
4.18112,1.88631,-3.43407,30560,15841
3.07372,-0.17624,-3.5546900000000003,69952,22025
4.834569999999999,1.60274,-3.06363,57226,4296
6.617839999999999,2.28986,-1.4922,36462,2952
4.983619999999999,0.437064,-2.5072,29912,51170
4.68334,1.40684,-2.6287700000000003,1031,41047
3.5357199999999995,-0.0881914,-2.3033,5355,15904
2.7023,-0.233176,-3.39341,39932,33524
5.0803400000000005,2.41136,-2.60379,33344,21748
3.31791,0.288238,-3.38628,32161,39809
2.70796,0.121023,-2.64141,32751,24922
3.16702,0.0428300999999999,-3.2005,19742,47472
5.03769,2.75968,-2.83976,6401,11698
3.69922,0.3181,-0.504941,55971,26121
3.98534,-0.00682593,-2.77122,30661,15143
5.84769,7.8409,-1.08078,18516,71308
5.6477,0.924464,-2.25504,27105,59436
4.82146,4.91476,-3.31802,67947,45521
2.44901,-0.146645,-1.6562400000000002,35129,50178
5.64312,0.893379,-2.54431,61949,49649
4.71851,0.403415,-3.08109,45116,62350
5.670719999999999,0.0333558,-1.32437,52661,55664
6.6745600000000005,5.884180000000001,-2.75368,46043,21818
5.5251,1.65067,-0.859109,36456,29231
4.42934,1.40765,-3.38804,51860,1426
4.19612,1.11294,-3.7529,11453,9703
7.76485,4.66231,-1.42396,11845,14671
5.54864,2.7052400000000003,-0.936912,67315,34774
5.090409999999999,0.703843,-2.11006,47454,9527
4.57263,0.658582,-2.76894,45918,62571
3.38274,0.824723,-3.76829,43945,67584
3.84234,-0.259163,-4.00518,32389,39222
6.4126,2.44239,-0.980271,66712,22590
2.87812,-0.0157201,-4.31034,20916,2214
5.031,2.02531,-2.63028,1439,6791
4.4328,0.177233,-3.68885,63363,49305
5.44879,0.650334,-2.49784,19317,31522
4.402480000000001,0.8358459999999999,-2.4310400000000003,60034,65483
7.33663,5.95667,-0.256291,27152,52737
4.105090000000001,1.07245,-3.63629,37092,36316
6.07923,7.42442,-1.95939,19452,16163
3.77788,0.291213,-4.78725,20425,13025
6.590389999999999,0.642368,-2.38824,48281,67589
6.51666,-0.206586,-1.9922,16240,41712
5.04989,2.65191,-1.80776,49761,19973
4.13898,1.95496,-2.50021,2947,9187
3.8842,1.75373,-4.33073,45315,35697
5.60397,2.06475,-1.96563,5969,53010
5.37872,2.15912,-1.76361,51929,19342
8.48925,7.0697,-1.01394,31090,68975
6.33588,7.36344,-3.3610300000000004,20668,1350
4.1851400000000005,0.50027,-2.02383,1609,6029
3.67572,0.2676989999999999,-2.22866,46408,8526
5.71611,1.33939,-2.7491,12682,11137
3.37909,0.082171,-3.07446,67747,48695
3.2861300000000004,-0.183556,-3.45442,15773,4423
3.11902,-0.2515429999999999,-4.28575,20338,67989
2.9327,0.153041,-2.99833,60636,18496
4.7263,2.69614,-2.34645,26581,37979
5.63088,-0.266913,-2.84206,22174,16492
3.88046,1.57335,-1.14927,22216,43422
3.5533300000000003,0.334701,-2.24741,11501,21488
3.16692,-0.0922618,-4.30236,52312,10372
5.16472,-0.1066329999999999,-2.77697,30174,71630
3.94098,0.308367,-2.12751,18670,5642
4.54919,3.66203,-3.29996,33138,60326
5.50702,-1.10134,-3.4191199999999995,31270,9443
4.49299,-0.612427,-3.1309400000000003,66502,41112
3.9274,1.31477,-2.11126,4265,54612
5.43749,1.46455,-2.11401,40999,44988
3.93921,0.470818,-2.34258,39181,35592
4.52744,1.40952,-3.17263,45632,55520
4.4570300000000005,1.48375,-1.97268,1403,42368
6.76097,0.4921359999999999,-2.11833,46486,30481
5.06775,2.0687900000000004,-2.29782,38585,32948
5.8572,1.7907099999999998,-2.08535,16723,34259
5.2586900000000005,1.54489,-3.8123,1463,311
3.69658,-0.0416919,-3.14962,19093,40096
4.67384,1.68715,-3.77561,66163,42709
2.48627,0.161067,-3.79144,2745,40210
3.92652,0.730705,-2.38352,7984,1741
4.003819999999999,0.557487,-2.51662,42563,66340
4.06628,0.14385,-4.54186,4271,39139
4.44286,2.58151,-2.45715,29473,62534
4.16174,0.710815,-4.42662,38755,54890
3.54324,0.493316,-3.69152,8153,54787
5.49619,2.31586,-3.0624,28640,23852
3.49851,0.13238,-4.434419999999999,11688,6644
5.24564,2.41647,-2.92263,46261,37017
4.57995,1.50501,-2.05937,5192,1482
5.05989,1.54634,-2.1116,54006,21834
4.76924,1.68562,-3.58094,58940,39750
4.44303,1.41261,-1.7841900000000002,48369,27901
3.41024,0.696112,-2.68836,46646,52173
7.195,2.07126,-0.97061,51405,58734
5.376930000000001,0.749649,-3.90976,24402,36598
4.53186,0.7439479999999999,-2.74844,72955,8406
3.27635,-0.138924,-4.98582,34745,1844
3.61554,0.0747892,-4.1003,31627,57909
5.0797,1.6884,-2.21028,45450,33564
3.9161,-0.127633,-2.50651,3926,9714
4.21707,0.8971819999999999,-3.68734,69209,69643
4.39746,0.299744,-3.2101900000000003,36885,7415
2.59301,0.169952,-2.6166,2720,55638
5.52529,2.92363,-2.3454900000000003,70875,66967
7.03873,3.65641,-3.04668,39878,40561
2.97883,-0.099623,-3.25315,25403,27231
3.24043,0.1081029999999999,-3.40397,37882,50203
5.24268,2.05944,-2.39261,46832,42518
3.7244,0.0574575,-1.94621,13347,22082
6.03722,2.51654,-1.47965,64381,55800
6.39802,0.889482,-1.6669900000000002,18724,23603
5.50381,1.10937,-1.64795,10367,19478
5.90776,1.43743,-0.793089,16592,51172
5.31109,0.448401,-2.43226,16235,50452
4.015219999999999,0.0479403,-2.48015,380,42998
3.14345,-0.214596,-3.83206,45088,37701
5.82963,4.16412,-2.0209,51899,44981
3.81914,0.5371,-2.6974,17231,69073
4.462280000000001,1.09955,-3.90294,13981,66773
4.660769999999999,1.51811,-1.97738,40723,72547
4.91845,-0.0114562999999999,-1.67157,35638,41950
4.35844,2.02276,-2.8162,46810,71372
4.14366,0.447817,-3.30952,19374,46123
5.44492,0.917352,-1.5627799999999998,56401,70151
2.51235,0.0218706,-2.45016,49808,58626
3.70472,0.2350809999999999,-1.7760900000000002,3343,61307
5.9961400000000005,3.00203,-3.29832,55712,58879
6.427,-0.657705,-1.32483,18652,59001
3.66769,0.5836359999999999,-4.43995,59886,31393
3.97577,0.500037,-3.83991,43257,68825
4.676480000000001,0.923323,-2.58561,58134,59603
3.85225,1.40056,-4.05069,23607,15449
4.16638,0.39121,-3.94022,49343,21295
4.30781,0.648163,-2.20359,20548,68067
3.12195,0.0770343,-4.79349,68171,49532
5.15025,3.38315,-3.09518,12419,30394
4.531280000000001,1.23173,-5.63366,8180,25295
5.04045,3.61031,-3.46696,6333,68435
4.14653,0.609608,-1.6583599999999998,49907,44275
3.73673,-0.116307,-2.70333,25291,28123
6.490469999999999,0.865408,-2.96773,8203,72820
2.93667,0.0755835,-1.70712,16957,33695
3.916,0.742284,-4.05274,29962,4088
3.5406,0.540308,-3.20284,57635,59953
4.99441,1.98948,-3.1255900000000003,47301,666
4.01085,0.644147,-2.47801,53683,19032
4.26609,-0.146138,-3.7546,25197,32720
5.32805,4.011,-3.08707,20857,55047
6.5850800000000005,5.62392,-1.07989,44195,12893
3.87305,1.78011,-3.16906,46497,52404
3.14109,-0.118934,-4.87451,2628,18082
3.23588,0.0674924,-4.081919999999999,72921,31797
4.18621,1.20967,-4.44923,50376,7808
4.4421,1.7677200000000002,-2.29969,66428,62921
5.63991,1.55059,-2.45629,65397,21575
4.32586,1.928,-2.02394,44074,909
4.58515,-0.276841,-2.2683,29665,47353
5.95341,1.40905,-2.40398,33333,60953
3.68984,-0.137731,-3.42831,37980,38462
3.21907,0.160134,-4.38232,35695,24698
6.25172,8.220289999999999,-2.54934,31061,54822
5.78747,4.2609900000000005,-2.4297,50287,8998
4.49828,0.0272379,-3.74632,66812,48995
4.38922,2.56203,-3.9677,61880,63273
3.73626,0.864469,-5.08986,71929,824
5.0029900000000005,5.26336,-1.47201,25646,59114
6.774430000000001,0.468157,-1.10468,53197,70443
-999.0,-999.0,-999.0,6440,54073
5.05403,0.917285,-1.84532,72044,39341
5.544580000000001,3.51087,-1.64223,31557,19402
4.43056,-0.650217,-2.71697,56252,37598
4.23726,0.297645,-3.23172,39325,2923
4.16364,0.455092,-2.98731,66000,28530
4.64307,1.05064,-3.64502,43678,50002
5.67004,-6.85151,-2.76028,1887,53105
5.08104,1.8498,-3.61969,71665,43354
4.05013,0.8901209999999999,-1.95522,49621,67056
4.62474,3.36005,-3.21185,12966,23880
3.35517,-0.0128866,-3.971330000000001,44999,7837
3.13822,0.0319707,-2.94738,46184,68667
3.17888,-0.00137949,-2.29889,36039,28415
3.3322199999999995,-0.518209,-2.53948,36061,30037
4.66779,1.32799,-3.68056,7848,30542
5.45723,1.88682,-3.00755,59307,53463
6.04241,3.44386,-3.96803,14585,45734
3.86446,0.841641,-3.71033,32267,3304
6.04478,2.4154,-2.20956,41418,24450
4.64764,3.8418,-3.19368,27229,37445
4.14149,0.253348,-4.50699,18046,34574
5.51345,1.5311,-1.73632,39195,65791
4.35337,7.19352,-0.371368,27990,31953
4.58991,1.30753,-3.14091,2629,14530
2.53371,0.345294,-3.77566,43505,17975
4.81747,2.55939,-4.12817,10359,17067
3.94444,-0.31344,-2.61168,50310,38879
5.0549,1.28195,-2.69354,11438,4714
3.43566,0.00919943,-2.60902,1374,2597
5.810219999999999,3.69602,-1.76505,24336,61223
7.719239999999999,1.54536,-2.47236,15330,40456
4.46548,1.28634,-2.99065,22619,5727
6.945010000000001,7.01029,0.166223,27742,55100
6.45655,1.81226,-1.7588700000000002,25281,23303
