all/superconduct_table_0_0.criticaltemp,all/superconduct_table_0_0.gmean_fie,all/superconduct_table_0_0.entropy_ThermalConductivity,all/superconduct_table_0_0.mean_fie,all/superconduct_table_0_0.mean_atomic_radius,all/superconduct_table_0_0.wtd_gmean_ElectronAffinity,Key_0_0
103.0,770.024056063059,0.974763502961095,811.866666666667,160.833333333333,56.8018135561214,6278
79.0,660.891519501663,0.934516138231404,703.766666666667,173.5,85.5683313154642,9130
38.7,730.375659804865,0.634397357597636,772.68,152.2,84.8258349869089,15271
27.4,692.541331131983,0.457810241617619,740.52,181.0,87.0561150245484,17628
21.96,734.615272701362,0.789555345837517,776.88,151.2,98.3965393070613,21141
40.0,734.219624171273,0.403693221013522,787.05,151.75,98.5261642405895,248
0.435,793.600819051996,0.460809385140371,798.75,159.5,203.428699415793,1802
74.6,674.175712902917,0.934516138231404,715.333333333333,183.166666666667,55.5756927801375,12453
91.0,794.176188935487,0.689286768552316,859.466666666667,143.666666666667,122.142954224679,17249
0.0125,813.441393094794,0.524597098463758,818.15,153.5,33.5528382404113,5675
5.3,740.367976076761,0.692201702962277,745.55,154.5,16.7597568905434,18579
7.2,838.397474876588,1.07268207483,853.066666666667,120.333333333333,50.8751815018953,19128
45.4,740.540285254181,0.738693887594424,782.44,161.4,91.4177801611342,12134
29.0,836.728309410775,0.485547950463364,921.85,132.0,82.0274283026036,2941
11.0,799.341426931621,1.002919930943,857.02,134.2,67.7862265747167,10106
22.8,765.715174475879,0.834028206522204,810.8,149.8,97.3704058379382,14209
29.5,732.368999670746,0.922744397875882,750.733333333333,167.0,39.5111505203935,19543
85.0,714.744685812163,1.15332529871746,750.1,152.666666666667,57.6624017542476,18313
34.0,753.9876815907,0.913399370611663,796.95,155.0,41.9223121235505,1936
1.07,700.27716670327,0.77150406926162,711.733333333333,141.333333333333,141.8967416336,20874
0.168,752.56125332095,0.666573948048043,760.25,173.0,81.1870724133149,11427
75.0,704.283309941666,1.10422362271704,736.385714285714,163.0,40.8967255636074,20493
93.5,724.049570486078,0.513068703128066,766.76,166.8,45.2454308311057,14142
64.9,733.513183093207,0.483727931942032,787.375,150.5,66.6844797887554,17851
0.00104,868.1,0.0,868.1,177.0,206.8,17709
16.95,714.827671540491,0.457895387876445,718.05,141.0,66.1138015311828,12539
89.0,698.525770140285,0.84894884263131,744.8,173.2,88.189448852582,19143
7.4,1085.7,0.0,1085.7,67.0,155.4,2679
32.85,739.16026612948,1.16414474127386,771.85,166.0,81.3297158679963,10930
108.0,736.138615188467,1.03022355465281,769.1,150.5,64.746536512682,11838
3.1,704.842215687455,1.33414868315039,712.175,165.5,50.6611865681187,7412
4.0,724.00751888819,0.464574487712498,819.433333333333,179.666666666667,116.576801363097,15863
81.8,741.629348855485,0.336261915781173,794.0,164.5,85.867609721279,15841
6.14,717.965297907083,1.25671421421153,736.0,168.0,32.7902394811119,15422
21.0,702.776706278068,0.931144362564789,740.516666666667,171.5,81.3069046216467,7558
42.7,742.169056298114,1.24939796375273,774.371428571429,157.571428571429,70.9195000344966,9594
20.0,726.276975830068,0.257209773933062,781.2,156.25,82.046890506221,20207
0.478,819.8,0.0,819.8,185.0,107.6,15663
79.3,677.234721776554,0.934516138231404,717.75,174.5,60.5082930252004,7207
0.07,685.129038940841,0.666573948048043,685.95,169.5,75.0232056392407,2261
23.4,723.246139987131,1.24488938578894,741.475,168.75,32.1164585132256,8896
27.8,681.288111836985,0.416966276255988,730.84,184.2,89.6427276492197,1408
1.68,744.08931198901,0.730786065659204,773.533333333333,160.333333333333,21.4940022931244,5836
76.0,729.898173296926,0.808380884488701,772.16,169.6,56.3173611072925,4281
59.3,692.541331131983,0.457810241617619,740.52,181.0,87.4539400146137,20842
34.9,765.092463732759,0.898527187862812,765.533333333333,129.333333333333,10.7094600222881,18092
2.36,627.287720211863,0.602338490077613,628.366666666667,155.0,17.986271690926,7211
81.0,740.399332713733,0.87197627698413,779.88,149.8,68.5472871662888,5573
81.0,702.48013095726,0.942696665715124,739.916666666667,155.666666666667,70.9542186541176,13349
87.8,717.928615900725,0.969184034079201,752.466666666667,160.166666666667,71.1345714377263,378
88.5,741.629348855485,0.336261915781173,794.0,164.5,86.4229396828729,5268
24.9,734.219624171273,0.403693221013522,787.05,151.75,98.8456850792986,13408
0.429,690.338305453909,1.15712103794385,708.575,174.5,41.3491396190622,9937
78.0,654.033130841009,0.930288435078622,698.266666666667,184.0,88.189448852582,5402
1.5,818.264352150331,0.565207805302814,818.4,151.0,76.0226282102901,18347
13.5,697.699401960858,0.368658283015843,743.8,171.6,103.94732073931,56
88.0,732.739085042325,1.10436912605319,770.942857142857,160.714285714286,23.1331333291898,4362
18.23,691.276745824692,0.877214913298849,691.566666666667,162.0,91.923639295361,8035
77.0,662.489980161944,1.01383177959663,705.083333333333,177.5,80.1249478468159,2786
3.5,854.519571893459,0.698334046359902,862.2,146.666666666667,149.863169770084,12555
2.7,811.166340736237,0.393093521201188,820.666666666667,143.333333333333,116.260613192536,5663
40.0,734.219624171273,0.403693221013522,787.05,151.75,103.098460665207,3206
3.88,817.398177145019,0.342904620544115,850.55,139.5,90.8979605753886,8525
60.4,692.541331131983,0.457810241617619,740.52,181.0,87.5525285004811,15115
13.8,822.540740093838,1.21450684383466,860.62,143.4,58.1898712066894,18848
37.0,722.301228743055,1.14091209506774,766.15,162.833333333333,77.9572336583749,7472
1.16,551.569167139579,0.904357958842468,552.2,199.333333333333,25.749628967748,3620
0.6,681.319781848294,0.670972312013938,690.366666666667,147.0,105.824776033798,2296
16.6,734.615272701362,0.789555345837517,776.88,151.2,98.3926839795108,13044
0.96,700.20973959447,1.01256044599298,757.05,179.5,94.1655896568184,18330
34.0,699.320041763905,1.29981432033971,731.757142857143,159.428571428571,34.2159394372846,11912
19.3,717.965297907083,1.25671421421153,736.0,168.0,32.1530464119317,17661
1.3,680.734691344579,0.685748357698366,681.35,172.0,82.2449998480151,14153
26.0,838.584884977272,0.270717616788772,891.65,154.25,47.7687177067096,5563
60.2,670.248157806516,0.907381978392945,711.8,186.666666666667,85.5945842747456,2636
2.455,604.514441514841,0.293235093850938,611.4,155.0,75.2593515783919,189
68.0,771.891022146416,0.785623847019654,816.36,160.0,90.8986073914357,9787
55.5,716.386472861389,1.13498700172842,753.916666666667,167.333333333333,82.2585747151874,8533
0.055,719.263581727867,0.395426957213598,719.35,155.0,123.688731583874,4144
36.6,698.323034681193,0.869607205876281,704.9,116.666666666667,11.2198189480726,4949
2.09,815.718121267982,0.741830412456956,818.866666666667,158.666666666667,172.102898316269,7585
12.0,676.198477502186,0.457810241617619,726.64,169.4,100.191665431298,10362
16.0,703.91108178806,0.437358649764223,749.02,159.2,102.570909098098,19624
4.8,757.093664506591,1.3890039583902,778.64,134.4,65.0086628113832,4062
0.067,812.30709094529,0.588519680313641,814.1,190.0,130.656552707292,14431
27.0,765.715174475879,0.834028206522204,810.8,149.8,96.3931546574113,10264
1.5,771.994922263094,0.675665001863683,774.25,143.5,61.9033117046253,20301
62.0,740.399332713733,0.87197627698413,779.88,149.8,36.1321457397857,7427
2.24,669.370779165031,0.362210557135449,670.55,181.0,59.1671658685206,11857
4.0,721.97557642793,0.609113913469886,751.566666666667,159.0,108.427348397381,3901
4.2,721.969756280533,0.680821609858269,805.466666666667,160.333333333333,109.434318842034,2593
7.42,817.558984171352,1.35965597444512,829.325,128.25,50.5939385533119,1060
55.0,732.739085042325,1.10436912605319,770.942857142857,160.714285714286,27.4731044071985,5922
3.1,965.314277562219,0.730315913884273,1047.22,103.0,132.194697423095,4641
4.4,800.087549806982,0.916193613040885,801.866666666667,137.333333333333,29.964053471961,17898
11.0,730.929064330867,0.839136155545725,772.86,164.2,81.3069046216467,14052
3.9,757.357867439219,0.848777724278392,775.86,151.2,124.215929684899,20764
86.9,698.031441659187,1.13057681471178,736.55,152.666666666667,35.5282899072115,8698
4.35,961.864456543647,0.68440517302673,1045.3,105.2,135.498738600199,18607
40.0,787.251471507194,0.524673998772068,830.575,141.5,60.5836816067225,19272
64.8,662.661893544278,0.907381978392945,705.2,170.0,81.1189292337964,4725
105.55,723.183072644525,1.16477755385072,752.1,153.428571428571,31.787071370385,12291
38.0,690.328114777212,0.835026704071475,738.22,167.0,87.8626493918228,16054
26.0,793.883416205739,0.933429031829029,815.85,149.75,39.0765470974948,9806
6.19,680.273754808556,1.26638516447577,741.9,175.0,36.8680763852803,6979
55.2,739.885226648753,0.679486976722325,782.78,167.0,87.5764203315239,3929
40.0,735.348988683478,0.993341692750718,770.383333333333,164.666666666667,76.190647985356,9334
15.3,613.361940456041,0.692591522077979,614.4,153.5,45.5351412795123,1941
108.55,668.644632870328,1.17802648272156,712.871428571429,171.571428571429,32.2859997404741,700
55.3,922.467756540476,0.92284079972228,973.96,121.8,54.5688975463646,21044
86.5,741.629348855485,0.336261915781173,794.0,164.5,86.5393772975223,18086
4.7,789.967999351873,0.0538666392674487,802.0,150.5,150.110039256008,17724
21.0,720.750466859291,1.32235629612613,739.75,153.0,42.4998888875262,3233
18.0,966.755510363625,0.171737911194042,1067.4,110.25,112.257691686067,18158
92.0,714.946183650756,0.336261915781173,773.025,163.0,90.4832906460075,7690
40.0,740.399332713733,0.87197627698413,779.88,149.8,36.1321457397857,5074
89.3,741.629348855485,0.336261915781173,794.0,164.5,85.9693729590358,3536
4.59,875.86103256243,0.111266606178141,884.866666666667,114.666666666667,85.3394705196673,9484
70.78,717.928615900725,0.969184034079201,752.466666666667,160.166666666667,36.8930234191252,8965
1.746,700.27716670327,0.77150406926162,711.733333333333,141.333333333333,135.585927456197,18655
91.0,741.629348855485,0.336261915781173,794.0,164.5,86.205442920185,6647
21.87,781.158302353314,1.44948944207081,821.216666666667,152.833333333333,47.3032169582048,53
13.05,601.062993927686,0.645932040297363,602.0,141.666666666667,45.8682850926788,11195
5.3,986.453652853796,0.491361618618871,1059.6,108.4,133.246079965541,12333
25.1,728.297332383956,0.301416322071393,782.675,148.5,103.198460287608,1873
5.33,783.844635520963,0.365842257570155,827.5,138.75,76.7267129992097,7725
66.0,744.894599675854,0.755118630693736,786.82,162.0,87.0232380012861,2897
13.2,645.585426558441,1.09553621201342,648.0,153.666666666667,30.5958767739073,11968
7.5,697.699401960858,0.368658283015843,743.8,171.6,103.94732073931,121
0.46,800.023644827187,1.07024744612584,802.466666666667,179.333333333333,114.259080783796,15831
2.0,946.2,0.0,946.2,114.0,79.5,2306
45.0,663.564845891161,1.14441083010831,699.014285714286,172.428571428571,64.8242331488914,20062
86.5,686.98793299265,0.53825815752865,735.32,178.6,87.0318707632443,14162
41.4,660.891519501663,0.934516138231404,703.766666666667,173.5,89.6110669306628,20474
22.7,730.887622404089,0.257209773933062,784.575,154.0,103.94732073931,18630
13.6,697.699401960858,0.368658283015843,743.8,171.6,103.94732073931,16969
76.0,714.946183650756,0.336261915781173,773.025,163.0,90.5945564804488,3485
51.0,745.091012254164,0.713636561856581,787.02,162.8,90.8412770934434,6935
45.0,705.366436731606,0.866222799125826,750.64,155.2,85.676181225121,4889
78.5,741.629348855485,0.336261915781173,794.0,164.5,85.867609721279,6918
19.6,734.219624171273,0.403693221013522,787.05,151.75,95.1704964693977,7057
8.5,586.791335255955,0.968822719552022,652.266666666667,185.0,147.472298958281,2437
0.75,752.56125332095,0.666573948048043,760.25,173.0,76.5479923201208,15428
1.74,714.752811795435,1.14893582951072,723.8,137.25,140.092125649636,4882
29.4,765.715174475879,0.834028206522204,810.8,149.8,97.7979402454115,455
52.0,666.244246929118,0.684593070763241,708.6,187.333333333333,82.9755279632603,18893
93.4,745.091012254164,0.713636561856581,787.02,162.8,86.281243480285,3304
0.1,727.098982025993,0.678060073424805,777.325,159.25,42.7917848643728,14199
40.4,808.929243833275,0.14051589852333,866.4,129.333333333333,103.110655366342,8373
10.6,710.530228868002,0.510399669094528,734.0,170.666666666667,52.3650373155475,9339
4.0,623.416605220372,1.24488938578894,656.575,191.5,32.1676317829913,5055
7.6,768.205363167949,0.412844414611115,776.45,186.0,107.729747763933,20614
4.382,653.938666848811,0.678659134063018,653.95,173.5,13.8328768880498,11072
6.0,750.705771927652,0.474783478967395,819.6,136.333333333333,103.686170288821,12974
37.78,623.416605220372,1.24488938578894,656.575,191.5,34.918946543415,744
85.0,740.399332713733,0.87197627698413,779.88,149.8,69.7704271991095,10829
7.0,653.938666848811,0.678659134063018,653.95,173.5,18.287735202009,10345
17.4,702.696738624533,0.952020165801642,740.083333333333,157.333333333333,71.5218120448679,20459
13.0,734.08458142862,0.674185485127405,777.76,148.0,103.659378043267,16914
1.01,661.261678044698,1.07417643826998,677.8,192.75,101.067782011241,14325
57.0,740.399332713733,0.87197627698413,779.88,149.8,68.5472871662888,5857
7.4,789.967999351873,0.0538666392674487,802.0,150.5,150.110039256008,15640
45.0,740.540285254181,0.738693887594424,782.44,161.4,86.3752092369922,6538
26.5,778.60189379414,1.23371135911838,790.7,160.25,29.6380115392518,8994
56.0,873.396370367753,0.336919342591823,971.2,140.0,64.1385448722896,16162
48.0,735.158015772234,0.292895082607709,788.7,169.75,91.1900828797247,3139
51.0,692.484778858646,1.18563160803942,732.5,156.5,69.7649891274783,18615
26.0,814.555957780342,1.00164148338,879.6,131.2,68.5485393855299,6866
94.0,717.928615900725,0.969184034079201,752.466666666667,160.166666666667,70.0556552986052,17862
14.8,734.219624171273,0.403693221013522,787.05,151.75,101.301276893401,14883
70.8,657.906331415967,0.934516138231404,701.35,182.166666666667,88.189448852582,6315
49.0,816.449953070715,1.07575472203236,883.671428571429,134.857142857143,61.2029486254375,553
5.0,672.132844012253,0.408533102692035,672.25,198.0,44.6770680283737,5632
1.3,778.856738336498,0.442729240144688,793.1,150.666666666667,40.78096558621,15904
28.0,966.755510363625,0.171737911194042,1067.4,110.25,107.749444005136,528
4.93,617.980582219215,0.540204142388861,631.25,189.0,60.7622983111751,15703
17.7,1068.88855497357,0.0083689092685806,1126.06666666667,100.666666666667,28.0676127117459,9751
2.9,764.214900466709,0.701987992248209,773.066666666667,151.666666666667,128.527348173295,13838
23.8,727.516610901601,0.876712588758406,770.483333333333,165.833333333333,50.3107736173241,6409
18.2,619.697765043574,0.647072926060712,621.15,167.0,70.8888615277496,11439
5.6,699.48000686224,0.564887468517725,700.45,171.5,5.819632243741,16929
1.9,751.302489014911,0.662965753462289,802.8,117.0,113.845118388018,8680
6.1,636.889544680533,1.0578736416719,672.366666666667,174.333333333333,65.9170130732752,15803
9.8,818.142554732894,0.99282744133759,836.466666666667,155.0,80.4442081119617,11985
1.33,778.856738336498,0.442729240144688,793.1,150.666666666667,40.78096558621,21136
87.0,702.670227381685,1.11994545046159,735.157142857143,158.428571428571,68.3650720791252,17568
10.0,826.715503490657,1.19961973689855,863.32,131.0,58.1898712066894,8431
13.0,921.011630745757,0.0180038621162554,941.933333333333,123.666666666667,140.016942536129,19982
90.0,697.660204589792,0.536835397425348,744.06,161.6,88.6767541646352,800
64.0,745.091012254164,0.713636561856581,787.02,162.8,89.094382831229,2919
21.0,738.718692946932,1.22042213539929,752.575,163.25,42.6291494462056,20379
20.0,747.36961095849,0.726163740164459,797.15,145.5,99.1027393659031,10621
13.5,862.020391904407,0.918873488986453,874.4,99.6666666666667,11.8834703149604,16788
6.28,619.381166972325,0.288358719120025,625.2,181.5,81.6452931618398,10487
2.58,623.956288533099,0.278169613313276,630.3,184.0,63.1037364950965,17912
8.46,755.024994731199,0.858425733255541,761.633333333333,158.333333333333,83.3874505045157,10598
12.15,765.779664420376,0.510262059304099,830.266666666667,130.333333333333,78.2330646466526,17798
25.5,688.274127036429,0.545778870808678,735.94,162.6,99.4840667006033,16384
37.8,768.106411898768,0.412844414611115,768.75,116.0,10.6054676906229,7632
9.5,779.892313079184,0.627941588739906,780.15,143.5,29.5660875922345,15104
23.0,748.164227897057,1.27685977137456,768.975,175.0,32.6395654972869,1473
51.9,692.541331131983,0.457810241617619,740.52,181.0,58.9155481023127,2390
37.5,693.520263697578,1.23088999061143,727.028571428571,170.857142857143,84.2188878383335,16655
39.6,738.256121189595,0.785669081352553,778.3,145.0,51.3618016567353,4217
37.9,734.219624171273,0.403693221013522,787.05,151.75,98.4119621279586,9257
72.3,771.891022146416,0.785623847019654,816.36,160.0,85.6688338654512,16760
22.7,688.019540642714,0.532343722584098,735.74,160.6,92.3766505656583,8754
16.5,662.748516101976,0.857741240048633,666.933333333333,147.0,77.5564581105444,4184
33.5,688.274127036429,0.545778870808678,735.94,162.6,98.4815941255884,14305
5.5,877.923176729778,0.678815246731329,951.975,116.5,99.8647043817074,12817
104.0,736.138615188467,1.03022355465281,769.1,150.5,64.5189070945765,2556
5.1,754.869077643659,0.895632413201828,792.816666666667,148.666666666667,43.3234806824025,15595
5.4,894.367457104483,0.363109272632055,966.5,124.333333333333,101.579869285779,4736
28.0,734.615272701362,0.789555345837517,776.88,151.2,74.5338481181168,10928
84.0,753.622589034708,0.974163100326647,789.014285714286,153.714285714286,47.8198937015263,13326
8.2,786.0,0.0,786.0,111.0,135.1,17256
59.0,668.05180859733,0.907381978392945,709.683333333333,177.166666666667,80.8137413061666,4703
20.0,637.363861675617,1.3117758782704,668.2,183.0,30.7606746040232,364
68.0,663.564845891161,1.14441083010831,699.014285714286,172.428571428571,64.8242331488914,18083
54.0,741.629348855485,0.336261915781173,794.0,164.5,84.9354640353898,4962
6.01,856.994268380308,1.18517132132579,893.06,131.0,53.2188414519895,4012
1.2,853.233129179587,0.246236985920779,856.5,142.0,107.418582347995,2277
11.9,674.697396698269,0.43134791899332,725.46,186.2,89.8032971295384,2668
91.0,726.596497025721,0.292895082607709,781.9,168.5,97.2005565474433,4995
80.0,1213.4084252183,0.0105323135755406,1217.3,66.3333333333333,159.523280945915,12669
0.634,771.326000133607,0.939567142706969,799.025,153.5,66.0247445724404,6265
1.13,761.818399207255,0.844505740148927,807.55,155.25,56.3554686268178,13896
29.3,870.311209550004,1.29162322611888,938.814285714286,132.571428571429,55.6164425973934,11624
90.0,741.629348855485,0.336261915781173,794.0,164.5,85.9693729590358,2232
28.1,691.818864460184,1.0576313640424,708.95,164.75,28.7455679260506,6696
27.5,661.30171631412,0.60475372879052,744.25,166.0,147.003249786202,5269
2.4,896.83885227748,0.685882888166489,969.525,110.75,97.3803746968565,19536
49.0,771.891022146416,0.785623847019654,816.36,160.0,82.273355997774,20358
11.75,826.715503490657,1.21450684383466,863.32,141.6,59.1672501214454,16656
7.5,733.177356445362,0.264718254098914,786.275,152.25,103.94732073931,18737
28.0,682.833214499688,0.790214511192099,722.9,173.666666666667,83.7612317217996,20651
2.2,806.949521572776,0.637507677015963,867.566666666667,136.0,117.482801954169,18784
69.2,741.629348855485,0.336261915781173,794.0,164.5,85.7995694368474,815
5.9,694.428333235331,0.688690573968,706.0,134.5,56.4170187088967,8284
19.0,741.629348855485,0.336261915781173,794.0,164.5,84.3867607435905,1809
2.9,764.124350218377,0.913930369810626,775.175,163.75,68.3991381004742,10691
78.0,725.893089224673,0.691522685889334,771.96,168.0,88.8111619455153,10482
17.7,673.515335242742,1.05300455142059,673.966666666667,171.333333333333,91.6878540379824,18093
0.78,784.084446982594,0.61810150278639,788.15,162.5,121.761281837218,9809
107.0,781.483207751268,0.810628981234087,831.2,162.2,50.8077636638615,3105
3.0,748.830051251102,0.865036742086011,756.5,167.666666666667,94.1596834925398,18497
0.954,672.249919474645,1.10474982731859,682.775,147.25,83.4857833808209,11390
107.0,736.138615188467,1.03022355465281,769.1,150.5,31.256971145631,11007
92.2,744.894599675854,0.755118630693736,786.82,162.0,56.1908865740826,9651
3.73,749.23160638083,0.306948102188943,782.0,163.5,2.02660678123075,16917
20.0,739.129589643532,0.765711950358612,781.46,152.6,73.8184979166229,13759
1.1,800.025789048856,0.535725937208222,857.466666666667,148.333333333333,56.3652290755322,14748
3.256,873.656260709467,1.09046997876681,961.1,118.5,137.789480688611,392
79.0,717.928615900725,0.969184034079201,752.466666666667,160.166666666667,40.10017099125,19715
10.9,788.630116148005,0.909638332484674,810.066666666667,154.333333333333,101.145110014246,5387
1.449,1026.46458779638,0.0176897237933294,1057.4,111.0,63.147191170079,5196
84.1,692.541331131983,0.457810241617619,740.52,181.0,86.8757849410773,15838
79.0,688.675884386996,0.570347359611176,736.72,178.2,83.9911463300903,16935
82.4,740.399332713733,0.87197627698413,779.88,149.8,68.9631231578099,7875
33.0,676.792973348339,1.26301013925393,697.575,163.5,33.5112874959557,18799
3.0,696.953415447008,1.04751794586342,706.8,151.25,125.210795401269,16058
110.5,723.183072644525,1.16477755385072,752.1,153.428571428571,28.2762809221736,10939
1.83,708.092550170511,0.953627283357381,711.5,164.333333333333,42.1850215531444,8541
28.0,741.629348855485,0.336261915781173,794.0,164.5,84.1176001855142,4501
44.2,743.320479425333,1.14963161919738,776.25,150.166666666667,35.6945837273645,3652
2.53,728.058342442417,0.556415652096559,731.6,187.5,46.0435120386256,15125
1.49,759.386857932108,0.206192050633232,766.3,160.5,137.043124859341,9351
62.5,758.221294974031,0.430245100634164,805.625,156.0,77.5936808732741,10525
1.75,662.323183951762,0.505065968010317,668.6,121.5,86.4173022821736,10871
4.2,876.648162035375,0.0256241248179672,885.6,111.5,93.4679089313546,9698
49.4,696.313849401554,0.457810241617619,743.42,170.6,89.9597999378543,6303
89.5,708.641979880737,0.329500146289958,768.4,165.75,89.9629157631912,16637
23.2,841.05447304112,1.26049680043415,872.82,133.8,26.0621603832256,3293
6.98,648.984807218166,0.683897470837527,652.05,155.0,35.0760059158894,18593
