Key_0_0,oz250,oz185,oz126,oz10,Key_1_1
8133,0.05328,0.0,0.2,0.0,8100
6723,0.187028,0.0,0.0,0.0,4490
6206,0.040233,0.0,0.066667,0.0,3411
1318,0.106561,0.0,0.2,0.0,5839
5443,0.16418,0.166667,0.2,0.0,5690
8406,0.223235,0.0,0.133333,0.0,520
8787,0.05328,0.0,0.4,0.0,4936
5856,0.074256,0.0,0.2,0.0,1350
2085,0.106561,0.0,0.066667,0.0,2764
6502,0.05328,0.0,0.0,0.0,6708
4201,0.05328,0.0,0.2,0.0,2094
8659,0.05328,0.0,0.0,0.0,8663
3888,0.08209,0.0,0.133333,0.0,2666
5290,0.1109,0.0,0.066667,0.0,1091
6911,0.14283,0.0,0.133333,0.0,1170
2864,0.153224,0.0,0.066667,0.0,4455
5164,0.235314,0.083333,0.066667,0.0,1110
3057,0.02881,0.0,0.333333,0.083333,3741
7191,0.08209,0.083333,0.066667,0.0,916
8480,0.08209,0.0,0.0,0.0,8528
4727,0.188651,0.083333,0.133333,0.0,585
5021,0.0,0.0,0.133333,0.0,5834
6744,0.0,0.0,0.066667,0.0,7251
7400,0.0,0.0,0.133333,0.083333,569
210,0.106561,0.0,0.0,0.0,2596
452,0.057619,0.0,0.0,0.125,3271
3971,0.122323,0.0,0.0,0.0,5115
7126,0.080467,0.0,0.0,0.0,7572
109,0.094232,0.0,0.0,0.0,1614
172,0.08802,0.0,0.0,0.0,7934
3553,0.05328,0.0,0.0,0.0,1353
72,0.080467,0.0,0.0,0.0,5856
3086,0.123041,0.0,0.066667,0.0,3165
1564,0.117392,0.0,0.0,0.0,7779
6940,0.104345,0.0,0.0,0.0,7470
774,0.106561,0.0,0.0,0.0,2203
906,0.05328,0.0,0.133333,0.0,5704
4839,0.05328,0.0,0.066667,0.0,8069
8561,0.0,0.0,0.0,0.0,3136
5554,0.02881,0.0,0.0,0.0,7319
3029,0.0,0.0,0.0,0.0,4841
309,0.0,0.0,0.0,0.0,8164
3819,0.225701,0.083333,0.066667,0.0,1269
4934,0.196891,0.0,0.0,0.0,3962
8268,0.106561,0.0,0.066667,0.0,7166
3929,0.05328,0.0,0.0,0.0,6888
5439,0.159841,0.0,0.4,0.208333,3650
5873,0.057619,0.0,0.266667,0.375,3185
5036,0.05328,0.0,0.2,0.208333,3571
8698,0.094232,0.0,0.066667,0.0,7176
1454,0.094232,0.0,0.066667,0.0,1710
6893,0.173201,0.0,0.133333,0.0,3505
1530,0.08802,0.0,0.066667,0.0,4419
7178,0.743149,0.666667,0.533333,0.333333,2300
3110,0.213122,0.0,0.133333,0.0,4323
259,0.08209,0.0,0.066667,0.0,6400
8334,0.16418,0.166667,0.133333,0.0,3363
2174,0.0,0.0,0.133333,0.0,7986
6618,0.074256,0.0,0.066667,0.0,5611
4150,0.0,0.0,0.0,0.0,4863
8225,0.0,0.0,0.133333,0.0,5131
5566,0.05328,0.0,0.066667,0.0,6041
7953,0.08209,0.0,0.0,0.0,2807
6601,0.0,0.0,0.0,0.0,3552
12,0.175604,0.0,0.0,0.0,8002
3202,0.05328,0.0,0.0,0.0,2488
202,0.040233,0.0,0.0,0.0,4035
6550,0.103377,0.0,0.0,0.0,7957
3607,0.05328,0.0,0.0,0.0,562
5001,0.100162,0.0,0.0,0.0,7623
4885,0.038923,0.0,0.0,0.0,4135
193,0.16418,0.0,0.0,0.208333,6589
5910,0.106561,0.0,0.0,0.0,5353
4029,0.05328,0.0,0.0,0.0,4321
4901,0.094294,0.0,0.0,0.0,8135
5602,0.176072,0.0,0.0,0.0,3920
2852,0.0,0.0,0.0,0.0,7899
279,0.05328,0.0,0.0,0.0,8179
7983,0.106561,0.0,0.0,0.0,788
2197,0.200855,0.0,0.0,0.0,3222
6719,0.05328,0.0,0.0,0.0,5904
1418,0.02881,0.0,0.0,0.0,6969
5896,0.05328,0.0,0.066667,0.0,6367
5284,0.02881,0.0,0.0,0.0,8286
1594,0.02881,0.0,0.133333,0.0,3994
5196,0.0,0.0,0.066667,0.0,5877
8385,0.147575,0.083333,0.0,0.0,8836
8820,0.132717,0.0,0.066667,0.0,4420
7550,0.243149,0.166667,0.0,0.0,2864
3998,0.256289,0.0,0.0,0.0,4568
3824,0.155846,0.0,0.0,0.0,8612
1462,0.05328,0.0,0.133333,0.0,1839
3065,0.057619,0.0,0.0,0.0,4928
528,0.0,0.0,0.266667,0.0,885
1366,0.08209,0.083333,0.133333,0.0,1828
8071,0.040233,0.0,0.0,0.0,7339
1045,0.010113,0.0,0.066667,0.0,2437
1106,0.05328,0.0,0.2,0.0,3532
3280,0.13537,0.083333,0.0,0.0,1890
6236,0.13537,0.083333,0.0,0.0,4861
2518,0.146794,0.0,0.0,0.0,401
2901,0.120669,0.083333,0.133333,0.0,6044
4415,0.0,0.0,0.0,0.0,3666
7317,0.0,0.0,0.0,0.0,5237
237,0.074256,0.0,0.0,0.0,2992
2621,0.0,0.0,0.0,0.0,2909
6830,0.093514,0.0,0.0,0.0,3582
5233,0.05328,0.0,0.133333,0.0,1321
7747,0.188651,0.083333,0.066667,0.0,6598
7680,0.05328,0.0,0.0,0.0,2442
3302,0.02881,0.0,0.066667,0.0,146
614,0.141519,0.166667,0.2,0.0,1799
6531,0.106561,0.0,0.133333,0.0,7852
4190,0.106561,0.0,0.133333,0.0,1733
357,0.319683,0.0,0.2,0.0,2651
4575,0.132717,0.0,0.066667,0.0,7517
3475,0.132717,0.0,0.066667,0.0,3915
7164,0.080467,0.0,0.066667,0.0,3138
5414,0.106561,0.0,0.066667,0.0,7917
5846,0.05328,0.0,0.0,0.0,8859
1312,0.32836,0.0,0.466667,0.583333,4855
5271,0.05328,0.0,0.133333,0.125,3988
8024,0.1109,0.0,0.0,0.208333,4025
2772,0.05328,0.0,0.066667,0.0,5743
3164,0.0,0.0,0.133333,0.0,4700
2489,0.0,0.0,0.0,0.0,824
7929,0.0,0.0,0.0,0.0,1907
1878,0.1109,0.166667,0.133333,0.0,390
8229,0.02881,0.0,0.066667,0.0,4104
3297,0.159841,0.0,0.0,0.0,6738
2619,0.13537,0.083333,0.333333,0.041667,8344
2722,0.05328,0.0,0.266667,0.166667,1308
6506,0.0,0.0,0.066667,0.0,6595
3248,0.106561,0.0,0.133333,0.0,5686
3762,0.106561,0.0,0.0,0.0,4158
2164,0.146794,0.0,0.0,0.0,4577
8863,0.05328,0.0,0.0,0.0,6510
8666,0.040233,0.0,0.066667,0.0,4618
7444,0.05328,0.0,0.0,0.0,223
7192,0.05328,0.0,0.0,0.0,4868
4782,0.049285,0.0,0.0,0.0,840
3826,0.155846,0.0,0.0,0.0,932
8519,0.156346,0.083333,0.0,0.0,6323
7841,0.131875,0.0,0.0,0.041667,7291
796,0.102566,0.0,0.0,0.0,2452
7027,0.057619,0.0,0.0,0.0,5020
2199,0.05328,0.0,0.066667,0.0,8767
3139,0.010113,0.0,0.066667,0.0,2827
8491,0.08209,0.083333,0.066667,0.0,4623
8313,0.057619,0.0,0.0,0.0,6624
7185,0.283882,0.083333,0.133333,0.0,3190
1249,0.0,0.0,0.066667,0.0,4452
3536,0.0,0.0,0.2,0.083333,2738
1883,0.110275,0.0,0.0,0.0,8355
7124,0.074443,0.0,0.0,0.0,7739
4313,0.187371,0.0,0.0,0.0,1251
8481,0.209626,0.083333,0.066667,0.0,4259
2627,0.251701,0.0,0.0,0.0,6276
1811,0.092203,0.0,0.066667,0.0,7758
7856,0.08209,0.083333,0.066667,0.208333,1793
1699,0.106561,0.0,0.0,0.0,5309
1519,0.285193,0.0,0.4,0.291667,3204
8766,0.27508,0.333333,0.266667,0.0,4409
3597,0.0,0.0,0.0,0.0,4226
5918,0.040233,0.0,0.066667,0.0,6465
3356,0.276328,0.0,0.0,0.0,2133
6539,0.156346,0.083333,0.133333,0.0,1155
3996,0.010113,0.0,0.066667,0.0,2325
5431,0.0,0.0,0.0,0.0,225
5985,0.25295,0.0,0.0,0.0,3910
4748,0.132717,0.0,0.133333,0.0,1092
7159,0.110275,0.0,0.2,0.0,3526
4949,0.0,0.0,0.0,0.0,4320
8689,0.0,0.0,0.133333,0.0,5104
4749,0.319683,0.0,0.0,0.0,7323
2212,0.188651,0.083333,0.2,0.0,2118
8070,0.132249,0.0,0.0,0.0,3090
7633,0.132717,0.0,0.0,0.0,6949
8214,0.010113,0.0,0.0,0.0,4668
6033,0.05328,0.0,0.0,0.0,2555
7341,0.0,0.0,0.2,0.0,4672
5984,0.08209,0.083333,0.0,0.0,7388
6099,0.159841,0.0,0.066667,0.0,2998
591,0.100162,0.0,0.133333,0.0,602
3132,0.010113,0.0,0.0,0.0,6484
8518,0.1109,0.083333,0.0,0.0,3586
6759,0.074256,0.0,0.0,0.0,4045
4815,0.1109,0.083333,0.066667,0.0,907
1474,0.05328,0.0,0.066667,0.0,97
1383,0.063393,0.0,0.0,0.0,924
1929,0.0,0.0,0.133333,0.0,3553
3373,0.1207,0.0,0.0,0.0,6199
7505,0.271334,0.0,0.0,0.0,7949
7033,0.106561,0.0,0.066667,0.0,5520
489,0.040233,0.0,0.0,0.0,706
2115,0.179131,0.0,0.0,0.0,6411
4834,0.106561,0.0,0.066667,0.0,4147
3509,0.100162,0.0,0.0,0.0,3908
7685,0.08209,0.0,0.0,0.0,7264
7834,0.05328,0.0,0.066667,0.0,6804
4527,0.106561,0.0,0.066667,0.0,7275
6012,0.08209,0.0,0.066667,0.0,384
4121,0.057619,0.0,0.0,0.208333,6963
8545,0.0,0.0,0.066667,0.0,1382
7483,0.05328,0.0,0.466667,0.25,8329
162,0.05328,0.0,0.066667,0.0,5101
7546,0.063393,0.0,0.266667,0.0,1716
2735,0.188651,0.083333,0.0,0.0,671
483,0.188651,0.083333,0.0,0.0,7281
6218,0.05328,0.0,0.0,0.041667,7247
7781,0.0,0.0,0.0,0.125,7754
880,0.0,0.0,0.066667,0.0,2656
5375,0.151133,0.0,0.133333,0.0,1596
7187,0.367189,0.0,0.0,0.0,5722
6219,0.0,0.0,0.0,0.0,2934
788,0.040233,0.0,0.066667,0.0,1598
4906,0.0,0.0,0.066667,0.0,3238
6256,0.057619,0.0,0.133333,0.0,3206
5366,0.199669,0.0,0.0,0.0,6842
3497,0.09058,0.0,0.0,0.0,8004
536,0.260628,0.0,0.0,0.0,7916
4827,0.141426,0.0,0.0,0.0,4398
6202,0.05328,0.0,0.133333,0.0,8425
2917,0.146794,0.0,0.0,0.0,2748
8410,0.089737,0.0,0.0,0.0,566
1199,0.264498,0.0,0.0,0.0,5285
8494,0.049285,0.0,0.2,0.0,2626
8253,0.116674,0.0,0.066667,0.0,4346
2148,0.108933,0.0,0.266667,0.0,760
4395,0.161527,0.083333,0.066667,0.0,1019
8569,0.05328,0.0,0.066667,0.0,3668
3691,0.132717,0.0,0.066667,0.0,7553
5799,0.217461,0.166667,0.2,0.0,1829
935,0.05328,0.0,0.0,0.0,5551
1498,0.094294,0.0,0.066667,0.0,41
6638,0.0,0.0,0.0,0.0,5815
4947,0.05328,0.0,0.2,0.0,2640
378,0.094294,0.0,0.0,0.0,7998
3590,0.094294,0.0,0.0,0.0,5511
7007,0.123104,0.083333,0.066667,0.0,5201
8821,0.08209,0.083333,0.066667,0.0,8010
6921,0.188651,0.0,0.0,0.0,1105
7622,0.078969,0.0,0.0,0.083333,2065
3087,0.05328,0.0,0.0,0.0,7943
8531,0.0,0.0,0.0,0.0,2919
2343,0.063393,0.0,0.066667,0.041667,4966
8142,0.05328,0.0,0.0,0.0,5417
8065,0.16418,0.166667,0.0,0.0,964
5745,0.038923,0.0,0.0,0.0,5133
4241,0.08209,0.083333,0.0,0.0,6745
2285,0.128972,0.083333,0.066667,0.0,8110
5923,0.08209,0.083333,0.066667,0.0,6003
4600,0.213122,0.0,0.0,0.0,22
5060,0.185998,0.0,0.0,0.0,4594
2342,0.153443,0.0,0.0,0.0,7908
2567,0.094232,0.0,0.0,0.0,6672
6701,0.080467,0.0,0.0,0.0,6424
3550,0.094232,0.0,0.066667,0.0,7730
7601,0.094232,0.0,0.0,0.0,2486
3570,0.063393,0.0,0.066667,0.0,5920
2924,0.05328,0.0,0.0,0.0,1872
4185,0.155846,0.0,0.0,0.0,1368
5362,0.132717,0.0,0.0,0.0,3146
392,0.132717,0.0,0.0,0.0,4743
678,0.265435,0.0,0.133333,0.0,1224
1861,0.05328,0.0,0.066667,0.0,4031
1311,0.315095,0.0,0.066667,0.041667,1940
8879,0.030339,0.0,0.0,0.0,6827
1268,0.050346,0.0,0.0,0.041667,8586
3660,0.106561,0.0,0.066667,0.0,713
523,0.106561,0.0,0.0,0.0,4248
4837,0.040233,0.0,0.0,0.0,3043
1635,0.196298,0.0,0.133333,0.0,8463
8172,0.106561,0.0,0.066667,0.0,5462
537,0.08209,0.0,0.0,0.0,5610
7246,0.0,0.0,0.266667,0.0,6449
3,0.063393,0.0,0.333333,0.0,2730
5681,0.16418,0.166667,0.0,0.0,502
962,0.057619,0.0,0.0,0.0,2205
6461,0.106561,0.0,0.0,0.0,3441
2095,0.02881,0.0,0.0,0.041667,2036
3962,0.05328,0.0,0.266667,0.0,3280
5925,0.086429,0.0,0.266667,0.0,2449
7173,0.0,0.0,0.066667,0.0,5041
8733,0.02881,0.0,0.066667,0.0,2078
7879,0.057619,0.0,0.0,0.0,2876
2407,0.086429,0.0,0.0,0.0,7928
3871,0.100037,0.0,0.0,0.0,5211
5163,0.010113,0.0,0.133333,0.041667,2983
7551,0.13537,0.083333,0.2,0.041667,5359
6041,0.0,0.0,0.2,0.0,6512
812,0.207348,0.0,0.0,0.0,6428
160,0.236251,0.083333,0.0,0.083333,1502
8578,0.0,0.0,0.0,0.0,228
656,0.159841,0.0,0.0,0.0,7895
5203,0.05328,0.0,0.066667,0.0,6819
930,0.02881,0.0,0.0,0.0,5652
4075,0.367688,0.0,0.133333,0.0,6156
3565,0.08209,0.083333,0.133333,0.0,8660
7897,0.040233,0.0,0.0,0.0,2989
5054,0.02881,0.0,0.0,0.0,4678
3774,0.106561,0.0,0.2,0.0,637
5011,0.08209,0.083333,0.0,0.0,4715
1003,0.02881,0.0,0.333333,0.0,4564
7473,0.188589,0.0,0.0,0.0,8056
4041,0.174293,0.166667,0.0,0.166667,6991
7247,0.17086,0.166667,0.0,0.0,8503
3391,0.0,0.0,0.266667,0.0,546
155,0.08209,0.083333,0.133333,0.0,6941
4386,0.0,0.0,0.0,0.0,2380
5328,0.08209,0.0,0.0,0.0,3626
8270,0.0,0.0,0.0,0.041667,7600
484,0.02881,0.0,0.2,0.166667,5624
3837,0.05328,0.0,0.133333,0.083333,3919
6093,0.213465,0.166667,0.266667,0.0,8846
3863,0.08209,0.083333,0.133333,0.0,8603
4898,0.053998,0.0,0.0,0.0,2525
7276,0.05328,0.0,0.133333,0.0,1503
1488,0.05328,0.0,0.2,0.0,8147
6919,0.100162,0.0,0.066667,0.0,4997
3285,0.074256,0.0,0.133333,0.041667,286
5460,0.0,0.0,0.266667,0.0,1791
1038,0.0,0.0,0.4,0.0,387
754,0.143299,0.0,0.066667,0.0,7775
7095,0.241931,0.0,0.266667,0.041667,5445
5792,0.057619,0.0,0.066667,0.0,4046
1989,0.08209,0.083333,0.133333,0.041667,6363
8693,0.283882,0.083333,0.066667,0.0,5638
252,0.08209,0.083333,0.066667,0.0,4328
875,0.08209,0.083333,0.0,0.0,989
3527,0.08209,0.083333,0.133333,0.0,7478
299,0.08209,0.083333,0.066667,0.0,2833
2844,0.08209,0.083333,0.266667,0.0,6237
4964,0.08209,0.083333,0.066667,0.041667,8748
2000,0.063393,0.0,0.133333,0.0,3369
948,0.08209,0.083333,0.533333,0.0,6481
2854,0.113241,0.0,0.0,0.0,7455
1884,0.251701,0.0,0.133333,0.0,5783
3167,0.13537,0.0,0.0,0.25,7663
3712,0.241931,0.083333,0.133333,0.041667,3520
7996,0.0,0.0,0.066667,0.0,6930
4016,0.05328,0.0,0.2,0.0,564
439,0.078969,0.0,0.133333,0.0,7123
5182,0.086429,0.0,0.2,0.083333,785
2882,0.057619,0.0,0.066667,0.041667,2314
7757,0.180817,0.0,0.0,0.0,1941
3730,0.05328,0.0,0.0,0.0,8356
5457,0.0,0.0,0.0,0.0,3849
4577,0.213122,0.0,0.0,0.0,3574
4252,0.010113,0.0,0.133333,0.0,5390
5394,0.132717,0.0,0.0,0.0,2088
3220,0.0,0.0,0.4,0.0,2499
3098,0.0,0.0,0.466667,0.0,1464
7114,0.0,0.0,0.0,0.083333,6205
863,0.0,0.0,0.133333,0.0,8623
908,0.086429,0.0,0.0,0.0,8548
1539,0.13537,0.083333,0.133333,0.0,8667
2756,0.08209,0.0,0.133333,0.0,7369
1741,0.08209,0.0,0.266667,0.0,4039
6819,0.229665,0.083333,0.0,0.0,2206
1918,0.222018,0.083333,0.0,0.0,2462
6475,0.08209,0.0,0.066667,0.0,643
846,0.0,0.0,0.066667,0.0,2047
5793,0.089519,0.0,0.066667,0.0,6444
7811,0.057619,0.0,0.066667,0.0,3649
59,0.057619,0.0,0.133333,0.125,6160
2811,0.08209,0.083333,0.066667,0.0,421
8499,0.1109,0.083333,0.066667,0.0,2603
8128,0.057619,0.0,0.2,0.125,523
3428,0.1109,0.083333,0.133333,0.0,4007
1864,0.1109,0.083333,0.066667,0.0,3808
1241,0.057619,0.0,0.133333,0.083333,3600
5725,0.08209,0.083333,0.133333,0.0,1836
5306,0.08209,0.083333,0.066667,0.041667,2774
2895,0.057619,0.0,0.2,0.125,3436
3242,0.08209,0.083333,0.2,0.083333,1946
3947,0.08209,0.083333,0.2,0.0,174
3079,0.08209,0.083333,0.4,0.0,2610
7824,0.08209,0.083333,0.066667,0.125,5786
3584,0.08209,0.083333,0.133333,0.0,4384
215,0.132717,0.0,0.0,0.0,4889
599,0.063393,0.0,0.0,0.0,8710
6420,0.05328,0.0,0.133333,0.0,7483
4449,0.05328,0.0,0.066667,0.0,4289
7857,0.106561,0.0,0.0,0.0,3844
841,0.122323,0.083333,0.066667,0.0,6719
5412,0.074256,0.0,0.066667,0.0,6459
3457,0.106561,0.0,0.133333,0.0,3635
5229,0.063393,0.0,0.133333,0.0,1264
6460,0.057619,0.0,0.066667,0.0,8858
1615,0.1109,0.083333,0.0,0.0,8845
7923,0.057619,0.0,0.133333,0.041667,3990
3233,0.1109,0.083333,0.133333,0.0,8778
5391,0.139709,0.083333,0.2,0.0,6861
1540,0.08209,0.083333,0.266667,0.0,4875
3785,0.057619,0.0,0.133333,0.0,3985
6583,0.16418,0.0,0.066667,0.041667,1868
7226,0.05328,0.0,0.066667,0.0,7815
2347,0.16418,0.0,0.066667,0.0,2200
3389,0.084369,0.0,0.0,0.0,5222
7911,0.010113,0.0,0.0,0.0,5045
4240,0.106561,0.0,0.0,0.0,4492
8556,0.239278,0.0,0.0,0.0,4276
3731,0.092203,0.083333,0.066667,0.041667,726
4858,0.05328,0.0,0.133333,0.0,2423
8213,0.08209,0.083333,0.266667,0.125,2847
4580,0.206723,0.0,0.0,0.041667,2908
2641,0.1109,0.0,0.0,0.0,6896
3778,0.106561,0.0,0.0,0.0,437
1885,0.057619,0.0,0.0,0.0,6215
7771,0.0,0.0,0.066667,0.0,325
4734,0.063393,0.0,0.0,0.0,8611
7393,0.0,0.0,0.133333,0.0,987
4737,0.106561,0.0,0.4,0.0,4897
6966,0.080467,0.0,0.0,0.0,2257
3608,0.0,0.0,0.0,0.0,3142
3881,0.08209,0.0,0.066667,0.0,2331
7559,0.05328,0.0,0.0,0.041667,2669
5088,0.13537,0.0,0.066667,0.0,4005
2070,0.02881,0.0,0.0,0.041667,2917
1114,0.1109,0.0,0.066667,0.0,8456
4246,0.02881,0.0,0.2,0.0,6029
8814,0.02881,0.0,0.0,0.0,8119
7701,0.120326,0.0,0.066667,0.0,7259
436,0.08209,0.0,0.133333,0.0,3404
5452,0.05328,0.0,0.0,0.0,976
4294,0.132249,0.0,0.0,0.0,3364
8180,0.299551,0.25,0.133333,0.083333,4705
5733,0.05328,0.0,0.066667,0.0,1429
8660,0.05328,0.0,0.0,0.041667,6516
4461,0.0,0.0,0.0,0.0,2306
8772,0.132717,0.0,0.0,0.0,428
6374,0.132717,0.0,0.066667,0.0,1302
1376,0.169986,0.0,0.0,0.0,8727
4640,0.134465,0.0,0.0,0.0,841
2385,0.106561,0.0,0.0,0.0,3337
6879,0.153443,0.0,0.0,0.0,6282
149,0.0,0.0,0.0,0.0,1394
5881,0.0,0.0,0.0,0.0,3402
1180,0.0,0.0,0.133333,0.0,2806
1032,0.114239,0.0,0.0,0.0,8677
6147,0.0,0.0,0.133333,0.0,4047
7583,0.132717,0.0,0.066667,0.0,6664
2806,0.0,0.0,0.0,0.0,1453
5020,0.05328,0.0,0.066667,0.0,190
4701,0.0,0.0,0.066667,0.0,206
6397,0.02881,0.0,0.0,0.0,7960
7409,0.216836,0.0,0.0,0.0,246
5428,0.05328,0.0,0.0,0.0,6625
2031,0.206973,0.0,0.0,0.0,1804
1029,0.106561,0.0,0.0,0.0,5167
5948,0.172077,0.0,0.0,0.0,4894
929,0.0,0.0,0.0,0.0,3445
37,0.08209,0.083333,0.066667,0.0,3145
4271,0.08209,0.083333,0.0,0.0,8542
3358,0.08209,0.083333,0.0,0.0,66
2548,0.08209,0.083333,0.066667,0.0,6801
4880,0.1109,0.083333,0.0,0.0,3125
6689,0.057619,0.0,0.2,0.125,3468
3492,0.08209,0.0,0.133333,0.0,7233
5293,0.08209,0.083333,0.066667,0.0,7261
1012,0.100162,0.0,0.066667,0.0,5005
3817,0.08209,0.083333,0.133333,0.0,5643
2777,0.08209,0.083333,0.133333,0.0,2549
2834,0.063393,0.0,0.066667,0.0,3763
904,0.063393,0.0,0.133333,0.0,1342
5454,0.08209,0.083333,0.0,0.0,4801
959,0.08209,0.083333,0.0,0.083333,2038
6088,0.1109,0.083333,0.0,0.041667,6243
1552,0.0,0.0,0.266667,0.0,3630
5478,0.08209,0.083333,0.133333,0.0,4318
114,0.05328,0.0,0.0,0.0,5991
6621,0.16418,0.166667,0.133333,0.0,4526
6480,0.010113,0.0,0.066667,0.0,1396
6291,0.106561,0.0,0.0,0.0,8469
1743,0.159841,0.0,0.0,0.0,6197
4845,0.08209,0.083333,0.066667,0.0,1961
6737,0.013765,0.0,0.066667,0.0,515
8051,0.0,0.0,0.0,0.0,357
4843,0.13537,0.083333,0.066667,0.0,7723
8038,0.08209,0.083333,0.066667,0.0,3500
6533,0.1109,0.0,0.0,0.0,1445
4893,0.106561,0.0,0.066667,0.0,4885
6102,0.132249,0.0,0.0,0.0,3314
4339,0.14205,0.083333,0.2,0.0,1594
3872,0.0,0.0,0.0,0.0,5648
3412,0.106561,0.0,0.2,0.0,1785
4104,0.53087,0.0,0.133333,0.0,2954
4421,0.0,0.0,0.133333,0.0,554
7508,0.132717,0.0,0.0,0.0,3658
1985,0.116674,0.0,0.0,0.0,4264
3150,0.05328,0.0,0.0,0.0,5851
6393,0.0,0.0,0.0,0.0,3577
3094,0.259754,0.0,0.0,0.0,6278
3743,0.169361,0.083333,0.2,0.0,4086
3197,0.156346,0.083333,0.066667,0.0,3296
1781,0.16418,0.166667,0.133333,0.0,644
4864,0.08209,0.083333,0.133333,0.0,6524
849,0.0,0.0,0.133333,0.0,4332
3976,0.08209,0.083333,0.133333,0.0,8722
3437,0.040233,0.0,0.0,0.0,4515
4501,0.15569,0.0,0.0,0.0,7505
1697,0.05328,0.0,0.0,0.0,6169
335,0.159841,0.0,0.0,0.0,6058
8243,0.1109,0.166667,0.133333,0.0,5162
8635,0.217461,0.166667,0.333333,0.0,4115
8676,0.05328,0.0,0.266667,0.0,2140
3229,0.05328,0.0,0.2,0.0,7915
5651,0.05328,0.0,0.2,0.0,5389
1889,0.023878,0.0,0.066667,0.0,3321
8043,0.092203,0.0,0.0,0.083333,1903
3452,0.063393,0.0,0.066667,0.0,4055
6906,0.424902,0.166667,0.666667,0.625,8535
8089,0.1109,0.083333,0.2,0.083333,2795
1935,0.05328,0.0,0.0,0.0,5779
7149,0.106561,0.0,0.0,0.0,6940
4802,0.106561,0.0,0.0,0.0,1522
7675,0.0,0.0,0.133333,0.0,6712
793,0.106561,0.0,0.066667,0.0,4808
4235,0.162557,0.083333,0.066667,0.0,8841
113,0.094294,0.0,0.0,0.0,8376
6307,0.08209,0.083333,0.133333,0.0,5440
3843,0.0,0.0,0.066667,0.0,8815
