Key_0_0,V33,V53,V37,V48,Key_1_3
39644,10.0062,0.258935,81.667,0.0544454,9404
28751,3.31341,0.0933102,199.994,0.0532286,29332
2565,12.3424,0.0355845,143.247,0.143149,24466
7780,8.86577,0.0308218,117.968,0.0356619,51967
38772,4.81834,0.0684606,28.2547,0.086758,36232
43074,7.36365,0.138999,178.981,0.0392348,38931
36582,6.24718,0.312176,75.2578,0.102259,33044
32896,17.3243,0.0127083,175.466,0.0524412,53998
23127,19.7822,0.1514,116.95,0.0154437,31973
38470,13.7935,0.0156481,74.0694,0.0212151,14515
37653,7.52567,0.00760417,47.7462,0.0524677,24493
14106,2.66653,0.339687,70.6423,0.0304672,12226
5470,4.76438,0.55886,184.501,0.0925051,15506
51113,2.14748,0.0652431,233.621,0.0350187,24894
19980,1.78838,0.00353588,149.075,0.120321,46238
4392,23.1282,0.0809028,66.8486,0.0895374,13339
22584,18.8467,0.0162847,175.552,0.0322452,38212
56146,14.9988,0.0365278,194.258,0.0356826,38455
38204,2.80819,0.317747,144.679,0.0416514,36376
4942,6.77574,0.0216667,124.433,0.153465,1705
51294,5.13409,0.277622,115.188,0.0183525,15353
1718,19.3292,0.308843,103.251,0.0425646,52067
33038,7.83113,0.0201968,45.9134,0.0753798,44226
12951,14.1586,0.570874,66.9733,0.0918229,6630
24588,5.09478,0.109199,149.113,0.0200804,29527
11317,15.9449,0.072309,101.721,0.160393,24128
32539,3.29922,0.21173,87.6672,0.0276089,1713
16250,12.2678,0.0279051,54.9104,0.0640809,1166
51450,21.9535,0.00315972,112.748,0.0217695,4265
14695,3.17178,0.0343359,147.282,0.0187451,48952
37940,13.4109,0.285775,144.141,0.0199443,12566
3663,15.0486,0.020816,131.863,0.0391372,34332
19741,21.876,0.0315162,114.158,0.0729391,34847
20201,4.17519,0.0357755,61.9331,0.0492723,4044
41429,12.4976,0.122321,73.775,0.0629921,15801
35360,10.4134,0.048397,91.2523,0.0708318,12113
14298,15.2189,0.165532,72.5093,0.0651769,54650
46566,12.5897,0.0921238,57.4847,0.0427521,23390
43103,9.62088,0.272778,202.979,0.303269,21085
9576,11.7001,0.0342448,93.283,0.0362181,31609
43705,4.61369,0.0528356,139.214,0.0298119,19991
52323,9.81814,0.0971933,95.3577,0.0288745,45007
35178,2.33602,0.03489,123.542,0.0241543,50394
56766,2.17796,0.955556,156.789,0.0252111,57173
19523,3.89387,0.044103,126.11,0.06061,7585
1322,15.5839,0.164141,121.432,0.0374422,31559
35836,9.85096,0.0592057,61.4223,0.162037,22262
50300,10.4701,0.0750579,112.511,0.111215,47501
35369,1.44528,0.514277,135.203,0.110256,50467
11092,10.9989,0.398067,120.859,0.0527975,32985
28910,1.07024,0.192865,74.3776,0.131545,18335
27686,10.1133,0.127691,183.245,0.0308264,8019
22863,3.07756,0.15022,208.108,0.061933,11002
6676,2.98783,0.0284896,165.773,0.0451423,4095
9487,20.9521,0.131186,65.8891,0.0516145,36384
39719,8.65932,0.425156,181.761,0.0278452,39078
23411,17.1319,0.0444039,153.821,0.0792545,2613
22706,16.3882,0.0799942,224.954,0.0228976,11204
31809,15.0023,0.32386,92.1965,0.0221651,40388
31774,17.1566,0.336858,95.1683,0.0463071,13900
24209,15.8527,0.0171991,49.2384,0.0375387,43846
43587,4.92096,0.250365,155.003,0.0287141,34373
15080,2.14253,0.384867,143.712,0.0370768,9311
38144,3.65239,0.189259,33.5792,0.0532755,15850
21927,10.266,0.0632617,142.883,0.0337032,52910
23404,17.9648,0.0800347,83.9514,0.0625752,28440
44816,10.2357,0.0497164,163.231,0.0543417,13136
19888,19.0541,0.154294,137.424,0.0311105,33763
22248,11.1323,0.0349363,113.302,0.0228937,35008
3316,0.931251,0.0471991,98.9657,0.0183553,29973
23696,8.34314,0.0927025,107.035,0.107223,49269
9160,3.30065,0.225081,82.0893,0.0142216,54893
12372,10.644,0.065306,90.1124,0.0296128,37848
40954,18.1991,0.0416898,89.3872,0.0910349,41436
54329,17.3082,0.278626,79.8822,0.0540381,49108
49179,11.6605,0.608299,253.531,0.0349727,38519
54240,8.72847,0.0523611,72.4328,0.0164396,48571
31423,12.5565,0.0499537,116.266,0.0205155,39739
14548,8.5129,0.246366,27.9554,0.0220531,45063
38151,3.79959,0.0759664,118.014,0.103869,20369
46699,13.6697,0.0763773,124.09,0.0445778,29170
56290,14.4103,0.00894097,59.8551,0.0815522,38031
27516,21.9956,0.406534,124.95,0.0197895,14125
21508,12.5351,0.368767,105.209,0.0424385,45931
49129,5.80298,0.00986328,65.7202,0.0560937,30190
35174,12.4347,0.033941,82.6813,0.0457339,11576
49978,10.8787,0.259335,182.094,0.0432073,2716
40232,20.9551,0.365293,121.112,0.0189282,55335
50690,4.92637,0.480735,228.97,0.022817,30625
37841,17.0987,0.0116667,105.226,0.0206496,34494
22267,18.009,0.101123,128.149,0.0516588,7039
14580,19.1662,0.0691204,97.7998,0.0271147,31102
7239,0.956844,0.116429,102.154,0.0502505,30465
15795,9.26694,0.254508,37.6578,0.014525,16789
30230,17.5466,0.11408,41.1467,0.0574141,4689
56327,7.61763,0.403333,178.831,0.0390767,16655
40200,15.4172,0.0192014,164.898,0.0179495,26765
39486,12.9535,0.0142419,184.532,0.071871,9320
27419,10.5134,0.0284245,84.7632,0.0375844,31933
14842,14.056,0.262974,116.78,0.0679056,19701
27058,10.6827,0.0817824,189.424,0.0377253,39638
21256,8.02216,0.115301,224.083,0.0960549,27165
19236,2.62401,0.0955845,103.082,0.118864,37532
30372,14.0822,0.00157986,87.0322,0.0526175,33092
39607,13.9016,0.112975,56.0554,0.0298401,10353
52380,9.5178,0.00840856,161.382,0.069372,55856
51533,13.2055,0.171383,157.774,0.0623446,36963
35720,14.7735,0.0947164,141.565,0.0220468,21357
45747,7.83249,0.194062,82.8962,0.0118019,27467
9836,6.52783,0.655127,135.886,0.0453377,23996
428,16.6099,0.976551,77.5654,0.025755,23164
9087,14.5113,0.541134,166.112,0.0231663,23348
51049,15.2931,0.0416377,77.5155,0.0388865,51215
40448,11.2931,0.0904883,115.278,0.0248933,34006
27995,15.2997,0.616035,170.053,0.0315888,3518
29042,10.487,0.0403993,156.188,0.0129571,17086
38972,10.595,0.0597627,176.424,0.0952563,34279
12580,17.9485,0.141748,104.001,0.039732,20510
45095,6.02112,0.0392014,70.1951,0.0823306,14351
48189,13.1121,0.0213889,66.7005,0.0356012,14423
49246,8.70132,0.0141551,108.607,0.0311235,10795
125,12.5991,0.016088,86.4007,0.0298573,25777
48848,20.278,0.119965,187.848,0.0274012,9657
520,9.64455,0.0387789,34.1088,0.0467977,2725
22440,14.4117,0.206267,145.069,0.016358,55724
26866,4.89407,0.296881,125.865,0.0385624,40760
55917,9.17485,0.137529,84.0523,0.081571,38681
20480,12.2033,0.0260185,254.288,0.0468114,4663
6795,16.6575,0.00416667,97.6954,0.0599656,9200
35294,14.584,0.00498843,105.109,0.108194,17079
16640,15.3211,0.423901,140.479,0.0347609,14941
9029,16.9724,0.109121,151.602,0.0644486,12772
7081,6.56051,0.141522,46.1438,0.0758621,5217
5089,11.0294,0.00670139,19.9313,0.0675355,43538
1870,1.36183,0.039213,147.799,0.0688176,46294
48179,6.59231,0.0121007,70.426,0.155429,31243
33311,2.58263,0.345544,103.523,0.0440403,37443
33561,19.8009,0.15213,137.205,0.0214279,8142
48083,12.4667,0.0130382,18.1032,0.0300499,39102
9385,0.748796,0.104543,226.118,0.0296328,35472
22554,18.7175,0.0377951,149.189,0.159341,11423
39232,10.893,0.205874,184.987,0.0241675,55359
39859,10.3826,0.0273503,129.851,0.0372545,8844
25312,3.80879,0.202286,172.987,0.0388809,41879
45845,3.0745,0.459178,60.7471,0.0444384,45062
10749,8.71697,0.134838,134.779,0.032088,57430
41768,8.92775,0.224143,138.85,0.13023,51744
34215,16.585,0.0402141,80.0551,0.060047,5999
26368,10.9273,0.141227,113.651,0.0179623,43001
19395,7.70012,0.451516,33.8348,0.105314,19000
53004,6.59631,0.0021875,105.253,0.05117,22829
8074,11.3628,0.0144329,75.66,0.060126,18460
8842,26.1516,0.0939352,186.016,0.0326901,4554
45626,13.7462,0.244167,172.972,0.0230201,27248
14608,4.64956,0.0460706,219.457,0.0598821,35143
16557,9.05481,0.592749,217.495,0.0212449,37991
13619,12.0034,0.144277,47.3048,0.129371,21386
11536,8.1979,0.024456,201.401,0.0924631,28377
37419,3.33031,0.00560764,102.306,0.137725,51576
48122,8.46693,0.139543,126.521,0.0727677,41506
50427,1.60777,0.196516,247.449,0.0112964,53343
44186,12.2562,0.0427431,234.501,0.0247508,29139
22513,13.8786,0.0409664,140.807,0.040234,38237
29011,12.7478,0.0889005,141.241,0.0727357,5226
11588,14.778,0.0903993,221.079,0.0243656,25504
2447,7.35008,0.134219,98.8404,0.128571,23742
8684,0.665094,0.0761574,160.761,0.132371,32946
16560,13.0253,0.434931,182.176,0.091706,29018
33452,3.74903,0.300631,127.11,0.0187088,20935
214,12.7644,0.41316,86.9552,0.0822823,21161
37175,12.7778,0.0574653,92.7828,0.0200294,24281
29413,10.9955,0.251505,187.375,0.0745342,24013
33669,9.09496,0.00538194,65.8008,0.0200086,26627
17850,2.02092,0.0459606,125.113,0.0225954,36217
14334,18.8643,0.134259,132.935,0.0277928,30982
30675,11.7035,0.099566,82.6958,0.0266616,29950
7507,11.6555,0.146673,124.884,0.0641425,13748
14529,2.80822,0.00454282,146.065,0.0487078,32908
43996,24.5595,0.00870949,86.8238,0.0268799,35119
13968,7.35077,0.0553704,125.474,0.134048,12295
50820,13.4014,0.099375,189.713,0.0202591,32205
19189,12.5899,0.0411806,35.9635,0.124767,57341
15004,3.79776,0.0555556,166.658,0.0732468,9637
22927,12.4337,0.00995949,140.678,0.0602459,46196
36357,15.7314,0.0581134,127.149,0.18323,53268
40546,18.1077,0.294554,63.2898,0.0193397,20150
38093,12.9367,0.00940394,93.9512,0.0688192,20747
19294,9.77855,0.144395,149.675,0.0380112,46831
22661,12.83,0.0839294,87.7051,0.0683522,38373
1075,3.68192,0.251591,241.947,0.0552195,46961
40415,4.82257,0.291186,43.0485,0.102795,48392
33314,9.48083,0.0678704,150.624,0.0706504,376
52106,6.21998,0.0942014,127.02,0.0400204,9400
2687,18.8497,0.157627,105.902,0.0539632,11580
35067,6.57812,0.118964,121.849,0.0642955,1793
32988,13.9555,0.0848322,50.8873,0.0482133,51128
29052,1.50833,0.0310185,168.336,0.0598515,51647
41979,11.0006,0.290064,120.421,0.102867,54069
21790,6.31365,0.092691,123.09,0.022095,34746
10338,15.5413,0.0167998,214.571,0.0766972,12639
8248,8.0256,0.557205,162.436,0.0727978,16962
40873,5.21131,0.627558,139.519,0.0882035,8368
41185,6.16942,0.0275984,167.037,0.0588423,40403
50957,4.07837,0.510943,123.502,0.0457276,11603
5680,3.95448,0.165208,99.4933,0.0138293,13442
54438,10.7376,0.0340039,142.388,0.0238037,5359
4574,3.1803,0.145221,163.563,0.0177508,55781
56495,15.7841,0.0455671,182.67,0.0217027,55240
16669,3.59751,0.041412,128.628,0.0540643,39594
7088,16.2866,0.0981424,54.9548,0.0722781,13956
11928,8.75523,0.330091,114.593,0.0840259,4309
12137,15.8603,0.419034,45.5081,0.0631541,8801
40317,6.95885,0.151435,191.075,0.0384754,22929
39564,25.7486,0.162465,173.17,0.104684,41793
46017,17.9143,0.763611,108.421,0.0228295,18575
51226,10.3101,0.0178993,113.139,0.0492091,32044
236,2.4447,0.208067,156.526,0.0380026,11039
7556,16.126,0.315284,55.9032,0.0683835,28012
30216,12.528,0.00416088,110.435,0.0796756,53739
34830,11.1693,0.00696759,118.532,0.0989255,51233
41770,13.4332,0.0291319,98.3857,0.0222352,25870
20569,20.0295,0.0355273,148.846,0.0195056,49387
30689,11.5623,0.0182292,65.1348,0.0964456,4558
18135,3.88857,0.239387,69.7555,0.0406415,33560
670,9.30144,0.0237847,192.981,0.135906,37816
16151,28.2812,0.141545,81.9844,0.0408934,37290
40350,2.5964,0.166991,106.723,0.0258307,28572
53413,4.60068,0.0141898,169.702,0.0963605,31621
48461,1.39164,0.342928,59.8671,0.0507042,57410
7072,3.21833,0.048206,103.016,0.0198718,7762
15175,5.53,0.0144155,145.636,0.0333458,39806
41397,4.31918,0.00314236,154.238,0.0389892,20428
56712,6.64643,0.139745,50.7648,0.0211612,28645
16663,0.122452,0.0108218,155.745,0.022722,4820
8554,15.1167,0.056169,92.0324,0.0219103,48731
14888,5.52672,0.0455729,183.188,0.0471214,34140
57047,12.6427,0.341915,172.108,0.0537821,49758
33513,22.0389,0.0662558,118.376,0.0317724,8634
1579,0.90467,0.782847,116.589,0.0380023,2709
47618,20.6417,0.113327,49.6347,0.0697472,9261
16878,8.04207,0.46419,106.254,0.115992,45462
22223,13.3681,0.00584491,103.209,0.024341,7448
10957,7.36776,0.650012,142.735,0.0295732,39656
8186,12.2342,0.0655787,165.057,0.064863,24437
10463,12.6143,0.334798,143.459,0.0573533,31318
3347,3.70487,0.617089,108.126,0.135274,14825
22597,3.61941,0.0991435,178.816,0.0530499,51307
43431,2.42238,0.556175,180.013,0.0513885,47234
16796,2.32249,0.0630382,137.77,0.0133903,21876
30880,5.96127,0.218669,32.8095,0.0378559,42649
41744,4.58535,0.0740278,52.4365,0.135673,323
6803,3.0219,0.389734,18.4823,0.0355673,56541
56955,8.05675,0.0208738,102.162,0.0877898,6662
30357,18.8751,0.0057487,106.384,0.131404,44967
50800,8.06711,0.0303356,106.808,0.217557,32870
10796,10.5169,0.289595,188.888,0.0179041,38604
4457,7.89627,0.180266,87.4399,0.0262953,9538
5184,6.40007,0.262428,136.919,0.0479356,40764
45168,14.3786,0.111076,159.125,0.0904093,24531
43569,12.8607,0.0586921,36.8554,0.0453018,9306
22510,5.63067,0.0562847,90.5473,0.0624772,41340
55811,14.6493,0.0949479,153.777,0.0589507,22685
10538,19.5344,0.00627894,36.4572,0.0349735,19060
9839,13.5739,0.109988,166.387,0.0350832,52414
21717,10.1992,0.0427951,128.735,0.0204253,51924
6439,5.11054,0.142982,137.03,0.0160455,9152
10699,1.58391,0.125039,136.861,0.040602,16920
26529,6.86299,0.0215972,227.941,0.0326648,27865
40623,10.4087,0.00243634,141.997,0.0297033,21681
49193,18.3229,0.152338,56.1774,0.0317736,46085
50373,11.6937,0.161429,104.817,0.0218096,29849
27125,7.76556,0.255446,85.9331,0.0162388,17056
55181,15.6373,0.0932697,80.7021,0.0274659,16297
53397,2.42202,0.0460185,121.076,0.0386508,2180
17263,3.76826,0.0495428,253.876,0.0431843,42020
56084,10.2536,0.151956,62.8176,0.0440583,46084
17389,14.4401,0.0180035,112.678,0.0332401,20947
12997,2.59789,0.276458,132.895,0.0253467,44013
19369,6.01853,0.229786,83.565,0.123819,22855
23040,1.12714,0.173513,108.996,0.0131683,29718
31099,11.7963,0.0260822,76.3888,0.0219326,54068
14725,9.12839,0.0280613,91.7263,0.0297055,39457
42483,10.7345,0.0552778,54.9523,0.0158358,30011
38293,8.55966,0.105313,239.85,0.0660436,1737
16140,16.9278,0.204387,99.4592,0.0366764,46172
44221,15.4854,0.666007,135.951,0.0245477,18646
16159,13.4302,0.157176,196.228,0.0314992,27715
23979,8.58845,0.0605729,159.748,0.028757,29481
39070,9.58215,0.0112963,246.894,0.107798,7724
35230,3.08458,0.0178935,189.973,0.0398985,1351
38256,6.78414,0.0374479,56.5207,0.0318348,43418
12039,9.67753,0.0118866,29.0981,0.0538742,20921
24688,11.9837,0.165295,183.776,0.0285102,12702
34349,8.1544,0.10196,120.525,0.0355186,9203
14383,15.5688,0.0663773,92.2644,0.086496,41035
15138,7.34782,0.103264,115.495,0.0154899,45704
35849,9.38343,0.256887,132.445,0.112565,1409
26357,6.49314,0.620324,66.1007,0.0271009,43684
51345,11.1535,0.460091,67.4432,0.015647,37083
34495,4.70373,0.261557,147.231,0.0524963,44782
23405,14.2838,0.221192,131.306,0.0496122,13214
11305,10.9891,0.00585069,176.313,0.137113,41274
45219,3.1197,0.141707,110.089,0.094569,40892
14040,2.6396,0.16,128.339,0.0216214,48093
12850,4.6754,0.120833,79.4454,0.0344677,2595
7961,14.1107,0.0240104,128.804,0.0244631,19507
45540,14.1272,0.169277,123.849,0.0608182,26118
18622,22.6595,0.0112384,145.931,0.0414725,5500
22756,17.6955,0.0337789,48.0753,0.0362613,4707
54600,3.0069,0.00264468,66.1501,0.0275042,43265
36347,8.69801,0.170272,194.726,0.0794045,35623
4861,18.8432,0.0504297,162.181,0.0472739,40932
15441,7.94443,0.259444,154.79,0.0307595,44999
23455,10.1334,0.139016,96.857,0.0320858,15249
33146,1.44342,0.622876,141.893,0.0889025,47128
25044,4.14677,0.00924769,183.075,0.052742,55213
1504,8.40271,0.0868345,153.479,0.0385841,2360
39359,5.64423,0.214961,134.558,0.143158,5020
31540,3.49519,0.241748,135.941,0.109192,55153
54030,15.5632,0.0492998,51.6113,0.0486998,29205
17293,9.05029,0.0814583,197.267,0.0536157,46081
40857,4.47945,0.640474,153.687,0.0220715,54692
7391,16.9158,0.0245602,126.506,0.0195177,1107
53386,8.01778,0.12875,157.595,0.0183349,52339
36820,1.82478,0.425544,43.5824,0.160774,47523
27249,12.05,0.122969,211.952,0.0270344,31679
29397,17.7346,0.0486053,253.621,0.0250412,30121
8305,7.59989,0.0637037,249.709,0.0349634,26022
5434,17.558,0.0499479,30.3977,0.0813162,41443
52422,12.1623,0.0854687,141.487,0.167973,16093
18571,7.98522,0.243287,123.168,0.257962,55330
32431,4.69503,0.069809,148.003,0.105384,6771
51597,11.2563,0.14702,109.721,0.0384102,17932
55739,14.3395,0.0950752,119.322,0.0509084,6119
16735,17.6561,0.0360822,149.226,0.0245374,42490
37198,10.9008,0.426221,118.543,0.0370513,27912
48455,10.743,0.167936,209.126,0.0184511,32172
18898,4.50539,0.0438021,87.8328,0.0506472,27616
10077,20.0451,0.133322,123.354,0.0203732,50180
51139,4.66896,0.541944,203.16,0.0235897,428
55106,4.08352,0.054456,10.5206,0.076897,55520
25505,0.797691,0.00147569,117.192,0.0339179,598
37496,9.73418,0.0140856,194.349,0.0240172,1774
28558,9.7873,0.413166,197.943,0.0532775,54216
