all/miniboone_table_0_0.signal,all/miniboone_table_0_0.ParticleID_19,all/miniboone_table_0_0.ParticleID_33,all/miniboone_table_0_0.ParticleID_43,Key_0_0
0,0.389919,455.924,3.32761,65118
0,0.207198,391.306,4.06999,50898
1,1.0263,432.616,1.67654,4183
0,0.7373029999999999,219.698,5.87765,45333
1,1.39746,150.46,6.71822,33316
0,0.656737,273.061,8.69658,51520
1,1.05216,400.554,2.20922,7238
0,0.0648882,426.106,4.02223,56204
1,1.15539,476.538,5.38673,52568
0,0.426339,269.236,6.97687,16863
0,1.05063,283.335,2.57294,19218
0,0.323894,450.612,4.00522,15065
1,0.860632,360.287,3.85972,51817
1,1.27814,469.059,3.4680800000000005,11677
1,1.14041,446.446,3.69274,72280
1,0.98292,357.086,3.28325,20555
0,0.443119,259.686,4.75651,66533
0,0.681502,365.456,3.4688,8856
0,0.33147,465.587,1.95942,7505
1,2.11081,266.27,6.52921,72982
0,1.1634799999999998,440.626,2.59883,55988
1,1.05361,295.29200000000003,4.57211,19831
1,0.654563,343.793,3.3694800000000003,19016
1,0.8382879999999999,325.943,3.95469,21413
1,0.4424979999999999,444.672,6.05732,64377
0,0.784774,399.061,12.4177,39310
1,0.494674,468.605,10.4479,22014
0,1.41652,366.539,6.7171,67615
0,0.753642,450.202,3.32907,55961
1,2.4978700000000003,498.412,3.79491,36249
1,0.485081,352.915,17.9557,15336
1,1.19938,398.15,6.4208,2422
0,0.570095,470.851,3.86447,63425
0,0.520926,388.411,9.62549,14077
1,0.336507,379.116,16.3245,27639
0,1.19048,231.232,20.5532,22865
1,0.832842,484.26,2.80271,6984
0,1.3322,381.385,4.993519999999999,12697
1,0.85559,406.655,1.61063,40311
1,1.36727,267.92,5.1112,5914
0,1.3191,239.502,7.74485,72433
0,-0.249415,482.229,1.88853,17736
1,0.931747,295.519,5.18131,62935
1,0.870842,174.726,4.54911,29655
1,1.1227,239.045,2.92891,8707
1,0.969286,399.003,2.82118,16865
0,0.695238,448.242,4.25677,42186
1,1.29419,493.823,2.88133,43627
0,0.899443,393.969,43.4864,15772
0,0.258179,490.127,7.209239999999999,8759
0,0.201231,437.749,30.297,52136
1,0.8406030000000001,374.387,4.82373,51578
1,1.44847,316.319,4.07185,33415
0,0.6696840000000001,438.439,4.66122,663
0,0.980064,218.541,4.04723,6850
1,1.2425,443.429,3.63041,54386
1,0.719433,305.208,0.489592,27261
0,1.69433,293.039,8.04895,58663
0,0.622876,417.402,6.13518,27239
1,1.44117,305.935,3.452,41541
1,1.7333,141.029,7.333639999999999,45494
0,1.1715,302.03700000000003,13.708,2226
1,1.33755,362.0630000000001,3.22826,4083
1,0.00782849,412.911,9.14149,49411
1,0.788713,423.789,2.77898,62366
0,0.0937305,217.307,6.2998400000000006,45785
0,1.09754,293.67900000000003,2.75066,14818
0,1.04933,478.723,4.77966,48890
0,1.08044,166.59,5.81589,65728
1,0.927144,486.822,3.32639,27732
1,1.48144,371.419,3.03939,2012
1,0.426851,241.594,6.38514,25026
1,0.7592479999999999,498.181,1.82979,3193
1,0.483795,379.826,24.1637,9864
1,1.01827,283.818,5.06157,17393
1,1.06735,450.612,4.69807,27123
0,0.392472,463.137,2.63233,36960
0,0.394815,390.628,4.4498,66296
0,1.64491,362.587,6.83637,32453
0,1.11696,398.23,15.4806,34636
0,0.5654560000000001,491.496,4.32634,16733
0,1.07157,417.447,3.21118,7232
0,0.832533,458.147,6.805619999999999,70767
1,1.16342,461.9,4.1298,39811
1,0.967351,348.099,7.105639999999999,46054
1,0.638985,495.67,5.16326,49318
0,0.102765,307.122,13.6533,59083
0,1.33972,453.898,6.33556,8691
0,-0.102919,427.132,4.43253,51635
1,1.04213,475.817,1.9048,25574
1,0.763406,477.783,2.44564,16013
1,1.23343,424.059,1.76385,9329
0,-0.18946,447.1830000000001,8.54473,8563
1,1.4107,438.841,2.22413,10334
1,0.2786889999999999,413.494,7.146839999999999,59869
1,0.4251069999999999,299.397,6.16574,28566
0,0.945671,471.74,7.17569,30550
1,1.20023,270.318,3.0292,44212
1,1.08796,296.226,4.79841,13579
1,0.95033,401.568,2.96637,32020
1,1.0939,416.832,3.65188,43492
1,0.942322,493.49,7.58438,41993
1,1.30296,277.92400000000004,3.67975,764
0,0.5491590000000001,329.406,17.7838,53503
1,0.701024,179.649,4.1432400000000005,14506
0,0.770968,436.461,1.91305,4644
1,0.994268,338.991,2.05372,31601
0,0.2144619999999999,468.907,3.3695,30191
1,1.96124,459.885,3.16573,70868
1,0.680747,464.839,4.83542,36222
0,0.558711,465.816,13.301,9763
1,1.81512,412.264,4.47095,25624
0,1.43024,412.893,4.0237,7549
0,1.13325,438.124,6.0963,48100
1,0.580043,236.117,5.83829,56794
1,1.16983,377.836,10.3307,48615
0,-999.0,-999.0,-999.0,59300
0,0.826,499.854,4.07296,28472
1,1.2693299999999998,314.597,3.88377,43801
1,0.594513,494.712,16.4642,50690
1,0.934914,476.151,5.35511,46255
0,0.350045,470.662,16.2805,39911
1,1.24741,186.999,2.45586,40381
1,1.13735,360.047,4.06142,28152
1,1.7866,200.878,4.26507,41590
1,0.900674,330.219,6.87115,71094
1,0.7501439999999999,467.685,2.68835,33242
1,0.960253,349.445,1.21403,19793
0,0.638278,386.847,2.28389,49245
1,1.16375,416.671,2.12226,48882
0,0.414328,498.144,4.85573,24391
0,0.38048,459.042,10.6292,15269
1,0.912627,397.042,3.85697,51798
1,0.91056,458.046,2.02456,37527
1,0.937294,401.735,4.55294,37155
0,1.3622299999999998,444.696,3.31759,59797
1,0.644997,286.048,7.27495,7635
0,0.380641,266.5,3.5438300000000003,56574
1,0.777048,428.624,1.86463,67502
1,0.7509319999999999,432.198,2.01803,12894
0,0.1117339999999999,406.096,3.95845,49492
0,0.3768829999999999,498.133,6.37604,71784
1,1.28634,421.369,2.73113,54224
0,0.114243,376.185,3.58184,69312
1,1.02801,433.176,3.48697,32790
1,0.987973,332.745,2.2976400000000003,55620
1,1.24178,447.213,3.81233,44090
0,1.40904,461.76,3.66817,60823
1,1.13315,319.763,4.340319999999999,32135
1,0.457686,487.8,5.00802,40674
0,0.6888380000000001,495.861,1.3869200000000002,3659
0,0.58958,85.0312,6.14321,7324
1,1.13302,248.045,5.00714,39527
0,0.00881738,239.237,4.61754,12986
1,0.196035,272.132,3.05586,1948
0,0.331746,449.039,1.89232,62869
0,0.535578,482.81,2.17561,7466
0,0.30714,461.725,2.5958,29804
1,1.52865,361.726,3.53576,16759
0,0.223375,428.923,3.55265,21491
1,1.16243,394.429,4.23488,28659
0,0.3690469999999999,317.906,4.81123,53257
0,1.17225,315.595,5.17847,10602
0,1.30846,399.172,3.86227,51989
1,0.8654879999999999,434.658,4.24228,55937
1,1.35821,250.943,3.40211,9992
0,0.0988654,347.902,5.05741,7980
1,1.32417,435.582,4.36112,28575
0,1.03197,396.6880000000001,4.0618300000000005,45885
1,1.22905,457.051,2.9097,41173
0,1.1286200000000002,185.363,15.0597,57079
0,0.950581,442.911,6.77447,70017
0,0.435022,489.807,5.35156,28603
0,0.435076,477.273,3.69247,35590
0,0.285504,499.659,6.96874,34867
0,1.1305,382.834,4.39827,57653
0,0.250397,444.537,5.00081,5281
1,1.12466,365.112,6.577310000000001,15841
1,0.8116300000000001,357.775,5.601780000000001,22025
1,1.3302,432.2,5.5296400000000006,4296
0,0.577611,488.382,7.020239999999999,2952
0,0.0909536,465.348,6.32782,51170
0,1.07079,460.858,3.38431,41047
1,0.7560140000000001,408.912,4.80219,15904
1,0.8965290000000001,436.614,7.637589999999999,33524
0,0.279779,88.0561,3.35431,21748
1,1.13448,399.164,4.798830000000001,39809
1,0.873956,380.589,5.57829,24922
1,1.24944,287.036,4.81216,47472
0,0.31854,385.276,3.26706,11698
1,0.815921,496.177,13.9444,26121
0,0.5178510000000001,395.744,3.88609,15143
0,-0.0637075,487.739,5.05884,71308
0,0.939536,240.749,5.50683,59436
0,0.2360699999999999,315.701,5.17932,45521
1,0.663614,422.112,5.09362,50178
0,0.562299,365.585,18.8511,49649
0,0.245691,407.285,5.576969999999999,62350
0,1.45772,445.833,6.29847,55664
0,0.415008,471.071,4.932519999999999,21818
1,0.2891289999999999,498.481,2.20753,29231
1,0.685383,338.834,8.12006,1426
0,1.17914,325.797,4.20946,9703
0,0.333788,438.557,12.3692,14671
0,0.471505,473.728,4.4581800000000005,34774
0,0.504592,493.062,4.151269999999999,9527
0,1.27815,273.818,3.6268,62571
1,0.704337,412.8730000000001,5.481269999999999,67584
1,0.838667,409.204,3.26994,39222
0,0.3109889999999999,347.598,6.85872,22590
1,0.891331,163.563,4.0145,2214
1,0.270371,405.917,4.64781,6791
1,0.281541,323.935,5.50889,49305
0,0.677391,447.4,6.1489,31522
0,1.2346,457.508,1.78708,65483
0,1.02926,481.715,4.62907,52737
1,0.8578379999999999,339.661,4.92766,36316
0,0.518188,310.468,5.56374,16163
1,1.22251,411.086,2.21011,13025
1,0.7114020000000001,413.125,7.771619999999999,67589
0,0.927136,384.233,26.5233,41712
0,0.78236,454.671,3.3717900000000003,19973
0,0.7189399999999999,351.694,5.78986,9187
1,1.42622,91.9073,4.53741,35697
0,0.5663239999999999,479.506,8.30532,53010
0,1.7951400000000002,267.249,4.4443,19342
0,0.9491,316.747,29.4924,68975
0,1.29834,479.27,1.44749,1350
1,0.641754,483.139,2.43261,6029
0,0.575967,428.842,5.64525,8526
0,1.2012200000000002,347.991,6.650410000000001,11137
1,1.08317,362.971,6.81951,48695
1,0.883602,442.008,3.37488,4423
0,0.6515810000000001,290.391,4.87831,67989
1,1.14231,364.24,5.11819,18496
0,0.566812,330.19800000000004,5.54297,37979
0,0.655933,432.532,4.942480000000001,16492
0,0.503063,490.631,5.85289,43422
0,0.738376,430.209,8.10195,21488
1,0.8860870000000001,199.008,6.679239999999999,10372
0,0.8333309999999999,414.479,11.6391,71630
1,1.37644,434.179,4.68931,5642
0,1.20869,424.061,4.50026,60326
0,0.308383,392.355,4.93042,9443
0,1.08709,424.7,13.0721,41112
1,0.498177,466.351,4.488630000000001,54612
0,-0.0155587,406.677,3.88758,44988
1,0.529618,435.502,6.92453,35592
1,1.0255,299.92400000000004,5.4054,55520
0,1.48035,457.295,3.12169,42368
0,1.17632,298.196,9.25127,30481
0,0.762582,198.017,7.034510000000001,32948
0,0.543665,439.03,8.42131,34259
0,0.903864,181.28,11.4625,311
1,1.28072,455.254,1.41917,40096
1,0.655229,132.421,3.99387,42709
1,0.376132,392.71,7.301710000000001,40210
1,1.86161,437.86800000000005,6.54755,1741
0,0.0860842,395.709,8.61742,66340
0,0.11547,34.7894,9.6234,39139
0,0.77168,458.027,4.07758,62534
1,0.813638,353.45300000000003,2.4398,54890
1,1.167,202.22,5.059069999999999,54787
0,0.575982,454.798,2.87338,23852
1,0.5598609999999999,252.58900000000003,5.25059,6644
0,0.205244,402.333,5.99324,37017
0,1.00773,148.898,5.66143,1482
0,0.599078,441.148,2.07904,21834
1,0.6322810000000001,129.131,3.77367,39750
1,1.68816,499.8730000000001,3.40784,27901
1,1.3496,459.35,7.2296,52173
0,1.38202,209.457,5.491619999999999,58734
0,0.381918,369.768,5.56619,36598
0,0.217144,418.441,4.99635,8406
1,0.97927,408.907,2.67416,1844
1,1.09334,379.453,4.37286,57909
0,0.256058,463.309,3.79945,33564
0,0.739737,320.19,37.9104,9714
1,0.7511399999999999,488.036,2.25563,69643
1,0.967625,401.336,4.13106,7415
1,0.5813149999999999,423.34,6.970089999999999,55638
0,0.547491,454.612,1.96993,66967
0,0.421041,369.463,10.6968,40561
1,0.8652700000000001,413.11,6.5927,27231
1,1.28319,454.907,3.47174,50203
0,0.18278,325.688,3.3445,42518
1,1.22012,475.365,5.9362,22082
0,0.741397,173.817,10.0171,55800
1,1.13383,381.032,8.65426,23603
0,1.1106200000000002,389.071,7.68345,19478
0,0.292308,320.98,11.165,51172
0,0.5765520000000001,416.704,4.54405,50452
0,1.06219,419.207,2.09106,42998
1,0.7676069999999999,279.351,4.12751,37701
0,0.156138,495.954,4.48653,44981
1,1.07825,486.348,2.66747,69073
1,0.987912,458.091,2.18094,66773
1,0.605483,477.409,4.11932,72547
0,1.14288,219.415,5.35416,41950
1,0.489778,319.91900000000004,14.567,71372
1,0.594817,415.219,3.27966,46123
1,1.51374,172.918,5.53925,70151
0,0.12804,453.46,6.88431,58626
1,0.6126,486.512,5.08243,61307
0,0.224688,391.86300000000006,6.843789999999999,58879
0,0.0664656999999999,499.883,6.65937,59001
1,0.652805,268.85900000000004,5.5732,31393
1,1.25048,445.231,5.1165,68825
0,1.16595,485.562,1.93289,59603
1,1.11414,86.3903,4.52812,15449
0,0.783258,246.928,2.6842,21295
1,1.12564,385.809,2.92889,68067
1,0.561479,164.752,9.12027,49532
0,1.07406,212.753,4.25325,30394
1,0.43635,137.899,4.89126,25295
0,1.61031,262.03,2.98124,68435
0,0.760846,409.236,6.21675,44275
1,0.907212,396.575,9.11198,28123
0,2.39952,255.887,7.34341,72820
0,0.169063,476.37,4.35464,33695
1,1.15204,338.611,2.47173,4088
1,1.58161,217.713,5.178669999999999,59953
1,0.192676,246.498,6.30847,666
1,-0.149506,447.972,6.29761,19032
0,0.74847,336.541,13.7928,32720
0,0.313379,298.611,3.3159400000000003,55047
0,0.479597,452.943,7.67175,12893
1,0.956876,320.416,6.71288,52404
1,0.892401,117.7,3.81892,18082
1,1.34408,344.167,4.78345,31797
1,0.8377760000000001,368.108,4.46137,7808
0,0.552651,79.977,4.57841,62921
0,1.83134,195.857,4.60917,21575
1,1.25892,485.057,2.71968,909
0,0.925947,461.345,5.35986,47353
1,-0.0398494,320.442,5.15408,60953
0,0.833644,168.488,7.632619999999999,38462
1,0.8482120000000001,440.566,2.20678,24698
0,0.619084,312.802,4.101380000000001,54822
0,0.7501369999999999,209.646,5.73727,8998
1,1.53638,388.112,5.02039,48995
1,0.6532640000000001,333.759,4.7359800000000005,63273
1,0.992196,239.1,3.72808,824
0,0.919898,255.267,4.93419,59114
0,0.5497569999999999,485.066,7.112889999999999,70443
0,-999.0,-999.0,-999.0,54073
0,1.15189,477.116,19.2012,39341
1,0.754405,432.435,2.00788,19402
0,0.915598,481.103,6.15172,37598
0,1.15668,426.72,2.854,2923
1,1.36169,451.019,8.77553,28530
1,1.02586,376.902,5.35812,50002
0,0.6566609999999999,434.633,5.016719999999999,53105
0,0.637666,475.111,3.18978,43354
1,0.5419189999999999,450.848,4.01684,67056
0,0.322442,345.776,5.28561,23880
1,1.55619,252.319,4.7064900000000005,7837
0,0.993685,429.598,6.6474,68667
1,-0.11982,487.359,6.95193,28415
0,0.70717,445.078,5.3155,30037
0,0.132918,319.8,2.45055,30542
0,0.874799,375.198,6.32333,53463
0,0.5029710000000001,301.557,3.26368,45734
1,0.897332,441.687,1.99007,3304
0,0.7606350000000001,340.634,13.4372,24450
1,1.45895,200.147,3.29089,37445
1,1.04734,367.816,2.12743,34574
0,0.7860659999999999,390.422,4.03404,65791
1,-0.0961737,491.004,2.75895,31953
0,0.958553,429.002,2.7322900000000003,14530
1,0.356815,327.645,7.82707,17975
0,0.724735,373.097,1.94351,17067
0,0.299617,378.698,6.76766,38879
1,0.816875,476.381,1.98322,4714
1,0.297034,431.759,18.6978,2597
1,1.04628,435.598,2.4054,61223
0,0.354333,394.211,26.3617,40456
1,1.51091,342.125,2.4496,5727
0,0.430025,247.767,5.32,55100
0,0.3965349999999999,304.85900000000004,4.24833,23303
0,0.50625,346.94800000000004,3.2796800000000004,44284
0,0.825893,348.872,2.95502,70383
0,1.75296,162.635,14.3888,66966
1,1.83148,454.054,3.6246,14986
1,1.39947,332.515,3.64439,26127
0,0.983222,246.695,4.61143,54681
0,0.248302,420.47,1.51547,4824
0,1.46589,446.531,15.1424,32052
1,0.86851,320.195,3.5381400000000003,24889
1,0.5514100000000001,189.729,5.16147,8047
1,0.80816,362.95,5.90315,4054
1,0.8691549999999999,407.969,3.03355,59341
0,0.48702,433.172,4.57712,59622
1,0.723191,349.952,5.5322,47064
0,1.08077,457.207,4.49169,17770
0,1.05698,358.03,3.94572,71528
1,0.0279424,447.586,13.3313,41013
1,1.56407,372.557,1.7406400000000002,52709
1,1.04318,342.92900000000003,4.63561,11966
1,0.548599,497.435,1.9438,21996
0,0.402276,418.891,3.81459,19437
1,0.897424,276.1,5.021730000000001,38037
0,0.6922699999999999,94.7598,1.8347,62705
0,0.794755,218.578,3.61495,38534
1,0.919252,429.056,5.03836,5142
0,0.376198,374.104,5.36272,24731
0,0.843949,450.826,3.22018,65195
0,-0.299632,498.394,5.8637,14377
0,0.255839,271.128,5.63435,54128
0,2.35562,353.82800000000003,15.8612,30461
0,0.608421,284.498,2.69963,70178
1,1.9071,360.877,3.89192,69021
1,1.03331,167.9,5.1284,37602
1,0.698994,312.918,1.6750900000000002,51247
0,-0.0311754,390.717,6.71727,10929
1,0.297423,407.223,8.00348,38818
1,1.29837,373.141,3.80359,36682
1,0.217034,370.526,9.36074,53688
1,0.96296,448.949,1.89659,65453
0,0.628713,438.246,5.28099,8752
1,0.852435,416.857,1.2812,1500
0,0.689214,302.048,6.20897,47069
0,0.791184,445.932,2.45692,71011
1,1.16299,427.095,6.01031,48623
1,0.2671199999999999,463.218,2.24779,7113
0,0.568623,429.838,5.60576,68707
0,0.228313,483.228,14.7942,808
1,2.09,359.956,3.80591,32865
0,1.18576,390.394,6.11468,26200
0,0.867978,487.39,10.0663,34854
0,0.8843260000000001,137.13299999999998,4.699380000000001,11622
1,0.732248,463.505,6.57339,12731
0,0.815724,221.863,3.34164,9218
0,1.00501,197.932,3.68975,71506
0,0.916544,376.6,11.1927,35703
0,0.942371,405.806,14.7261,27939
0,0.419968,391.353,2.50658,21895
1,0.693062,354.52,5.7223,19802
1,0.8303879999999999,392.297,5.34416,26135
0,0.5687939999999999,276.723,7.21373,56535
1,0.271654,292.60900000000004,11.6805,34187
1,0.720763,351.19800000000004,3.35777,53748
1,1.09059,194.125,4.80524,67519
0,-999.0,-999.0,-999.0,56459
0,0.5369189999999999,467.345,7.98303,35289
1,1.23527,149.60399999999998,4.60584,34279
1,1.17469,477.538,3.4008199999999995,56728
0,0.8405360000000001,372.3130000000001,9.00651,32225
1,0.498486,368.429,8.877410000000001,29138
1,1.04157,341.14300000000003,4.38506,14780
1,0.410253,309.439,8.12941,11545
1,1.17631,485.203,3.4395800000000003,56775
0,1.54019,354.228,10.4153,20556
1,1.07059,423.415,4.39872,12508
1,0.8233879999999999,454.204,4.8553,72391
0,1.52366,278.677,3.07282,66285
0,0.998244,324.7,6.45337,17274
0,0.291979,291.057,9.24399,34096
1,1.12624,319.423,4.09566,68687
1,0.680563,457.842,1.17575,24849
1,1.47069,265.175,4.01446,43844
0,0.707393,83.7151,3.27231,2675
0,1.54404,394.578,3.3694,57694
0,1.33464,312.077,6.598960000000001,12080
0,1.04054,428.907,4.62838,15061
1,0.767576,442.509,4.47541,25291
0,0.0137014999999999,273.309,4.98273,22769
0,0.186813,467.228,3.52152,67927
0,1.02414,248.498,9.87973,67104
1,1.26037,438.327,4.2449900000000005,66629
1,0.959019,372.321,3.95173,42029
0,0.449683,302.159,26.4776,30219
